sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,embedding_4_surprisal,embedding_4_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean,local_surprisal,local_surprisal_mean,main_clause_frequency,main_clause_frequency_mean,complementiser_frequency,complementiser_frequency_mean,embedding_1_frequency,embedding_1_frequency_mean,embedding_2_frequency,embedding_2_frequency_mean,embedding_3_frequency,embedding_3_frequency_mean,embedding_4_frequency,embedding_4_frequency_mean,subject_frequency,subject_frequency_mean,verb_frequency,verb_frequency_mean,object_frequency,object_frequency_mean,continuation_frequency,continuation_frequency_mean,local_frequency,local_frequency_mean
1,yes,yes,2,+wh_gap,I know,what,our mother said,her friend remarked,,,your friend,threw,,into the trash can.,8.92268,7.641035,4.42758,4.42758,10.4328,10.143266666666667,8.58876,11.263733333333334,,,,,16.1277,12.57025,15.5017,15.5017,,,7.68647,7.4267725,7.4267725,9.64249625,7.68647,7.4267725,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,,,,,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,yes,no,2,+wh_no_gap,I know,what,our mother said,her friend remarked,,,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,4.42758,4.42758,10.4328,10.143266666666667,8.58876,11.263733333333334,,,,,16.1277,12.57025,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,8.535715000000001,9.765952222222223,3.69269,9.046945,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,,,,,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
1,no,yes,3,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,your friend,threw,,into the trash can.,8.92268,7.641035,3.01867,3.01867,9.03142,9.68994,8.58876,11.263733333333334,9.18833,12.9302325,,,14.7672,11.89,15.5017,15.5017,,,7.68647,7.4267725,7.4267725,10.093574,7.68647,7.4267725,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,no,no,3,-wh_no_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,3.01867,3.01867,9.03142,9.68994,8.58876,11.263733333333334,9.18833,12.9302325,,,14.7672,11.89,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,8.535715000000001,10.153576363636365,3.69269,9.046945,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
1,yes,yes,3,+wh_gap,I know,what,our mother said,her friend remarked,the park attendant reported,,your friend,threw,,into the trash can.,8.92268,7.641035,4.42758,4.42758,10.4328,10.143266666666667,8.58876,11.263733333333334,9.18833,12.9302325,,,14.7672,11.89,15.5017,15.5017,,,7.68647,7.4267725,7.4267725,10.2320185,7.68647,7.4267725,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,yes,no,3,+wh_no_gap,I know,what,our mother said,her friend remarked,the park attendant reported,,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,4.42758,4.42758,10.4328,10.143266666666667,8.58876,11.263733333333334,9.18833,12.9302325,,,14.7672,11.89,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,8.535715000000001,10.279435,3.69269,9.046945,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
1,no,yes,4,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,,into the trash can.,8.92268,7.641035,3.01867,3.01867,9.03142,9.68994,8.58876,11.263733333333334,9.18833,12.9302325,4.76018,12.660626666666667,14.6667,11.83975,15.5017,15.5017,,,7.68647,7.4267725,7.4267725,10.424037391304347,7.68647,7.4267725,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,no,no,4,-wh_no_gap,I know,that,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,3.01867,3.01867,9.03142,9.68994,8.58876,11.263733333333334,9.18833,12.9302325,4.76018,12.660626666666667,14.6667,11.83975,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,8.535715000000001,10.4504024,3.69269,9.046945,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
1,yes,yes,4,+wh_gap,I know,what,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,,into the trash can.,8.92268,7.641035,4.42758,4.42758,10.4328,10.143266666666667,8.58876,11.263733333333334,9.18833,12.9302325,4.76018,12.660626666666667,14.6667,11.83975,15.5017,15.5017,,,7.68647,7.4267725,7.4267725,10.544423913043476,7.68647,7.4267725,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,yes,no,4,+wh_no_gap,I know,what,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,4.42758,4.42758,10.4328,10.143266666666667,8.58876,11.263733333333334,9.18833,12.9302325,4.76018,12.660626666666667,14.6667,11.83975,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,8.535715000000001,10.561158,3.69269,9.046945,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
10,no,yes,0,-wh_gap,The newspaper reported,that,,,,,the boss,sold,,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,,,,,,,,,3.00454,9.13112,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,7.461675,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0102,0.0102,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,0,-wh_no_gap,The newspaper reported,that,,,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,,,,,,,,,3.00454,9.13112,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,7.644248333333333,5.96652,8.61856,0.0537,2.85e-05,0.0102,0.0102,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,0,+wh_gap,The newspaper reported,what,,,,,the boss,sold,,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,,,,,,,,,5.05899,9.762795,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,8.627165999999999,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0024,0.0024,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,0,+wh_no_gap,The newspaper reported,what,,,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,,,,,,,,,5.05899,9.762795,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,8.615490833333332,5.96652,8.61856,0.0537,2.85e-05,0.0024,0.0024,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,no,yes,1,-wh_gap,The newspaper reported,that,the investigator thought,,,,the boss,sold,,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,,,,,,,4.36895,9.324575,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,8.30973846153846,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,1,-wh_no_gap,The newspaper reported,that,the investigator thought,,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,,,,,,,4.36895,9.324575,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,8.342722,5.96652,8.61856,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,1,+wh_gap,The newspaper reported,what,the investigator thought,,,,the boss,sold,,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,5.05899,11.575496666666666,,,,,,,4.36895,9.324575,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,9.240131538461538,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,1,+wh_no_gap,The newspaper reported,what,the investigator thought,,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,5.05899,11.575496666666666,,,,,,,4.36895,9.324575,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,9.14906266666667,5.96652,8.61856,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,no,yes,2,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,the boss,sold,,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,,,,,3.87627,9.001685,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,8.867110625,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,2,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,,,,,3.87627,9.001685,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,8.832666666666666,5.96652,8.61856,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,2,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,,,the boss,sold,,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,5.05899,11.575496666666666,4.36895,11.49765,,,,,3.87627,9.001685,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,9.623055,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,2,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,5.05899,11.575496666666666,4.36895,11.49765,,,,,3.87627,9.001685,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,9.504617222222222,5.96652,8.61856,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,no,yes,3,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,the boss,sold,,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,3.87627,10.44619,,,4.51729,9.472245,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,9.165971578947367,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,3,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,3.87627,10.44619,,,4.51729,9.472245,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,9.10798523809524,5.96652,8.61856,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,3,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,,the boss,sold,,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,5.05899,11.575496666666666,4.36895,11.49765,3.87627,10.44619,,,4.51729,9.472245,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,9.802556315789476,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,3,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,5.05899,11.575496666666666,4.36895,11.49765,3.87627,10.44619,,,4.51729,9.472245,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,9.683942857142858,5.96652,8.61856,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,no,yes,4,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,3.87627,10.44619,6.83762,10.31731,3.8767,8.9521,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,9.275686363636366,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,4,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,3.87627,10.44619,6.83762,10.31731,3.8767,8.9521,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,9.215805416666669,5.96652,8.61856,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,4,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,5.05899,11.575496666666666,4.36895,11.49765,3.87627,10.44619,6.83762,10.31731,3.8767,8.9521,13.6649,13.6649,,,5.06003,7.0970200000000006,7.0970200000000006,9.825464090909092,5.06003,7.0970200000000006,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,4,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,11.6328,11.6328,5.05899,11.575496666666666,4.36895,11.49765,3.87627,10.44619,6.83762,10.31731,3.8767,8.9521,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,7.681058,9.719768333333333,5.96652,8.61856,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
11,no,yes,0,-wh_gap,Her friend found out,that,,,,,the visitor,told,,to the guests.,8.64749,9.3440575,2.20105,2.20105,,,,,,,,,2.81468,8.64849,13.7353,13.7353,,,6.51346,8.424016666666667,8.424016666666667,8.716509999999998,6.51346,8.424016666666667,0.002,0.000137,0.0102,0.0102,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
11,no,no,0,-wh_no_gap,Her friend found out,that,,,,,the visitor,told,a story,to the guests.,8.64749,9.3440575,2.20105,2.20105,,,,,,,,,2.81468,8.64849,13.7353,13.7353,5.18358,4.27325,4.92081,7.884273333333333,6.439864,7.908375384615384,5.18358,4.27325,0.002,0.000137,0.0102,0.0102,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0229,0.000278
11,yes,yes,0,+wh_gap,Her friend found out,what,,,,,the visitor,told,,to the guests.,8.64749,9.3440575,5.67573,5.67573,,,,,,,,,3.62667,8.957335,13.7353,13.7353,,,6.51346,8.424016666666667,8.424016666666667,9.088543636363635,6.51346,8.424016666666667,0.002,0.000137,0.0024,0.0024,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
11,yes,no,0,+wh_no_gap,Her friend found out,what,,,,,the visitor,told,a story,to the guests.,8.64749,9.3440575,5.67573,5.67573,,,,,,,,,3.62667,8.957335,13.7353,13.7353,5.18358,4.27325,4.92081,7.884273333333333,6.439864,8.223173076923077,5.18358,4.27325,0.002,0.000137,0.0024,0.0024,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0229,0.000278
11,no,yes,1,-wh_gap,Her friend found out,that,my friend believed,,,,the visitor,told,,to the guests.,8.64749,9.3440575,2.20105,2.20105,11.9773,11.425206666666668,,,,,,,3.87627,8.894784999999999,13.7353,13.7353,,,6.51346,8.424016666666667,8.424016666666667,9.332129999999998,6.51346,8.424016666666667,0.002,0.000137,0.0102,0.0102,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
11,no,no,1,-wh_no_gap,Her friend found out,that,my friend believed,,,,the visitor,told,a story,to the guests.,8.64749,9.3440575,2.20105,2.20105,11.9773,11.425206666666668,,,,,,,3.87627,8.894784999999999,13.7353,13.7353,5.18358,4.27325,4.92081,7.884273333333333,6.439864,8.598568125,5.18358,4.27325,0.002,0.000137,0.0102,0.0102,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0229,0.000278
11,yes,yes,1,+wh_gap,Her friend found out,what,my friend believed,,,,the visitor,told,,to the guests.,8.64749,9.3440575,5.67573,5.67573,9.48275,10.548063333333332,,,,,,,3.87627,8.894784999999999,13.7353,13.7353,,,6.51346,8.424016666666667,8.424016666666667,9.39236214285714,6.51346,8.424016666666667,0.002,0.000137,0.0024,0.0024,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
11,yes,no,1,+wh_no_gap,Her friend found out,what,my friend believed,,,,the visitor,told,a story,to the guests.,8.64749,9.3440575,5.67573,5.67573,9.48275,10.548063333333332,,,,,,,3.87627,8.894784999999999,13.7353,13.7353,5.18358,4.27325,4.92081,7.884273333333333,6.439864,8.65127125,5.18358,4.27325,0.002,0.000137,0.0024,0.0024,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0229,0.000278
11,no,yes,2,-wh_gap,Her friend found out,that,my friend believed,the professor said,,,the visitor,told,,to the guests.,8.64749,9.3440575,2.20105,2.20105,11.9773,11.425206666666668,3.87627,10.376256666666666,,,,,4.51729,9.365395,13.7353,13.7353,,,6.51346,8.424016666666667,8.424016666666667,9.571753529411763,6.51346,8.424016666666667,0.002,0.000137,0.0102,0.0102,0.00372,4.48e-05,0.0537,7.36e-05,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
