sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean
2,yes,yes,0,+wh_gap,The teacher reported,who,,,,,hit,a classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,,,,,,,,,10.834897,10.834897,3.192552,8.504299,3.131214,8.382299999999999,8.8317325,9.350563000000001
2,yes,no,0,+wh_no_gap,The teacher reported,who,,,,the student,hit,a classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,,,,,,,6.521985,6.984543,13.917315,13.917315,3.584321,7.452220499999999,3.887834,8.870455333333334,8.675276,9.159786916666668
2,no,yes,0,-wh_gap,The teacher reported,that,,,,,hit,a classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,,,,,,,,,16.969852,16.969852,3.746833,8.783316,3.649675,8.111574333333333,9.811867833333334,8.8795623
2,no,no,0,-wh_no_gap,The teacher reported,that,,,,the student,hit,a classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,,,,,,,2.056474,5.3056825,13.472021,13.472021,2.121393,7.832336,4.177644,8.626713666666667,8.203524875,7.962717916666667
2,yes,yes,1,+wh_gap,The teacher reported,who,the other children claimed,,,,hit,a classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,,,,,,,14.206595,14.206595,3.837987,8.553309500000001,3.713705,8.612663333333334,9.525200666666665,9.102386214285714
2,yes,no,1,+wh_no_gap,The teacher reported,who,the other children claimed,,,the student,hit,a classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,,,,,6.385728,8.804197,14.310507,14.310507,5.875628,9.160841,4.164022,8.853783333333332,9.600241624999999,9.1927585
2,no,yes,1,-wh_gap,The teacher reported,that,the other children claimed,,,,hit,a classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,,,,,,,14.787902,14.787902,3.410761,8.7293025,4.333799,8.820226333333332,9.784531,8.301600499999997
2,no,no,1,-wh_no_gap,The teacher reported,that,the other children claimed,,,the student,hit,a classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,,,,,3.930511,7.8967290000000006,14.186431,14.186431,2.786887,8.1297535,4.499718,8.829143333333334,9.09085325,8.1401279375
2,yes,yes,2,+wh_gap,The teacher reported,who,the other children claimed,their friends said,,,hit,a classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,9.512964,9.901652333333333,,,,,15.554377,15.554377,4.135004,8.954949,4.289258,8.805207666666668,9.979983,9.40394458823529
2,yes,no,2,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,,the student,hit,a classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,9.512964,9.901652333333333,,,6.004167,8.237049,14.18456,14.18456,4.901008,8.8223975,4.547248,9.304570333333332,9.5271455,9.273911789473685
2,no,yes,2,-wh_gap,The teacher reported,that,the other children claimed,their friends said,,,hit,a classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,6.747428,9.516723666666666,,,,,17.175253,17.175253,3.356947,9.1484205,4.928836,9.206157666666668,10.5150945,8.773879941176471
2,no,no,2,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,,the student,hit,a classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,6.747428,9.516723666666666,,,3.891385,7.6783965,14.025037,14.025037,2.587674,8.199128,4.336715,9.095453333333333,9.13330575,8.375359894736842
2,yes,yes,3,+wh_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,,hit,a classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,9.512964,9.901652333333333,6.004167,10.08280375,,,18.399118,18.399118,4.826034,8.362212,4.227546,8.906225333333333,10.307036333333334,9.626694904761903
2,yes,no,3,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,the student,hit,a classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,9.512964,9.901652333333333,6.004167,10.08280375,7.054381,8.347433,16.521265,16.521265,5.86943,8.7938715,4.327383,9.048936666666668,9.7438355,9.489959086956523
2,no,yes,3,-wh_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,,hit,a classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,6.747428,9.516723666666666,3.891385,9.778454250000001,,,20.593689,20.593689,3.653315,8.3772005,4.760853,8.646878666666668,10.548121,8.974663571428572
2,no,no,3,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,the student,hit,a classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,6.747428,9.516723666666666,3.891385,9.778454250000001,4.645683,7.0968975,15.813246,15.813246,2.606203,7.434734499999999,4.421011,8.920152,8.95462075,8.557224999999997
3,yes,yes,0,+wh_gap,I know,who,,,,,stole,the jewels,yesterday.,0.0,3.139138,6.580016,6.580016,,,,,,,,,12.470962,12.470962,1.571641,5.858438,16.674513,16.674513,10.215587750000001,7.674377571428571
3,yes,no,0,+wh_no_gap,I know,who,,,,the burglar,stole,the jewels,yesterday.,0.0,3.139138,6.580016,6.580016,,,,,,,5.056487,10.2757105,11.293825,11.293825,3.714037,8.1098955,16.093252,16.093252,10.693048166666665,8.55739788888889
3,no,yes,0,-wh_gap,I know,that,,,,,stole,the jewels,yesterday.,0.0,3.139138,2.352433,2.352433,,,,,,,,,20.578367,20.578367,2.656472,6.375188,16.715986,16.715986,12.511182250000001,8.382205428571428
3,no,no,0,-wh_no_gap,I know,that,,,,the burglar,stole,the jewels,yesterday.,0.0,3.139138,2.352433,2.352433,,,,,,,2.35511,9.667734,12.451494,12.451494,1.604144,6.324998,16.993122,16.993122,10.238346666666667,7.784532111111111
3,yes,yes,1,+wh_gap,I know,who,my mother thinks,,,,stole,the jewels,yesterday.,0.0,3.139138,6.580016,6.580016,9.119669,7.700391000000001,,,,,,,18.144066,18.144066,3.521792,7.373267,16.794514,16.794514,12.4212785,8.564457899999999
3,yes,no,1,+wh_no_gap,I know,who,my mother thinks,,,the burglar,stole,the jewels,yesterday.,0.0,3.139138,6.580016,6.580016,9.119669,7.700391000000001,,,,,4.952525,9.8280075,11.464334,11.464334,5.729095,8.906605,15.613332,15.613332,10.757815166666667,8.375529666666667
3,no,yes,1,-wh_gap,I know,that,my mother thinks,,,,stole,the jewels,yesterday.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,,,,,,,22.245605,22.245605,4.936298,8.017947,16.831352,16.831352,13.778212750000002,8.5828871
3,no,no,1,-wh_no_gap,I know,that,my mother thinks,,,the burglar,stole,the jewels,yesterday.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,,,,,3.918189,9.214482,13.167025,13.167025,2.240488,6.1970545,15.978481,15.978481,9.994763166666667,7.557049916666668
3,yes,yes,2,+wh_gap,I know,who,my mother thinks,the reporter said,,,stole,the jewels,yesterday.,0.0,3.139138,6.580016,6.580016,9.119669,7.700391000000001,4.952525,8.590626333333333,,,,,19.994081,19.994081,2.685834,6.374105,16.251936,16.251936,12.24855675,8.517351615384616
3,yes,no,2,+wh_no_gap,I know,who,my mother thinks,the reporter said,,the burglar,stole,the jewels,yesterday.,0.0,3.139138,6.580016,6.580016,9.119669,7.700391000000001,4.952525,8.590626333333333,,,5.735841,10.037806,10.597555,10.597555,4.113284,8.155637,15.870154,15.870154,10.475765833333334,8.305729266666667
3,no,yes,2,-wh_gap,I know,that,my mother thinks,the reporter said,,,stole,the jewels,yesterday.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,3.918189,8.957409666666669,,,,,21.289846,21.289846,2.496184,5.8340545,16.778772,16.778772,12.43418175,8.255767384615385
3,no,no,2,-wh_no_gap,I know,that,my mother thinks,the reporter said,,the burglar,stole,the jewels,yesterday.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,3.918189,8.957409666666669,,,3.87148,8.751411000000001,10.263838,10.263838,2.090306,6.4030185,16.797199,16.797199,9.561649333333333,7.663876333333335
3,yes,yes,3,+wh_gap,I know,who,my mother thinks,the reporter said,the homeowners claimed,,stole,the jewels,yesterday.,0.0,3.139138,6.580016,6.580016,9.119669,7.700391000000001,4.952525,8.590626333333333,5.735841,13.119514666666667,,,13.788429,13.788429,3.458452,6.5537595,16.013353,16.013353,10.72732525,8.9999493125
3,yes,no,3,+wh_no_gap,I know,who,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,yesterday.,0.0,3.139138,6.580016,6.580016,9.119669,7.700391000000001,4.952525,8.590626333333333,5.735841,13.119514666666667,6.2111,9.645317,8.520294,8.520294,6.06194,8.8776475,15.143595,15.143595,10.118303,8.988872555555556
3,no,yes,3,-wh_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,,stole,the jewels,yesterday.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,3.918189,8.957409666666669,3.87148,12.877946666666666,,,16.226597,16.226597,2.732647,5.565768,16.404659,16.404659,10.940698000000001,8.7490550625
3,no,no,3,-wh_no_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,yesterday.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,3.918189,8.957409666666669,3.87148,12.877946666666666,3.545239,8.272471,8.483088,8.483088,2.010771,6.059073,17.089664,17.089664,9.039306666666667,8.358773833333334
