sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean,local_surprisal
1,yes,yes,2,+wh_gap,I know,who,our mother said,her friend remarked,,,,threw,the plastic,into the trash can.,0.0,3.139138,6.580016,6.580016,11.02898,8.652342666666668,9.224228,10.378229333333334,,,,,20.122381,20.122381,4.031727,8.417799500000001,6.126678,6.5447735,9.019582,8.317942625,20.122381
1,yes,no,2,+wh_no_gap,I know,who,our mother said,her friend remarked,,,your friend,threw,the plastic,into the trash can.,0.0,3.139138,6.580016,6.580016,11.02898,8.652342666666668,9.224228,10.378229333333334,,,15.413641,10.976060499999999,12.56445,12.56445,4.016361,7.828729,5.4916,6.25592475,8.355303111111112,8.063763111111111,15.413641
1,no,yes,3,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,,threw,the plastic,into the trash can.,0.0,3.139138,2.352433,2.352433,8.541259,8.674515666666666,7.237803,9.628442333333334,6.17998,12.139693499999998,,,19.971773,19.971773,2.960132,7.101369,5.950866,6.2002645,8.425081285714285,8.553696299999999,19.971773
1,no,no,3,-wh_no_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,your friend,threw,the plastic,into the trash can.,0.0,3.139138,2.352433,2.352433,8.541259,8.674515666666666,7.237803,9.628442333333334,6.17998,12.139693499999998,13.711047,11.1792415,12.837973,12.837973,3.652134,7.123464,4.601041,5.753262749999999,8.050715,8.388854181818182,13.711047
1,yes,yes,3,+wh_gap,I know,who,our mother said,her friend remarked,the park attendant reported,,,threw,the plastic,into the trash can.,0.0,3.139138,6.580016,6.580016,11.02898,8.652342666666668,9.224228,10.378229333333334,7.221402,12.409020000000002,,,17.089321,17.089321,3.285459,7.331236,5.226988,5.982709,7.954661285714286,8.76343585,17.089321
1,yes,no,3,+wh_no_gap,I know,who,our mother said,her friend remarked,the park attendant reported,,your friend,threw,the plastic,into the trash can.,0.0,3.139138,6.580016,6.580016,11.02898,8.652342666666668,9.224228,10.378229333333334,7.221402,12.409020000000002,15.644468,11.3843975,12.884921,12.884921,4.150022,7.6716765,4.493854,5.699020750000001,8.19923911111111,8.789965454545454,15.644468
1,no,yes,4,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,the cop thinks,,threw,the plastic,into the trash can.,0.0,3.139138,2.352433,2.352433,8.541259,8.674515666666666,7.237803,9.628442333333334,6.17998,12.139693499999998,,,19.971773,19.971773,2.960132,7.101369,5.950866,6.2002645,8.425081285714285,8.553696299999999,19.971773
1,no,no,4,-wh_no_gap,I know,that,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,the plastic,into the trash can.,0.0,3.139138,2.352433,2.352433,8.541259,8.674515666666666,7.237803,9.628442333333334,6.17998,12.139693499999998,13.711047,11.1792415,12.837973,12.837973,3.652134,7.123464,4.601041,5.753262749999999,8.050715,8.388854181818182,13.711047
1,yes,yes,4,+wh_gap,I know,who,our mother said,her friend remarked,the park attendant reported,the cop thinks,,threw,the plastic,into the trash can.,0.0,3.139138,6.580016,6.580016,11.02898,8.652342666666668,9.224228,10.378229333333334,7.221402,12.409020000000002,,,17.089321,17.089321,3.285459,7.331236,5.226988,5.982709,7.954661285714286,8.76343585,17.089321
1,yes,no,4,+wh_no_gap,I know,who,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,the plastic,into the trash can.,0.0,3.139138,6.580016,6.580016,11.02898,8.652342666666668,9.224228,10.378229333333334,7.221402,12.409020000000002,15.644468,11.3843975,12.884921,12.884921,4.150022,7.6716765,4.493854,5.699020750000001,8.19923911111111,8.789965454545454,15.644468
10,no,yes,0,-wh_gap,The newspaper reported,that,,,,,,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,,,,,,,,,16.451626,16.451626,5.356346,7.0311655,2.678756,4.891221333333333,7.5312701666666655,6.9062445,16.451626
10,no,no,0,-wh_no_gap,The newspaper reported,that,,,,,the boss,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,,,,,,,2.181931,8.5026685,11.724365,11.724365,4.071801,5.3860434999999995,1.943193,3.8300979999999996,6.374010374999999,6.238908916666666,2.181931
10,yes,yes,0,+wh_gap,The newspaper reported,who,,,,,,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,,,,,,,,,8.658404,8.658404,5.237565,6.3499545,2.310182,4.136839,5.628138333333333,6.984011000000001,8.658404
10,yes,no,0,+wh_no_gap,The newspaper reported,who,,,,,the boss,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,,,,,,,7.61484,10.875838,10.515741,10.515741,4.720735,5.886852,1.886478,3.68333,6.886388875,7.596865916666668,7.61484
10,no,yes,1,-wh_gap,The newspaper reported,that,the investigator thought,,,,,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,2.181931,8.963975333333334,,,,,,,21.678219,21.678219,4.836319,7.4427245,3.063483,4.585730333333333,8.386809833333333,7.775969923076923,21.678219
10,no,no,1,-wh_no_gap,The newspaper reported,that,the investigator thought,,,,the boss,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,2.181931,8.963975333333334,,,,,3.220821,8.922973,13.842034,13.842034,4.042106,5.847146,2.028394,4.0006606666666675,6.92303175,7.076733600000001,3.220821
10,yes,yes,1,+wh_gap,The newspaper reported,who,the investigator thought,,,,,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,7.61484,9.878204666666667,,,,,,,18.761932,18.761932,5.321239,8.088603500000001,2.962182,4.478525333333334,8.0624525,8.775431461538462,18.761932
10,yes,no,1,+wh_no_gap,The newspaper reported,who,the investigator thought,,,,the boss,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,7.61484,9.878204666666667,,,,,4.261078,9.4093215,14.026651,14.026651,5.58574,6.6017555,1.991554,3.8287549999999997,7.19188375,8.216064266666667,4.261078
10,no,yes,2,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,2.181931,8.963975333333334,3.220821,9.883071666666666,,,,,18.43161,18.43161,5.714553,6.779128500000001,3.227039,4.671403333333333,7.667346166666667,7.901252625,18.43161
10,no,no,2,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,2.181931,8.963975333333334,3.220821,9.883071666666666,,,3.432453,8.603762,12.127194,12.127194,4.226011,5.7644585,2.292895,4.017047333333333,6.614347124999999,7.407263444444445,3.432453
10,yes,yes,2,+wh_gap,The newspaper reported,who,the investigator thought,the businessman believed,,,,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,7.61484,9.878204666666667,4.261078,9.836822666666668,,,,,17.044975,17.044975,5.45903,6.8374545,3.453315,4.5520380000000005,7.395999666666666,8.724522499999999,17.044975
10,yes,no,2,+wh_no_gap,The newspaper reported,who,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,7.61484,9.878204666666667,4.261078,9.836822666666668,,,5.220109,9.3727165,12.763017,12.763017,4.32827,5.3421765,2.344061,4.012003333333333,6.778601625,8.30250972222222,5.220109
10,no,yes,3,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,2.181931,8.963975333333334,3.220821,9.883071666666666,3.432453,9.735665,,,18.193888,18.193888,4.472965,6.4188675,2.238489,3.8703959999999995,7.107135166666667,8.01398794736842,18.193888
10,no,no,3,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,2.181931,8.963975333333334,3.220821,9.883071666666666,3.432453,9.735665,3.896652,8.0074655,11.664895,11.664895,4.252781,5.4800815,2.197273,3.8050913333333334,6.256907875,7.603724904761903,3.896652
10,yes,yes,3,+wh_gap,The newspaper reported,who,the investigator thought,the businessman believed,the banker said,,,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,7.61484,9.878204666666667,4.261078,9.836822666666668,5.220109,9.980001,,,17.966234,17.966234,4.330966,6.0119074999999995,2.380699,3.9691946666666666,6.982938833333333,8.792315684210527,17.966234
10,yes,no,3,+wh_no_gap,The newspaper reported,who,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,7.61484,9.878204666666667,4.261078,9.836822666666668,5.220109,9.980001,3.916698,8.1269755,11.477659,11.477659,4.237084,5.2833559999999995,2.250482,3.839438,6.227079499999999,8.332047666666666,3.916698
10,no,yes,4,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,2.181931,8.963975333333334,3.220821,9.883071666666666,3.432453,9.735665,,,18.193888,18.193888,4.472965,6.4188675,2.238489,3.8703959999999995,7.107135166666667,8.01398794736842,18.193888
10,no,no,4,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.,0.0,7.739525333333333,0.656248,0.656248,2.181931,8.963975333333334,3.220821,9.883071666666666,3.432453,9.735665,3.896652,8.0074655,11.664895,11.664895,4.252781,5.4800815,2.197273,3.8050913333333334,6.256907875,7.603724904761903,3.896652
10,yes,yes,4,+wh_gap,The newspaper reported,who,the investigator thought,the businessman believed,the banker said,his friend believes,,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,7.61484,9.878204666666667,4.261078,9.836822666666668,5.220109,9.980001,,,17.966234,17.966234,4.330966,6.0119074999999995,2.380699,3.9691946666666666,6.982938833333333,8.792315684210527,17.966234
10,yes,no,4,+wh_no_gap,The newspaper reported,who,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.,0.0,7.739525333333333,12.852704,12.852704,7.61484,9.878204666666667,4.261078,9.836822666666668,5.220109,9.980001,3.916698,8.1269755,11.477659,11.477659,4.237084,5.2833559999999995,2.250482,3.839438,6.227079499999999,8.332047666666666,3.916698
11,no,yes,0,-wh_gap,Her friend found out,that,,,,,,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,,,,,,,,,15.415087,15.415087,6.567442,5.8247444999999995,4.965005,6.2390213333333335,7.630273333333334,7.048021454545454,15.415087
11,no,no,0,-wh_no_gap,Her friend found out,that,,,,,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,,,,,,,2.945984,8.5301495,8.599363,8.599363,6.167391,5.1328215,4.327679,5.936782,6.716956375,6.5755574615384615,2.945984
11,yes,yes,0,+wh_gap,Her friend found out,who,,,,,,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,,,,,,,,,7.658739,7.658739,6.631337,5.595537500000001,4.362942,6.203134333333334,6.243202833333334,6.786885727272727,7.658739
11,yes,no,0,+wh_no_gap,Her friend found out,who,,,,,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,,,,,,,5.499523,8.867562,7.162554,7.162554,6.418191,5.5092110000000005,5.082639,6.707151333333333,7.00469425,7.171852307692307,5.499523
11,no,yes,1,-wh_gap,Her friend found out,that,my friend believed,,,,,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,15.545675,10.564467666666667,,,,,,,16.380941,16.380941,5.525953,5.1811855,4.327941,6.2124983333333335,7.563467833333334,7.772914714285714,16.380941
11,no,no,1,-wh_no_gap,Her friend found out,that,my friend believed,,,,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,15.545675,10.564467666666667,,,,,3.784048,9.2504665,10.072203,10.072203,6.173626,5.0006414999999995,4.040026,6.0656360000000005,7.096415875000001,7.513207874999999,3.784048
11,yes,yes,1,+wh_gap,Her friend found out,who,my friend believed,,,,,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,16.700027,10.358350999999999,,,,,,,13.112279,13.112279,6.448706,5.6920115,4.685312,6.503835,7.3346345,8.019956142857144,13.112279
11,yes,no,1,+wh_no_gap,Her friend found out,who,my friend believed,,,,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,16.700027,10.358350999999999,,,,,4.029392,9.0660205,9.268,9.268,6.49006,5.465119,4.607534,6.848271666666666,7.3593867500000005,7.9466670625,4.029392
11,no,yes,2,-wh_gap,Her friend found out,that,my friend believed,the professor said,,,,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,15.545675,10.564467666666667,3.784048,10.373491333333332,,,,,13.373363,13.373363,6.194488,5.535031999999999,4.372576,6.33232,7.240064499999999,8.117697647058822,13.373363
11,no,no,2,-wh_no_gap,Her friend found out,that,my friend believed,the professor said,,,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,15.545675,10.564467666666667,3.784048,10.373491333333332,,,3.914557,9.2011865,7.784509,7.784509,6.700785,5.288328,4.300254,6.023188333333334,6.854137875,7.862819789473684,3.914557
11,yes,yes,2,+wh_gap,Her friend found out,who,my friend believed,the professor said,,,,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,16.700027,10.358350999999999,4.029392,9.789117666666668,,,,,11.462813,11.462813,6.466758,5.8066865,4.353863,6.370068666666666,7.031065333333333,8.225019058823529,11.462813
11,yes,no,2,+wh_no_gap,Her friend found out,who,my friend believed,the professor said,,,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,16.700027,10.358350999999999,4.029392,9.789117666666668,,,6.136935,9.691287,7.409577,7.409577,6.588739,5.3322275,4.348843,6.062048,6.95534375,8.06745694736842,6.136935
11,no,yes,3,-wh_gap,Her friend found out,that,my friend believed,the professor said,his colleague noticed,,,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,15.545675,10.564467666666667,3.784048,10.373491333333332,7.45132,10.254088333333334,,,15.727436,15.727436,4.93365,5.4389235,5.356406,6.654658,7.761542833333333,8.59459975,15.727436
11,no,no,3,-wh_no_gap,Her friend found out,that,my friend believed,the professor said,his colleague noticed,,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,15.545675,10.564467666666667,3.784048,10.373491333333332,7.45132,10.254088333333334,3.10602,9.4564565,11.537224,11.537224,6.896709,5.2742355000000005,4.561075,6.082510333333333,7.405767375,8.389494409090908,3.10602
11,yes,yes,3,+wh_gap,Her friend found out,who,my friend believed,the professor said,his colleague noticed,,,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,16.700027,10.358350999999999,4.029392,9.789117666666668,10.071459,10.476494333333333,,,15.583974,15.583974,4.984145,5.5538875,5.383849,6.719669,7.8084593333333325,8.795958549999998,15.583974
11,yes,no,3,+wh_no_gap,Her friend found out,who,my friend believed,the professor said,his colleague noticed,,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,16.700027,10.358350999999999,4.029392,9.789117666666668,10.071459,10.476494333333333,3.138299,9.3498235,11.764551,11.764551,6.600129,5.154608,4.597718,6.124334666666667,7.39330225,8.555219681818182,3.138299
11,no,yes,4,-wh_gap,Her friend found out,that,my friend believed,the professor said,his colleague noticed,their students recalled,,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,15.545675,10.564467666666667,3.784048,10.373491333333332,7.45132,10.254088333333334,,,15.727436,15.727436,4.93365,5.4389235,5.356406,6.654658,7.761542833333333,8.59459975,15.727436
11,no,no,4,-wh_no_gap,Her friend found out,that,my friend believed,the professor said,his colleague noticed,their students recalled,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,1.181744,1.181744,15.545675,10.564467666666667,3.784048,10.373491333333332,7.45132,10.254088333333334,3.10602,9.4564565,11.537224,11.537224,6.896709,5.2742355000000005,4.561075,6.082510333333333,7.405767375,8.389494409090908,3.10602
11,yes,yes,4,+wh_gap,Her friend found out,who,my friend believed,the professor said,his colleague noticed,their students recalled,,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,16.700027,10.358350999999999,4.029392,9.789117666666668,10.071459,10.476494333333333,,,15.583974,15.583974,4.984145,5.5538875,5.383849,6.719669,7.8084593333333325,8.795958549999998,15.583974
11,yes,no,4,+wh_no_gap,Her friend found out,who,my friend believed,the professor said,his colleague noticed,their students recalled,the visitor,told,a story,to the guests.,0.0,7.6412130000000005,6.631674,6.631674,16.700027,10.358350999999999,4.029392,9.789117666666668,10.071459,10.476494333333333,3.138299,9.3498235,11.764551,11.764551,6.600129,5.154608,4.597718,6.124334666666667,7.39330225,8.555219681818182,3.138299
12,no,yes,0,-wh_gap,I realized,that,,,,,,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,,,,,,,,,15.868674,15.868674,3.259383,7.2168785,5.679252,4.263448666666666,7.182129500000001,6.069210444444445,15.868674
12,no,no,0,-wh_no_gap,I realized,that,,,,,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,,,,,,,2.072847,10.949962,10.155708,10.155708,4.293156,7.4752885,6.525059,4.519426333333333,7.94605,6.920380583333333,2.072847
12,yes,yes,0,+wh_gap,I realized,who,,,,,,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,,,,,,,,,8.434286,8.434286,4.011258,7.041494,5.309875,4.010818666666666,5.758288333333333,6.01824811111111,8.434286
12,yes,no,0,+wh_no_gap,I realized,who,,,,,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,,,,,,,6.23978,12.737748333333334,9.726138,9.726138,7.491321,9.22514,6.738955,4.965947666666667,9.031945111111112,8.40850075,6.23978
12,no,yes,1,-wh_gap,I realized,that,the painter believed,,,,,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,2.072847,9.096522,,,,,,,17.776991,17.776991,2.848128,4.837975500000001,6.312137,4.288732666666667,6.719856666666668,6.5949019166666645,17.776991
12,no,no,1,-wh_no_gap,I realized,that,the painter believed,,,,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,2.072847,9.096522,,,,,2.938065,10.238313333333334,10.637591,10.637591,3.68142,5.828177500000001,6.714376,4.432471,7.367366555555555,7.0083988,2.938065
12,yes,yes,1,+wh_gap,I realized,who,the painter believed,,,,,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,6.23978,9.811804,,,,,,,13.688331,13.688331,3.977207,5.888354,6.336394,4.301605666666667,6.394976,7.284980916666666,13.688331
12,yes,no,1,+wh_no_gap,I realized,who,the painter believed,,,,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,6.23978,9.811804,,,,,5.022815,11.573417333333333,9.899596,9.899596,7.46297,8.046207500000001,6.671368,4.6011766666666665,8.279532555555557,8.237713866666667,5.022815
12,no,yes,2,-wh_gap,I realized,that,the painter believed,his rival suspected,,,,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,2.072847,9.096522,6.598816,12.087742,,,,,17.75528,17.75528,2.468374,5.704043,6.233237,4.177588,6.949355000000001,7.785269266666666,17.75528
12,no,no,2,-wh_no_gap,I realized,that,the painter believed,his rival suspected,,,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,2.072847,9.096522,6.598816,12.087742,,,3.388716,11.017516666666666,11.431094,11.431094,4.060841,6.0594624999999995,6.050887,4.132915666666666,7.666812888888889,8.004679166666666,3.388716
12,yes,yes,2,+wh_gap,I realized,who,the painter believed,his rival suspected,,,,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,6.23978,9.811804,8.449496,13.114746333333335,,,,,15.174803,15.174803,4.183839,6.17468,6.178756,4.205724333333333,6.690222666666666,8.569032666666665,15.174803
12,yes,no,2,+wh_no_gap,I realized,who,the painter believed,his rival suspected,,,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,6.23978,9.811804,8.449496,13.114746333333335,,,5.84727,11.946835333333333,10.716951,10.716951,5.57665,6.9023875,6.067531,4.136093333333333,8.085612444444443,8.953592555555554,5.84727
12,no,yes,3,-wh_gap,I realized,that,the painter believed,his rival suspected,the man said,,,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,2.072847,9.096522,6.598816,12.087742,3.388716,7.6430180000000005,,,15.21318,15.21318,3.932976,5.5303465,5.597511,4.132959666666667,6.445458666666667,7.59359527777778,15.21318
12,no,no,3,-wh_no_gap,I realized,that,the painter believed,his rival suspected,the man said,,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,2.072847,9.096522,6.598816,12.087742,3.388716,7.6430180000000005,5.288538,12.150325666666667,10.570435,10.570435,4.480397,5.975405,6.100992,4.223619666666667,7.960342333333333,8.07881161904762,5.288538
12,yes,yes,3,+wh_gap,I realized,who,the painter believed,his rival suspected,the man said,,,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,6.23978,9.811804,8.449496,13.114746333333335,5.84727,8.335420666666666,,,14.925035,14.925035,4.023696,5.709411,5.704,4.0560073333333335,6.418646500000001,8.439571944444443,14.925035
12,yes,no,3,+wh_no_gap,I realized,who,the painter believed,his rival suspected,the man said,,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,6.23978,9.811804,8.449496,13.114746333333335,5.84727,8.335420666666666,5.528698,12.167886666666666,10.429175,10.429175,4.555311,6.0718375,6.020798,4.034580333333333,7.908916777777778,8.789555571428572,5.528698
12,no,yes,4,-wh_gap,I realized,that,the painter believed,his rival suspected,the man said,his friend recalls,,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,2.072847,9.096522,6.598816,12.087742,3.388716,7.6430180000000005,,,15.21318,15.21318,3.932976,5.5303465,5.597511,4.132959666666667,6.445458666666667,7.59359527777778,15.21318
12,no,no,4,-wh_no_gap,I realized,that,the painter believed,his rival suspected,the man said,his friend recalls,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,0.826327,0.826327,2.072847,9.096522,6.598816,12.087742,3.388716,7.6430180000000005,5.288538,12.150325666666667,10.570435,10.570435,4.480397,5.975405,6.100992,4.223619666666667,7.960342333333333,8.07881161904762,5.288538
12,yes,yes,4,+wh_gap,I realized,who,the painter believed,his rival suspected,the man said,his friend recalls,,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,6.23978,9.811804,8.449496,13.114746333333335,5.84727,8.335420666666666,,,14.925035,14.925035,4.023696,5.709411,5.704,4.0560073333333335,6.418646500000001,8.439571944444443,14.925035
12,yes,no,4,+wh_no_gap,I realized,who,the painter believed,his rival suspected,the man said,his friend recalls,the suffering artist,saw,a painting,at the museum.,0.0,5.351895,8.910713,8.910713,6.23978,9.811804,8.449496,13.114746333333335,5.84727,8.335420666666666,5.528698,12.167886666666666,10.429175,10.429175,4.555311,6.0718375,6.020798,4.034580333333333,7.908916777777778,8.789555571428572,5.528698
13,no,yes,0,-wh_gap,The novel revealed,that,,,,,,said,something,to his donors.,0.0,9.676626333333333,1.524586,1.524586,,,,,,,,,18.460558,18.460558,13.742394,13.742394,5.253808,9.850651,12.350980999999999,10.256596666666665,18.460558
13,no,no,0,-wh_no_gap,The novel revealed,that,,,,,the young politician,said,something,to his donors.,0.0,9.676626333333333,1.524586,1.524586,,,,,,,1.822094,7.520285,10.050961,10.050961,10.553848,10.553848,2.930087,8.776825333333333,8.6870175,8.337550416666668,1.822094
13,yes,yes,0,+wh_gap,The novel revealed,who,,,,,,said,something,to his donors.,0.0,9.676626333333333,12.761129,12.761129,,,,,,,,,9.423372,9.423372,10.169969,10.169969,4.368761,9.489496,9.612365800000001,9.983648555555554,9.423372
13,yes,no,0,+wh_no_gap,The novel revealed,who,,,,,the young politician,said,something,to his donors.,0.0,9.676626333333333,12.761129,12.761129,,,,,,,6.569498,8.981645,9.235434,9.235434,12.641572,12.641572,3.206112,8.691848,9.362185625,9.724041083333331,6.569498
