sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean
54,no,no,4,-wh_no_gap,They reported,that,the man said,the old woman told him,she knew,he noticed,the boss,could have promoted,the accountant,last quarter.,0.0,5.2062265,1.780984,1.780984,1.89322,6.592964666666667,4.605371,5.6659158000000005,4.404286,5.622662,3.435165,9.3389895,5.083458,7.479841333333333,2.089418,10.412649000000002,15.974133,12.9395505,9.75798911111111,7.244051636363636
54,yes,yes,4,+wh_gap,They reported,who,the man said,the old woman told him,she knew,he noticed,,could have promoted,the accountant,last quarter.,0.0,5.2062265,11.821813,11.821813,7.229744,7.604829333333334,6.105996,5.9048728,5.853952,5.6831075,,,10.237205,9.462525333333334,2.338814,10.5678255,15.476512,12.6977675,10.702680285714285,8.042904750000002
54,yes,no,4,+wh_no_gap,They reported,who,the man said,the old woman told him,she knew,he noticed,the boss,could have promoted,the accountant,last quarter.,0.0,5.2062265,11.821813,11.821813,7.229744,7.604829333333334,6.105996,5.9048728,5.853952,5.6831075,4.061439,9.6427385,5.304705,7.574421666666667,2.145902,10.516961,15.793547,12.773879,9.843380222222223,7.933170681818182
53,no,yes,0,-wh_gap,He reported,that,,,,,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,,,,,,,,,13.908182,15.024082,2.321003,7.265478,6.77868,6.970518,9.057649000000001,7.742337
53,no,no,0,-wh_no_gap,He reported,that,,,,,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,,,,,,,2.223669,8.6562945,6.854769,9.3606825,2.798067,7.9904209999999996,6.364529,6.10028375,7.6415931,6.8554189230769245
53,yes,yes,0,+wh_gap,He reported,who,,,,,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,,,,,,,,,6.780007,10.4828355,2.103828,7.3024890000000005,5.96044,6.577289,7.734975625000001,7.7101761818181815
53,yes,no,0,+wh_no_gap,He reported,who,,,,,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,,,,,,,7.066419,10.192132,5.933352,9.439356,3.960913,8.4727405,5.979943,5.80893575,7.944419999999999,7.8751025384615385
53,no,yes,1,-wh_gap,He reported,that,the sailor believed,,,,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,2.223669,8.987905666666668,,,,,,,8.761598,11.212333999999998,3.321249,7.8039135,6.014004,5.78208375,7.64510375,7.202075857142858
53,no,no,1,-wh_no_gap,He reported,that,the sailor believed,,,,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,2.223669,8.987905666666668,,,,,3.357855,7.5360405,4.27419,7.696426000000001,3.68736,8.3864365,6.297359,5.753296000000001,7.025099,6.869951374999999
53,yes,yes,1,+wh_gap,He reported,who,the sailor believed,,,,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,7.066419,9.819953666666667,,,,,,,6.463186,10.400945499999999,3.253788,7.560872,6.164134,5.710397250000001,7.345653,7.939801285714286
53,yes,no,1,+wh_no_gap,He reported,who,the sailor believed,,,,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,7.066419,9.819953666666667,,,,,5.40043,8.105152,4.324979,8.2344005,3.75833,8.3147575,6.457949,5.61712175,7.1777107,7.7605688125
53,no,yes,2,-wh_gap,He reported,that,the sailor believed,the man believed,,,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,2.223669,8.987905666666668,3.357855,7.088816333333334,,,,,8.060161,11.102388000000001,3.038716,7.3517805,6.399063,6.02356125,7.6253227500000005,7.172780176470589
53,no,no,2,-wh_no_gap,He reported,that,the sailor believed,the man believed,,,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,2.223669,8.987905666666668,3.357855,7.088816333333334,,,3.312987,7.5112179999999995,4.198409,7.953056,3.47184,8.0922695,6.667312,5.9335759999999995,7.084739099999998,6.935898526315789
53,yes,yes,2,+wh_gap,He reported,who,the sailor believed,the man believed,,,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,7.066419,9.819953666666667,5.40043,7.276374666666666,,,,,7.183143,10.991053,3.053391,7.2412765,6.56138,5.9450035,7.530584124999999,7.909752411764706
53,yes,no,2,+wh_no_gap,He reported,who,the sailor believed,the man believed,,,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,7.066419,9.819953666666667,5.40043,7.276374666666666,,,4.539925,7.9504895,4.767039,8.2526545,3.228852,7.823011,6.720051,5.800863250000001,7.1255763000000005,7.6566779473684194
53,no,yes,3,-wh_gap,He reported,that,the sailor believed,the man believed,he knew,,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,2.223669,8.987905666666668,3.357855,7.088816333333334,3.97528,6.2469434999999995,,,10.074279,11.4846735,2.150021,6.815799500000001,6.751506,6.3946872500000005,7.772461874999999,7.137277
53,no,no,3,-wh_no_gap,He reported,that,the sailor believed,the man believed,he knew,,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,2.223669,8.987905666666668,3.357855,7.088816333333334,3.97528,6.2469434999999995,2.464609,7.5196375,7.057534,9.8587515,2.588815,7.466247500000001,7.218419,6.165737999999999,7.435222499999999,7.03718061904762
53,yes,yes,3,+wh_gap,He reported,who,the sailor believed,the man believed,he knew,,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,7.066419,9.819953666666667,5.40043,7.276374666666666,4.828297,6.2969645,,,10.821119,12.006488000000001,2.225425,6.7869909999999996,6.770871,6.1460665,7.771403,7.841382684210527
53,yes,no,3,+wh_no_gap,He reported,who,the sailor believed,the man believed,he knew,,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,7.066419,9.819953666666667,5.40043,7.276374666666666,4.828297,6.2969645,2.337365,7.4091155,7.758612,10.3002445,2.693594,7.466025,7.227,6.0108065,7.439399599999999,7.6766210952380955
53,no,yes,4,-wh_gap,He reported,that,the sailor believed,the man believed,he knew,the man saw,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,2.223669,8.987905666666668,3.357855,7.088816333333334,3.97528,6.2469434999999995,,,10.074279,11.4846735,2.150021,6.815799500000001,6.751506,6.3946872500000005,7.772461874999999,7.137277
53,no,no,4,-wh_no_gap,He reported,that,the sailor believed,the man believed,he knew,the man saw,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,1.868976,1.868976,2.223669,8.987905666666668,3.357855,7.088816333333334,3.97528,6.2469434999999995,2.464609,7.5196375,7.057534,9.8587515,2.588815,7.466247500000001,7.218419,6.165737999999999,7.435222499999999,7.03718061904762
53,yes,yes,4,+wh_gap,He reported,who,the sailor believed,the man believed,he knew,the man saw,,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,7.066419,9.819953666666667,5.40043,7.276374666666666,4.828297,6.2969645,,,10.821119,12.006488000000001,2.225425,6.7869909999999996,6.770871,6.1460665,7.771403,7.841382684210527
53,yes,no,4,+wh_no_gap,He reported,who,the sailor believed,the man believed,he knew,the man saw,the pirate,could abandon,his comrades,on the sinking ship.,0.0,5.4177695,12.096594,12.096594,7.066419,9.819953666666667,5.40043,7.276374666666666,4.828297,6.2969645,2.337365,7.4091155,7.758612,10.3002445,2.693594,7.466025,7.227,6.0108065,7.439399599999999,7.6766210952380955
52,no,yes,0,-wh_gap,They know,that,,,,,,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,,,,,,,,,15.735727,12.652140333333335,5.411602,7.257586,18.854458,12.321373000000001,11.016334142857144,8.877006599999998
52,no,no,0,-wh_no_gap,They know,that,,,,,the lawyer,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,,,,,,,1.87231,8.352759,7.796627,8.739819333333333,4.291928,5.1757055,19.75235,13.260588,8.86639588888889,7.6211075
52,yes,yes,0,+wh_gap,They know,who,,,,,,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,,,,,,,,,8.894014,9.619275333333334,5.374664,7.268993,17.036602,11.250943,9.413956857142859,8.258479
52,yes,no,0,+wh_no_gap,They know,who,,,,,the lawyer,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,,,,,,,4.435805,8.657363499999999,7.751737,8.731011,5.587649,6.3681445,16.668085,11.311352000000001,8.762972555555555,7.962820416666667
52,no,yes,1,-wh_gap,They know,that,the man said,,,,,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,1.87231,6.8587946666666655,,,,,,,12.353628,10.292876333333334,4.098263,6.619247,18.915571,11.9385115,9.713449428571428,7.7097120769230765
52,no,no,1,-wh_no_gap,They know,that,the man said,,,,the lawyer,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,1.87231,6.8587946666666655,,,,,4.453599,9.0340135,7.99064,8.647991666666666,4.297414,5.4775645,18.773317,12.465005,8.877460111111112,7.475283466666666
52,yes,yes,1,+wh_gap,They know,who,the man said,,,,,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,4.435805,7.061673666666667,,,,,,,9.822111,9.999165,4.89475,7.1867090000000005,18.104959,11.536133,9.634739857142858,8.101176307692308
52,yes,no,1,+wh_no_gap,They know,who,the man said,,,,the lawyer,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,4.435805,7.061673666666667,,,,,5.664548,9.3917325,8.088782,8.741123333333332,5.549533,6.514543,16.759413,11.3564055,8.972081333333332,7.908056333333334
52,no,yes,2,-wh_gap,They know,that,the man said,the neighbors thought,,,,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,1.87231,6.8587946666666655,4.453599,9.549992333333334,,,,,12.691453,10.718077333333333,5.203923,7.689794,18.364779,11.290647499999999,10.016445,8.1873251875
52,no,no,2,-wh_no_gap,They know,that,the man said,the neighbors thought,,,the lawyer,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,1.87231,6.8587946666666655,4.453599,9.549992333333334,,,3.326699,8.480451500000001,7.883083,8.659891333333334,5.010289,6.1861505,18.717871,12.203821999999999,8.857835777777778,7.811256111111111
52,yes,yes,2,+wh_gap,They know,who,the man said,the neighbors thought,,,,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,4.435805,7.061673666666667,5.664548,9.784229333333334,,,,,8.279703,9.687591666666666,5.545724,7.926166,17.798595,11.297773,9.644378999999999,8.420965875
52,yes,no,2,+wh_no_gap,They know,who,the man said,the neighbors thought,,,the lawyer,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,4.435805,7.061673666666667,5.664548,9.784229333333334,,,5.780319,9.879252000000001,7.111562,8.338966000000001,6.219501,7.0156455,16.31341,10.9845585,8.975090000000002,8.222256166666666
52,no,yes,3,-wh_gap,They know,that,the man said,the neighbors thought,they knew,,,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,1.87231,6.8587946666666655,4.453599,9.549992333333334,3.037787,4.919791,,,15.645976,12.006382333333335,5.391345,7.7182885,18.037046,11.376322,10.60119542857143,8.051668777777778
52,no,no,3,-wh_no_gap,They know,that,the man said,the neighbors thought,they knew,,the lawyer,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,1.87231,6.8587946666666655,4.453599,9.549992333333334,3.037787,4.919791,3.06879,8.4497635,8.067428,8.676419333333333,5.054907,6.2367025,18.290773,12.171164000000001,8.860501999999999,7.5233094
52,yes,yes,3,+wh_gap,They know,who,the man said,the neighbors thought,they knew,,,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,4.435805,7.061673666666667,5.664548,9.784229333333334,4.806448,5.327363999999999,,,11.602529,10.829760666666667,6.000592,8.024188,17.370089,11.161775,10.123029714285716,8.263374277777778
52,yes,no,3,+wh_no_gap,They know,who,the man said,the neighbors thought,they knew,,the lawyer,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,4.435805,7.061673666666667,5.664548,9.784229333333334,4.806448,5.327363999999999,4.512748,9.1931495,7.506169,8.506496333333333,5.714885,6.4961424999999995,17.203184,11.458715,8.868389222222223,7.8847515999999995
52,no,yes,4,-wh_gap,They know,that,the man said,the neighbors thought,they knew,the woman noticed,,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,1.87231,6.8587946666666655,4.453599,9.549992333333334,3.037787,4.919791,,,15.645976,12.006382333333335,5.391345,7.7182885,18.037046,11.376322,10.60119542857143,8.051668777777778
52,no,no,4,-wh_no_gap,They know,that,the man said,the neighbors thought,they knew,the woman noticed,the lawyer,might have reassured,his client,last night.,0.0,4.743053,2.169621,2.169621,1.87231,6.8587946666666655,4.453599,9.549992333333334,3.037787,4.919791,3.06879,8.4497635,8.067428,8.676419333333333,5.054907,6.2367025,18.290773,12.171164000000001,8.860501999999999,7.5233094
52,yes,yes,4,+wh_gap,They know,who,the man said,the neighbors thought,they knew,the woman noticed,,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,4.435805,7.061673666666667,5.664548,9.784229333333334,4.806448,5.327363999999999,,,11.602529,10.829760666666667,6.000592,8.024188,17.370089,11.161775,10.123029714285716,8.263374277777778
52,yes,no,4,+wh_no_gap,They know,who,the man said,the neighbors thought,they knew,the woman noticed,the lawyer,might have reassured,his client,last night.,0.0,4.743053,7.200986,7.200986,4.435805,7.061673666666667,5.664548,9.784229333333334,4.806448,5.327363999999999,4.512748,9.1931495,7.506169,8.506496333333333,5.714885,6.4961424999999995,17.203184,11.458715,8.868389222222223,7.8847515999999995
51,no,yes,0,-wh_gap,She knows,that,,,,,,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,,,,,,,,,13.206536,14.1463155,3.318292,7.659739,8.097577,6.565250750000001,8.734139,7.61461709090909
51,no,no,0,-wh_no_gap,She knows,that,,,,,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,,,,,,,2.521865,7.998438,6.662037,10.615905,2.477242,7.250237,7.566201,6.041032,7.5893288,6.9062280000000005
51,yes,yes,0,+wh_gap,She knows,who,,,,,,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,,,,,,,,,7.554904,9.847356,2.770821,7.417799,7.697582,6.4408215,7.5366995,7.122439727272728
51,yes,no,0,+wh_no_gap,She knows,who,,,,,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,,,,,,,4.386521,8.467423499999999,6.871757,10.59111,3.631372,7.1296990000000005,6.620277,5.30432625,7.359376999999999,7.049770076923078
51,no,yes,1,-wh_gap,She knows,that,the captain said,,,,,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,2.521865,8.350457666666665,,,,,,,14.103118,13.2183655,2.395866,6.7734695,7.843631,6.0098895,8.0029035,7.354448357142858
51,no,no,1,-wh_no_gap,She knows,that,the captain said,,,,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,2.521865,8.350457666666665,,,,,3.196324,7.1515735000000005,5.713977,9.703882,2.399218,6.610878,7.586306,5.834586,7.0271011,6.82562875
51,yes,yes,1,+wh_gap,She knows,who,the captain said,,,,,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,4.386521,8.779192666666667,,,,,,,9.612699,11.9522635,2.758163,7.09404,7.401581,5.671944750000001,7.59754825,7.512228928571429
51,yes,no,1,+wh_no_gap,She knows,who,the captain said,,,,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,4.386521,8.779192666666667,,,,,5.432386,8.410565,7.030121,10.1095275,2.429569,6.5860875,7.339335,5.56969575,7.2491143000000005,7.305122625000001
51,no,yes,2,-wh_gap,She knows,that,the captain said,the pilot thought,,,,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,2.521865,8.350457666666665,3.196324,7.136068666666667,,,,,11.311627,12.617234499999999,2.224759,7.094236,7.418203,5.49144225,7.6735887499999995,7.160939117647058
51,no,no,2,-wh_no_gap,She knows,that,the captain said,the pilot thought,,,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,2.521865,8.350457666666665,3.196324,7.136068666666667,,,3.232933,7.248099,4.700153,9.834381,2.236521,6.743817,7.440402,5.6218432499999995,7.013996699999998,6.867748526315788
51,yes,yes,2,+wh_gap,She knows,who,the captain said,the pilot thought,,,,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,4.386521,8.779192666666667,5.432386,8.309527666666666,,,,,8.609049,11.8294385,2.152977,7.1426935,7.176261,5.37923575,7.432650875,7.57532994117647
51,yes,no,2,+wh_no_gap,She knows,who,the captain said,the pilot thought,,,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,4.386521,8.779192666666667,5.432386,8.309527666666666,,,4.620652,7.9016705,5.480984,9.874349,2.186499,6.6750525,7.14899,5.425875,7.0605644,7.364476105263157
51,no,yes,3,-wh_gap,She knows,that,the captain said,the pilot thought,he knew,,,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,2.521865,8.350457666666665,3.196324,7.136068666666667,3.849498,5.4114835,,,12.810708,13.2499815,2.389449,7.138332500000001,7.925909,5.55400825,7.874082625000001,7.061204368421052
51,no,no,3,-wh_no_gap,She knows,that,the captain said,the pilot thought,he knew,,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,2.521865,8.350457666666665,3.196324,7.136068666666667,3.849498,5.4114835,2.619789,7.9435044999999995,5.825572,9.929805,2.544332,6.840769,7.649158,5.429629500000001,7.1146675,6.776995095238096
51,yes,yes,3,+wh_gap,She knows,who,the captain said,the pilot thought,he knew,,,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,4.386521,8.779192666666667,5.432386,8.309527666666666,5.289143,5.941625,,,12.650842,13.2553835,2.344834,7.074879500000001,7.827889,5.463241,7.8141862500000006,7.564007473684211
51,yes,no,3,+wh_no_gap,She knows,who,the captain said,the pilot thought,he knew,,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,4.386521,8.779192666666667,5.432386,8.309527666666666,5.289143,5.941625,2.549088,7.8946285,6.547679,10.2312565,2.498263,6.8215905,7.529894,5.3299544999999995,7.121476899999999,7.257972428571428
51,no,yes,4,-wh_gap,She knows,that,the captain said,the pilot thought,he knew,the man saw,,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,2.521865,8.350457666666665,3.196324,7.136068666666667,3.849498,5.4114835,,,12.810708,13.2499815,2.389449,7.138332500000001,7.925909,5.55400825,7.874082625000001,7.061204368421052
51,no,no,4,-wh_no_gap,She knows,that,the captain said,the pilot thought,he knew,the man saw,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,2.279035,2.279035,2.521865,8.350457666666665,3.196324,7.136068666666667,3.849498,5.4114835,2.619789,7.9435044999999995,5.825572,9.929805,2.544332,6.840769,7.649158,5.429629500000001,7.1146675,6.776995095238096
51,yes,yes,4,+wh_gap,She knows,who,the captain said,the pilot thought,he knew,the man saw,,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,4.386521,8.779192666666667,5.432386,8.309527666666666,5.289143,5.941625,,,12.650842,13.2553835,2.344834,7.074879500000001,7.827889,5.463241,7.8141862500000006,7.564007473684211
51,yes,no,4,+wh_no_gap,She knows,who,the captain said,the pilot thought,he knew,the man saw,the soldier,should thank,the cook,in the mess hall.,0.0,5.8043205,6.4446,6.4446,4.386521,8.779192666666667,5.432386,8.309527666666666,5.289143,5.941625,2.549088,7.8946285,6.547679,10.2312565,2.498263,6.8215905,7.529894,5.3299544999999995,7.121476899999999,7.257972428571428
50,no,yes,0,-wh_gap,He knows,that,,,,,,might interrogate,the suspect,in the basement.,0.0,5.76156,2.297416,2.297416,,,,,,,,,14.99877,16.804621,2.75401,6.0017245,5.028066,6.182535333333334,9.165756714285717,7.7980833
50,no,no,0,-wh_no_gap,He knows,that,,,,,the police,might interrogate,the suspect,in the basement.,0.0,5.76156,2.297416,2.297416,,,,,,,2.267236,5.3986415,8.153675,10.6365015,3.298076,4.127273000000001,4.801189,5.584905666666667,6.34217211111111,5.908340416666667
50,yes,yes,0,+wh_gap,He knows,who,,,,,,might interrogate,the suspect,in the basement.,0.0,5.76156,6.622077,6.622077,,,,,,,,,8.989314,12.7272965,2.617077,5.3996125,4.989722,5.8215976666666664,7.674087285714285,7.1863808
50,yes,no,0,+wh_no_gap,He knows,who,,,,,the police,might interrogate,the suspect,in the basement.,0.0,5.76156,6.622077,6.622077,,,,,,,4.020604,6.0749745,7.827134,10.1648205,4.707795,5.4001265,4.892261,5.372407,6.599673777777777,6.461855083333333
50,no,yes,1,-wh_gap,He knows,that,the inspector believed,,,,,might interrogate,the suspect,in the basement.,0.0,5.76156,2.297416,2.297416,2.267236,9.680087333333333,,,,,,,16.199966,16.733855,3.05882,4.894266,4.759135,5.935488333333333,8.723243857142856,7.99411576923077
50,no,no,1,-wh_no_gap,He knows,that,the inspector believed,,,,the police,might interrogate,the suspect,in the basement.,0.0,5.76156,2.297416,2.297416,2.267236,9.680087333333333,,,,,2.910822,5.052365,6.969773,9.9628335,3.009601,3.6832525,4.844136,5.415572,5.960402,6.433627733333335
