sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean
1,no,yes,2,-wh_gap,The assistant knew,that,the security guard said,his manager believed,,the secretary,impressed,,at the meeting.,0.0,11.813024,2.728114,2.728114,1.719252,7.18649325,5.916121,8.375585666666666,,,2.962441,8.501188500000001,16.07902,16.07902,,,7.033169,4.589184
1,no,no,2,-wh_no_gap,The assistant knew,that,the security guard said,his manager believed,,the secretary,impressed,the director,at the meeting.,0.0,11.813024,2.728114,2.728114,1.719252,7.18649325,5.916121,8.375585666666666,,,2.962441,8.501188500000001,16.07902,16.07902,2.847639,4.287395,6.428124,4.939183
1,yes,yes,3,+wh_gap,The assistant knew,who,the security guard said,his manager believed,the junior associate claimed,the secretary,impressed,,at the meeting.,0.0,11.813024,8.132307,8.132307,4.022631,7.464119500000001,7.722405,9.087101666666667,2.897134,11.46661075,4.10011,8.549955,17.434898,17.434898,,,6.837619,4.629352333333333
1,yes,no,3,+wh_no_gap,The assistant knew,who,the security guard said,his manager believed,the junior associate claimed,the secretary,impressed,the director,at the meeting.,0.0,11.813024,8.132307,8.132307,4.022631,7.464119500000001,7.722405,9.087101666666667,2.897134,11.46661075,4.10011,8.549955,17.434898,17.434898,3.321584,4.434549,6.187009,4.904270666666666
1,no,yes,3,-wh_gap,The assistant knew,that,the security guard said,his manager believed,the junior associate claimed,the secretary,impressed,,at the meeting.,0.0,11.813024,2.728114,2.728114,1.719252,7.18649325,5.916121,8.375585666666666,2.962441,11.591919500000001,4.102692,8.5254245,17.33762,17.33762,,,6.916268,4.53432
1,no,no,3,-wh_no_gap,The assistant knew,that,the security guard said,his manager believed,the junior associate claimed,the secretary,impressed,the director,at the meeting.,0.0,11.813024,2.728114,2.728114,1.719252,7.18649325,5.916121,8.375585666666666,2.962441,11.591919500000001,4.102692,8.5254245,17.33762,17.33762,3.203846,4.3501175,6.202091,4.821806
2,yes,yes,0,+wh_gap,The teacher reported,who,,,,the student,hit,,in art class.,0.0,9.610929333333333,11.682447,11.682447,,,,,,,6.521985,6.984543,13.917315,13.917315,,,4.141243,9.113734666666668
2,yes,no,0,+wh_no_gap,The teacher reported,who,,,,the student,hit,her classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,,,,,,,6.521985,6.984543,13.917315,13.917315,6.304439,8.7394365,4.075709,8.827862666666666
2,no,yes,0,-wh_gap,The teacher reported,that,,,,the student,hit,,in art class.,0.0,9.610929333333333,1.091628,1.091628,,,,,,,2.056474,5.3056825,13.472021,13.472021,,,6.91443,9.704658666666667
2,no,no,0,-wh_no_gap,The teacher reported,that,,,,the student,hit,her classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,,,,,,,2.056474,5.3056825,13.472021,13.472021,5.855477,9.620713499999999,4.709927,8.449698
2,yes,yes,1,+wh_gap,The teacher reported,who,the other children claimed,,,the student,hit,,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,,,,,6.385728,8.804197,14.310507,14.310507,,,3.604985,9.111540666666667
2,yes,no,1,+wh_no_gap,The teacher reported,who,the other children claimed,,,the student,hit,her classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,,,,,6.385728,8.804197,14.310507,14.310507,8.444296,10.796171999999999,4.515424,8.966297333333335
2,no,yes,1,-wh_gap,The teacher reported,that,the other children claimed,,,the student,hit,,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,,,,,3.930511,7.8967290000000006,14.186431,14.186431,,,6.207874,9.780124666666667
2,no,no,1,-wh_no_gap,The teacher reported,that,the other children claimed,,,the student,hit,her classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,,,,,3.930511,7.8967290000000006,14.186431,14.186431,5.504672,10.179661,5.132346,8.781178666666667
2,yes,yes,2,+wh_gap,The teacher reported,who,the other children claimed,their friends said,,the student,hit,,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,9.512964,9.901652333333333,,,6.004167,8.237049,14.18456,14.18456,,,4.028893,9.506485333333332
2,yes,no,2,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,,the student,hit,her classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,9.512964,9.901652333333333,,,6.004167,8.237049,14.18456,14.18456,6.95748,10.757256,4.839839,9.319545666666665
2,no,yes,2,-wh_gap,The teacher reported,that,the other children claimed,their friends said,,the student,hit,,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,6.747428,9.516723666666666,,,3.891385,7.6783965,14.025037,14.025037,,,6.274088,10.074543666666665
2,no,no,2,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,,the student,hit,her classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,6.747428,9.516723666666666,,,3.891385,7.6783965,14.025037,14.025037,5.909667,10.8465275,5.074955,9.148983666666666
2,yes,yes,3,+wh_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,the student,hit,,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,9.512964,9.901652333333333,6.004167,10.08280375,7.054381,8.347433,16.521265,16.521265,,,3.684494,9.101118666666666
2,yes,no,3,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,the student,hit,her classmate,in art class.,0.0,9.610929333333333,11.682447,11.682447,6.521985,7.441742,9.512964,9.901652333333333,6.004167,10.08280375,7.054381,8.347433,16.521265,16.521265,7.35246,10.143423,4.563333,8.985589666666668
2,no,yes,3,-wh_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,the student,hit,,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,6.747428,9.516723666666666,3.891385,9.778454250000001,4.645683,7.0968975,15.813246,15.813246,,,6.230715,9.624226
2,no,no,3,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,the student,hit,her classmate,in art class.,0.0,9.610929333333333,1.091628,1.091628,2.056474,6.897701250000001,6.747428,9.516723666666666,3.891385,9.778454250000001,4.645683,7.0968975,15.813246,15.813246,5.084371,9.589118,5.263691,8.976084666666667
3,yes,yes,0,+wh_gap,I know,what,,,,the burglar,stole,,the other night.,0.0,3.139138,4.561374,4.561374,,,,,,,3.557633,9.720476,12.031125,12.031125,,,5.772654,6.953056666666666
3,yes,no,0,+wh_no_gap,I know,what,,,,the burglar,stole,the jewels,the other night.,0.0,3.139138,4.561374,4.561374,,,,,,,3.557633,9.720476,12.031125,12.031125,5.772654,9.723114,9.346796,7.109373333333333
3,no,yes,0,-wh_gap,I know,that,,,,the burglar,stole,,the other night.,0.0,3.139138,2.352433,2.352433,,,,,,,2.35511,9.667734,12.451494,12.451494,,,1.604144,7.231663333333333
3,no,no,0,-wh_no_gap,I know,that,,,,the burglar,stole,the jewels,the other night.,0.0,3.139138,2.352433,2.352433,,,,,,,2.35511,9.667734,12.451494,12.451494,1.604144,6.324998,10.681166,7.492975999999999
3,yes,yes,1,+wh_gap,I know,what,my mother thinks,,,the burglar,stole,,the other night.,0.0,3.139138,4.561374,4.561374,7.158576,6.255904666666666,,,,,6.211039,10.3870875,11.968633,11.968633,,,5.540863,6.089775333333333
3,yes,no,1,+wh_no_gap,I know,what,my mother thinks,,,the burglar,stole,the jewels,the other night.,0.0,3.139138,4.561374,4.561374,7.158576,6.255904666666666,,,,,6.211039,10.3870875,11.968633,11.968633,5.540863,8.875363,9.032211,7.2366833333333345
3,no,yes,1,-wh_gap,I know,that,my mother thinks,,,the burglar,stole,,the other night.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,,,,,3.918189,9.214482,13.167025,13.167025,,,2.240488,6.877463333333334
3,no,no,1,-wh_no_gap,I know,that,my mother thinks,,,the burglar,stole,the jewels,the other night.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,,,,,3.918189,9.214482,13.167025,13.167025,2.240488,6.1970545,9.929359,7.209325666666667
3,yes,yes,2,+wh_gap,I know,what,my mother thinks,the reporter said,,the burglar,stole,,the other night.,0.0,3.139138,4.561374,4.561374,7.158576,6.255904666666666,6.211039,8.762549333333334,,,5.931438,10.017214,10.764978,10.764978,,,4.977118,6.0453703333333335
3,yes,no,2,+wh_no_gap,I know,what,my mother thinks,the reporter said,,the burglar,stole,the jewels,the other night.,0.0,3.139138,4.561374,4.561374,7.158576,6.255904666666666,6.211039,8.762549333333334,,,5.931438,10.017214,10.764978,10.764978,4.977118,8.568284,10.408244,7.190291333333334
3,no,yes,2,-wh_gap,I know,that,my mother thinks,the reporter said,,the burglar,stole,,the other night.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,3.918189,8.957409666666669,,,3.87148,8.751411000000001,10.263838,10.263838,,,2.090306,6.993601666666667
3,no,no,2,-wh_no_gap,I know,that,my mother thinks,the reporter said,,the burglar,stole,the jewels,the other night.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,3.918189,8.957409666666669,,,3.87148,8.751411000000001,10.263838,10.263838,2.090306,6.4030185,10.680703,7.411750666666667
3,yes,yes,3,+wh_gap,I know,what,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,,the other night.,0.0,3.139138,4.561374,4.561374,7.158576,6.255904666666666,6.211039,8.762549333333334,5.931438,12.874835333333332,7.14748,10.1175315,8.61656,8.61656,,,6.547795,6.2788363333333335
3,yes,no,3,+wh_no_gap,I know,what,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,the other night.,0.0,3.139138,4.561374,4.561374,7.158576,6.255904666666666,6.211039,8.762549333333334,5.931438,12.874835333333332,7.14748,10.1175315,8.61656,8.61656,6.547795,8.898492,10.799685,7.398185333333333
3,no,yes,3,-wh_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,,the other night.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,3.918189,8.957409666666669,3.87148,12.877946666666666,3.545239,8.272471,8.483088,8.483088,,,2.010771,7.105062666666666
3,no,no,3,-wh_no_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,the other night.,0.0,3.139138,2.352433,2.352433,6.504962,7.361770333333333,3.918189,8.957409666666669,3.87148,12.877946666666666,3.545239,8.272471,8.483088,8.483088,2.010771,6.059073,10.87178,7.611421333333333
