sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,embedding_4_surprisal,embedding_4_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean,local_surprisal,local_surprisal_mean,main_clause_frequency,main_clause_frequency_mean,complementiser_frequency,complementiser_frequency_mean,embedding_1_frequency,embedding_1_frequency_mean,embedding_2_frequency,embedding_2_frequency_mean,embedding_3_frequency,embedding_3_frequency_mean,embedding_4_frequency,embedding_4_frequency_mean,subject_frequency,subject_frequency_mean,verb_frequency,verb_frequency_mean,object_frequency,object_frequency_mean,continuation_frequency,continuation_frequency_mean,local_frequency,local_frequency_mean
1,yes,yes,2,+wh_gap,I know,what,our mother said,her friend remarked,,,your friend,threw,,into the trash can.,5.770357,5.658020499999999,4.510475,4.510475,12.808654,8.115755000000002,11.796743,11.277706,,,,,11.49959,7.9469895,12.072805,12.072805,,,9.703758,4.8652500000000005,4.8652500000000005,7.589667687499999,9.703758,4.8652500000000005,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,,,,,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,yes,no,2,+wh_no_gap,I know,what,our mother said,her friend remarked,,,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,4.510475,4.510475,12.808654,8.115755000000002,11.796743,11.277706,,,,,11.49959,7.9469895,12.072805,12.072805,3.235889,6.239459,7.185461,3.75655175,4.5841875,7.193267111111112,3.235889,6.239459,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,,,,,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
1,no,yes,3,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,your friend,threw,,into the trash can.,5.770357,5.658020499999999,2.749692,2.749692,8.916299,8.479573333333333,7.331433,10.802526333333333,7.058251,11.32997325,,,11.112687,7.57302,11.493462,11.493462,,,10.922285,5.0745225,5.0745225,8.20847585,10.922285,5.0745225,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,no,no,3,-wh_no_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,2.749692,2.749692,8.916299,8.479573333333333,7.331433,10.802526333333333,7.058251,11.32997325,,,11.112687,7.57302,11.493462,11.493462,3.095572,4.973027,8.142272,3.9303415,4.277903333333334,7.706311227272726,3.095572,4.973027,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
1,yes,yes,3,+wh_gap,I know,what,our mother said,her friend remarked,the park attendant reported,,your friend,threw,,into the trash can.,5.770357,5.658020499999999,4.510475,4.510475,12.808654,8.115755000000002,11.796743,11.277706,6.961515,11.522755,,,10.884739,7.5668775,11.180098,11.180098,,,10.57008,4.93026975,4.93026975,8.306642549999998,10.57008,4.93026975,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,yes,no,3,+wh_no_gap,I know,what,our mother said,her friend remarked,the park attendant reported,,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,4.510475,4.510475,12.808654,8.115755000000002,11.796743,11.277706,6.961515,11.522755,,,10.884739,7.5668775,11.180098,11.180098,3.023074,4.969778,8.078101,3.86116625,4.2307035,7.808908772727272,3.023074,4.969778,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
1,no,yes,4,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,,into the trash can.,5.770357,5.658020499999999,2.749692,2.749692,8.916299,8.479573333333333,7.331433,10.802526333333333,7.058251,11.32997325,3.521477,9.903921,8.690601,6.526671499999999,9.893601,9.893601,,,11.694842,5.00834525,5.00834525,8.257565782608696,11.694842,5.00834525,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,no,no,4,-wh_no_gap,I know,that,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,2.749692,2.749692,8.916299,8.479573333333333,7.331433,10.802526333333333,7.058251,11.32997325,3.521477,9.903921,8.690601,6.526671499999999,9.893601,9.893601,2.538585,4.9019615,8.000233,3.843047,4.1960185,7.802669719999999,2.538585,4.9019615,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
1,yes,yes,4,+wh_gap,I know,what,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,,into the trash can.,5.770357,5.658020499999999,4.510475,4.510475,12.808654,8.115755000000002,11.796743,11.277706,6.961515,11.522755,3.416443,9.604769666666666,8.549864,6.6976945,9.787077,9.787077,,,11.337382,4.89087975,4.89087975,8.332965782608694,11.337382,4.89087975,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,,,0.00129,2.55e-05,0.00129,2.55e-05
1,yes,no,4,+wh_no_gap,I know,what,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,the plastic,into the trash can.,5.770357,5.658020499999999,4.510475,4.510475,12.808654,8.115755000000002,11.796743,11.277706,6.961515,11.522755,3.416443,9.604769666666666,8.549864,6.6976945,9.787077,9.787077,2.49142,4.9249175,7.975731,3.79043275,4.168594333333334,7.8842504,2.49142,4.9249175,0.0123,0.00114,0.0024,0.0024,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.0537,3.23e-05
10,no,yes,0,-wh_gap,The newspaper reported,that,,,,,the boss,sold,,to his friend.,4.729313,7.195905333333333,0.76549,0.76549,,,,,,,,,2.480994,6.8817875,14.352079,14.352079,,,7.092157,6.487929666666666,6.487929666666666,6.9932649,7.092157,6.487929666666666,0.0537,2.85e-05,0.0102,0.0102,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,0,-wh_no_gap,The newspaper reported,that,,,,,the boss,sold,a car,to his friend.,4.729313,7.195905333333333,0.76549,0.76549,,,,,,,,,2.480994,6.881797499999999,14.352068,14.352068,3.998891,5.404546,2.161944,4.238344666666666,4.7048252,6.166082916666666,3.998891,5.404546,0.0537,2.85e-05,0.0102,0.0102,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,0,+wh_gap,The newspaper reported,what,,,,,the boss,sold,,to his friend.,4.729313,7.195905333333333,10.905774,10.905774,,,,,,,,,3.544712,7.2012785,16.069564,16.069564,,,1.781652,4.265736333333333,4.265736333333333,7.576282000000001,1.781652,4.265736333333333,0.0537,2.85e-05,0.0024,0.0024,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,0,+wh_no_gap,The newspaper reported,what,,,,,the boss,sold,a car,to his friend.,4.729313,7.195905333333333,10.905774,10.905774,,,,,,,,,3.544712,7.201272,16.069547,16.069547,7.680442,7.539213,1.168419,4.442189,5.680998600000001,7.614214499999999,7.680442,7.539213,0.0537,2.85e-05,0.0024,0.0024,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,no,yes,1,-wh_gap,The newspaper reported,that,the investigator thought,,,,the boss,sold,,to his friend.,4.729286,7.195894666666667,0.765484,0.765484,2.480973,8.914225666666667,,,,,,,2.353279,7.539905500000001,13.933994,13.933994,,,7.989907,6.307793999999999,6.307793999999999,7.464079384615384,7.989907,6.307793999999999,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,1,-wh_no_gap,The newspaper reported,that,the investigator thought,,,,the boss,sold,a car,to his friend.,4.729281,7.195885333333334,0.765479,0.765479,2.480964,8.914227666666667,,,,,,,2.353284,7.539906,13.933986,13.933986,4.488002,5.0748055,1.868136,3.995524,4.4272366,6.683053266666667,4.488002,5.0748055,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,1,+wh_gap,The newspaper reported,what,the investigator thought,,,,the boss,sold,,to his friend.,4.729286,7.195894666666667,10.905768,10.905768,3.544714,7.872633666666666,,,,,,,6.641341,9.4956015,15.222195,15.222195,,,1.949966,3.9960166666666654,3.9960166666666654,7.8702154615384625,1.949966,3.9960166666666654,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,1,+wh_no_gap,The newspaper reported,what,the investigator thought,,,,the boss,sold,a car,to his friend.,4.729281,7.195885333333334,10.905762,10.905762,3.544728,7.872641666666666,,,,,,,6.641352,9.4956045,15.222208,15.222208,6.911505,6.3076425,1.525848,4.230218333333333,5.061188,7.708713333333333,6.911505,6.3076425,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,no,yes,2,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,the boss,sold,,to his friend.,4.729281,7.195885333333334,0.765479,0.765479,2.480964,8.914227666666667,2.353284,7.578341333333333,,,,,2.532215,7.423664499999999,12.370012,12.370012,,,8.087382,6.243250333333333,6.243250333333333,7.361120874999999,8.087382,6.243250333333333,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,2,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.,4.729281,7.195885333333334,0.765479,0.765479,2.480964,8.914227666666667,2.353284,7.578341333333333,,,,,2.532215,7.423664499999999,12.370012,12.370012,4.923584,5.0283215000000006,1.777468,3.880546333333333,4.339656400000001,6.708136944444444,4.923584,5.0283215000000006,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,2,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,,,the boss,sold,,to his friend.,4.729281,7.195885333333334,10.905762,10.905762,3.544728,7.872641666666666,6.641352,8.549839,,,,,6.31932,9.170682,13.620328,13.620328,,,3.64135,4.568814333333333,4.568814333333333,7.9643121875,3.64135,4.568814333333333,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,2,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.,4.729281,7.195885333333334,10.905762,10.905762,3.544728,7.872641666666666,6.641352,8.549839,,,,,6.31932,9.170682,13.620328,13.620328,4.852802,5.0107525,1.704138,4.038325,4.427296,7.547723999999999,4.852802,5.0107525,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,no,yes,3,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,the boss,sold,,to his friend.,4.729281,7.195885333333334,0.765479,0.765479,2.480964,8.914227666666667,2.353284,7.578341333333333,2.532215,7.943825,,,3.196729,7.13227,10.227065,10.227065,,,7.795888,6.107921666666666,6.107921666666666,7.288299315789474,7.795888,6.107921666666666,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,3,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.,4.729281,7.195885333333334,0.765479,0.765479,2.480964,8.914227666666667,2.353284,7.578341333333333,2.532215,7.943825,,,3.196729,7.13227,10.227065,10.227065,4.989318,5.2281035,1.831235,3.8832696666666666,4.421203199999999,6.774282761904762,4.989318,5.2281035,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,3,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,,the boss,sold,,to his friend.,4.729281,7.195885333333334,10.905762,10.905762,3.544728,7.872641666666666,6.641352,8.549839,6.31932,7.978361,,,6.890768,8.716062,11.253548,11.253548,,,3.988232,4.7342553333333335,4.7342553333333335,7.820230578947369,3.988232,4.7342553333333335,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,3,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.,4.729281,7.195885333333334,10.905762,10.905762,3.544728,7.872641666666666,6.641352,8.549839,6.31932,7.978361,,,6.890768,8.716062,11.253548,11.253548,4.93642,5.2989195,1.822765,4.011947666666667,4.5267364,7.476918904761905,4.93642,5.2989195,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,no,yes,4,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,,to his friend.,4.729281,7.195885333333334,0.765479,0.765479,2.480964,8.914227666666667,2.353284,7.578341333333333,2.532215,7.943825,4.888741,8.797514,2.573761,6.628626000000001,8.934228,8.934228,,,8.5561,5.971246666666667,5.971246666666667,7.370912681818182,8.5561,5.971246666666667,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,no,no,4,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.,4.729281,7.195885333333334,0.765479,0.765479,2.480964,8.914227666666667,2.353284,7.578341333333333,2.532215,7.943825,4.888741,8.797514,2.573761,6.628626000000001,8.934228,8.934228,4.927404,5.0136705,1.670623,3.408355333333333,4.0504814,6.854114416666666,4.927404,5.0136705,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
10,yes,yes,4,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,,to his friend.,4.729281,7.195885333333334,10.905762,10.905762,3.544728,7.872641666666666,6.641352,8.549839,6.31932,7.978361,8.822598,9.715552666666667,3.175542,6.8211685,9.399273,9.399273,,,7.546249,5.625182333333334,5.625182333333334,7.943625363636364,7.546249,5.625182333333334,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,,,0.0269,0.000217,0.0269,0.000217
10,yes,no,4,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.,4.729281,7.195885333333334,10.905762,10.905762,3.544728,7.872641666666666,6.641352,8.549839,6.31932,7.978361,8.822598,9.715552666666667,3.175542,6.8211685,9.399273,9.399273,4.78626,5.0850805,1.770167,3.463782,4.1123014,7.43523825,4.78626,5.0850805,0.0537,2.85e-05,0.0024,0.0024,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0229,0.000278
11,no,yes,0,-wh_gap,Her friend found out,that,,,,,the visitor,told,,to the guests.,10.989427,8.25326225,2.556999,2.556999,,,,,,,,,3.426802,8.669191999999999,9.992524,9.992524,,,9.861511,8.305409333333335,8.305409333333335,7.983380363636363,9.861511,8.305409333333335,0.002,0.000137,0.0102,0.0102,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
11,no,no,0,-wh_no_gap,Her friend found out,that,,,,,the visitor,told,a story,to the guests.,10.989438,8.253269,2.557029,2.557029,,,,,,,,,3.426827,8.6692395,9.992678,9.992678,7.216731,4.737001,5.094617,6.21631,5.6245864,7.001861076923077,7.216731,4.737001,0.002,0.000137,0.0102,0.0102,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0229,0.000278
11,yes,yes,0,+wh_gap,Her friend found out,what,,,,,the visitor,told,,to the guests.,10.989427,8.25326225,5.72826,5.72826,,,,,,,,,4.579024,8.850632000000001,7.891304,7.891304,,,10.604939,8.147574333333333,8.147574333333333,8.0706,10.604939,8.147574333333333,0.002,0.000137,0.0024,0.0024,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
11,yes,no,0,+wh_no_gap,Her friend found out,what,,,,,the visitor,told,a story,to the guests.,10.989438,8.253269,5.728224,5.728224,,,,,,,,,4.578995,8.850628,7.891297,7.891297,10.208025,8.1562005,4.64859,6.441411,7.1273268000000005,7.690037461538461,10.208025,8.1562005,0.002,0.000137,0.0024,0.0024,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0229,0.000278
11,no,yes,1,-wh_gap,Her friend found out,that,my friend believed,,,,the visitor,told,,to the guests.,10.989433,8.25327,2.557032,2.557032,6.78523,7.769661666666667,,,,,,,4.20632,10.2941225,9.698869,9.698869,,,9.692295,8.428798333333333,8.428798333333333,8.175186142857143,9.692295,8.428798333333333,0.002,0.000137,0.0102,0.0102,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
11,no,no,1,-wh_no_gap,Her friend found out,that,my friend believed,,,,the visitor,told,a story,to the guests.,10.989433,8.25327,2.557032,2.557032,6.78523,7.769661666666667,,,,,,,4.20632,10.2941225,9.698869,9.698869,6.292993,3.985093,5.422627,6.2971900000000005,5.3723512,7.2517479375,6.292993,3.985093,0.002,0.000137,0.0102,0.0102,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0229,0.000278
11,yes,yes,1,+wh_gap,Her friend found out,what,my friend believed,,,,the visitor,told,,to the guests.,10.989433,8.25327,5.728216,5.728216,8.078455,7.869036666666666,,,,,,,7.310432,11.245673,7.915861,7.915861,,,9.097926,7.522322,7.522322,8.237327071428572,9.097926,7.522322,0.002,0.000137,0.0024,0.0024,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,,,0.0269,2.63e-05,0.0269,2.63e-05
11,yes,no,1,+wh_no_gap,Her friend found out,what,my friend believed,,,,the visitor,told,a story,to the guests.,10.989433,8.25327,5.728216,5.728216,8.078455,7.869036666666666,,,,,,,7.310432,11.245673,7.915861,7.915861,10.602293,7.842714,4.267078,6.149116666666667,6.826555600000001,7.9305244375,10.602293,7.842714,0.002,0.000137,0.0024,0.0024,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0229,0.000278
