sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,embedding_4_surprisal,embedding_4_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean,local_surprisal,local_surprisal_mean,main_clause_frequency,main_clause_frequency_mean,complementiser_frequency,complementiser_frequency_mean,embedding_1_frequency,embedding_1_frequency_mean,embedding_2_frequency,embedding_2_frequency_mean,embedding_3_frequency,embedding_3_frequency_mean,embedding_4_frequency,embedding_4_frequency_mean,subject_frequency,subject_frequency_mean,verb_frequency,verb_frequency_mean,object_frequency,object_frequency_mean,continuation_frequency,continuation_frequency_mean,local_frequency,local_frequency_mean
1,no,yes,3,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,,threw,the plastic,into the trash can.,8.92268,7.641035,3.01867,3.01867,9.03142,9.68994,8.58876,11.263733333333334,9.18833,12.9302325,,,,,16.0222,16.0222,3.69269,9.046945,10.8086,8.2801,9.605212857142858,10.005959,16.0222,16.0222,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,,,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,2.88e-05,2.88e-05
1,no,no,3,-wh_no_gap,I know,that,our mother said,her friend remarked,the park attendant reported,,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,3.01867,3.01867,9.03142,9.68994,8.58876,11.263733333333334,9.18833,12.9302325,,,14.7672,11.89,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,10.05511,10.153576363636365,14.7672,11.89,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.00339,0.000219
1,yes,yes,3,+wh_gap,I know,who,our mother said,her friend remarked,the park attendant reported,,,threw,the plastic,into the trash can.,8.92268,7.641035,6.55265,6.55265,15.3251,11.741703333333334,8.58876,11.263733333333334,9.18833,12.9302325,,,,,16.0222,16.0222,3.69269,9.046945,10.8086,8.2801,9.605212857142858,10.4904225,16.0222,16.0222,0.0123,0.00114,0.00219,0.00219,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,,,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,2.88e-05,2.88e-05
1,yes,no,3,+wh_no_gap,I know,who,our mother said,her friend remarked,the park attendant reported,,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,6.55265,6.55265,15.3251,11.741703333333334,8.58876,11.263733333333334,9.18833,12.9302325,,,14.7672,11.89,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,10.05511,10.593997727272727,14.7672,11.89,0.0123,0.00114,0.00219,0.00219,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,,,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.00339,0.000219
1,no,yes,4,-wh_gap,I know,that,our mother said,her friend remarked,the park attendant reported,the cop thinks,,threw,the plastic,into the trash can.,8.92268,7.641035,3.01867,3.01867,9.03142,9.68994,8.58876,11.263733333333334,9.18833,12.9302325,4.76018,12.660626666666667,,,15.9217,15.9217,3.69269,9.046945,10.8086,8.2801,9.590855714285714,10.34785043478261,15.9217,15.9217,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,,,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,2.88e-05,2.88e-05
1,no,no,4,-wh_no_gap,I know,that,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,3.01867,3.01867,9.03142,9.68994,8.58876,11.263733333333334,9.18833,12.9302325,4.76018,12.660626666666667,14.6667,11.83975,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,10.043943333333337,10.4504024,14.6667,11.83975,0.0123,0.00114,0.0102,0.0102,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.00339,0.000219
1,yes,yes,4,+wh_gap,I know,who,our mother said,her friend remarked,the park attendant reported,the cop thinks,,threw,the plastic,into the trash can.,8.92268,7.641035,6.55265,6.55265,15.3251,11.741703333333334,8.58876,11.263733333333334,9.18833,12.9302325,4.76018,12.660626666666667,,,15.9217,15.9217,3.69269,9.046945,10.8086,8.2801,9.590855714285714,10.76912304347826,15.9217,15.9217,0.0123,0.00114,0.00219,0.00219,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,,,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,2.88e-05,2.88e-05
1,yes,no,4,+wh_no_gap,I know,who,our mother said,her friend remarked,the park attendant reported,the cop thinks,your friend,threw,the plastic,into the trash can.,8.92268,7.641035,6.55265,6.55265,15.3251,11.741703333333334,8.58876,11.263733333333334,9.18833,12.9302325,4.76018,12.660626666666667,14.6667,11.83975,15.5017,15.5017,3.69269,9.046945,10.8086,8.2801,10.043943333333337,10.8379732,14.6667,11.83975,0.0123,0.00114,0.00219,0.00219,0.00138,0.000134,0.002,3.82e-06,0.0537,3.73e-06,0.0537,1.69e-05,0.00339,0.000219,2.88e-05,2.88e-05,0.0537,3.23e-05,0.00129,2.55e-05,0.00339,0.000219
10,no,yes,0,-wh_gap,The newspaper reported,that,,,,,,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,,,,,,,,,,,13.2247,13.2247,5.98334,8.62697,5.66207,7.056056666666667,8.607801666666667,7.304535999999999,13.2247,13.2247,0.0537,2.85e-05,0.0102,0.0102,,,,,,,,,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,no,no,0,-wh_no_gap,The newspaper reported,that,,,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,,,,,,,,,3.00454,9.13112,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.79155375,7.644248333333333,3.00454,9.13112,0.0537,2.85e-05,0.0102,0.0102,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,yes,yes,0,+wh_gap,The newspaper reported,who,,,,,,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,,,,,,,,,,,9.90615,9.90615,5.64904,8.45982,5.66207,7.056056666666667,7.998993333333334,8.079806999999999,9.90615,9.90615,0.0537,2.85e-05,0.00219,0.00219,,,,,,,,,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,yes,no,0,+wh_no_gap,The newspaper reported,who,,,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,,,,,,,,,8.96323,11.603865,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,9.40974,9.006835833333332,8.96323,11.603865,0.0537,2.85e-05,0.00219,0.00219,,,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,no,yes,1,-wh_gap,The newspaper reported,that,the investigator thought,,,,,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,,,,,,,,,14.2424,14.2424,5.96652,8.61856,5.66207,7.056056666666667,8.774615,8.236090769230769,14.2424,14.2424,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,,,,,,,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,no,no,1,-wh_no_gap,The newspaper reported,that,the investigator thought,,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,,,,,,,4.36895,9.324575,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.8399175,8.342722,4.36895,9.324575,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,yes,yes,1,+wh_gap,The newspaper reported,who,the investigator thought,,,,,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,8.96323,12.802876666666668,,,,,,,,,14.2424,14.2424,5.96652,8.61856,5.66207,7.056056666666667,8.774615,9.527725384615383,14.2424,14.2424,0.0537,2.85e-05,0.00219,0.00219,0.0537,6.64e-06,,,,,,,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,yes,no,1,+wh_no_gap,The newspaper reported,who,the investigator thought,,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,8.96323,12.802876666666668,,,,,,,4.36895,9.324575,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.8399175,9.46213866666667,4.36895,9.324575,0.0537,2.85e-05,0.00219,0.00219,0.0537,6.64e-06,,,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,no,yes,2,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,,,,,,,14.4925,14.4925,5.96652,8.61856,5.66207,7.056056666666667,8.816298333333334,8.863264375,14.4925,14.4925,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,,,,,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,no,no,2,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,,,,,3.87627,9.001685,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.759195,8.832666666666666,3.87627,9.001685,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,yes,yes,2,+wh_gap,The newspaper reported,who,the investigator thought,the businessman believed,,,,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,8.96323,12.802876666666668,4.36895,11.49765,,,,,,,14.4925,14.4925,5.96652,8.61856,5.66207,7.056056666666667,8.816298333333334,9.9127175,14.4925,14.4925,0.0537,2.85e-05,0.00219,0.00219,0.0537,6.64e-06,0.0537,7.69e-06,,,,,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,yes,no,2,+wh_no_gap,The newspaper reported,who,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,8.96323,12.802876666666668,4.36895,11.49765,,,,,3.87627,9.001685,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.759195,9.765513888888888,3.87627,9.001685,0.0537,2.85e-05,0.00219,0.00219,0.0537,6.64e-06,0.0537,7.69e-06,,,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,no,yes,3,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,3.87627,10.44619,,,,,14.5493,14.5493,5.96652,8.61856,5.66207,7.056056666666667,8.825765,9.11618947368421,14.5493,14.5493,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,no,no,3,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,3.87627,10.44619,,,4.51729,9.472245,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.876835,9.10798523809524,4.51729,9.472245,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,yes,yes,3,+wh_gap,The newspaper reported,who,the investigator thought,the businessman believed,the banker said,,,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,8.96323,12.802876666666668,4.36895,11.49765,3.87627,10.44619,,,,,14.5493,14.5493,5.96652,8.61856,5.66207,7.056056666666667,8.825765,9.999939473684211,14.5493,14.5493,0.0537,2.85e-05,0.00219,0.00219,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,yes,no,3,+wh_no_gap,The newspaper reported,who,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,8.96323,12.802876666666668,4.36895,11.49765,3.87627,10.44619,,,4.51729,9.472245,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.876835,9.907568571428572,4.51729,9.472245,0.0537,2.85e-05,0.00219,0.00219,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,,,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,no,yes,4,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,3.87627,10.44619,6.83762,10.31731,,,14.2412,14.2412,5.96652,8.61856,5.66207,7.056056666666667,8.774415,9.265974090909092,14.2412,14.2412,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,no,no,4,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,1.24124,1.24124,3.00454,11.007646666666666,4.36895,11.49765,3.87627,10.44619,6.83762,10.31731,3.8767,8.9521,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.74679875,9.215805416666669,3.8767,8.9521,0.0537,2.85e-05,0.0102,0.0102,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
10,yes,yes,4,+wh_gap,The newspaper reported,who,the investigator thought,the businessman believed,the banker said,his friend believes,,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,8.96323,12.802876666666668,4.36895,11.49765,3.87627,10.44619,6.83762,10.31731,,,14.2412,14.2412,5.96652,8.61856,5.66207,7.056056666666667,8.774415,10.029212727272729,14.2412,14.2412,0.0537,2.85e-05,0.00219,0.00219,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,,,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,9.33e-05,9.33e-05
10,yes,no,4,+wh_no_gap,The newspaper reported,who,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.,2.46696,6.719103333333334,12.6468,12.6468,8.96323,12.802876666666668,4.36895,11.49765,3.87627,10.44619,6.83762,10.31731,3.8767,8.9521,13.6649,13.6649,5.96652,8.61856,5.66207,7.056056666666667,8.74679875,9.915440833333331,3.8767,8.9521,0.0537,2.85e-05,0.00219,0.00219,0.0537,6.64e-06,0.0537,7.69e-06,0.0537,5.99e-06,0.00324,2.4e-05,0.0537,5.75e-05,9.33e-05,9.33e-05,0.0229,0.000278,0.0269,0.000217,0.0537,5.75e-05
11,no,yes,0,-wh_gap,Her friend found out,that,,,,,,told,a story,to the guests.,8.64749,9.3440575,2.20105,2.20105,,,,,,,,,,,14.9727,14.9727,5.38206,4.37249,4.92081,7.884273333333333,7.895083333333333,7.9043436363636355,14.9727,14.9727,0.002,0.000137,0.0102,0.0102,,,,,,,,,,,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.000347,0.000347
11,no,no,0,-wh_no_gap,Her friend found out,that,,,,,the visitor,told,a story,to the guests.,8.64749,9.3440575,2.20105,2.20105,,,,,,,,,2.81468,8.64849,13.7353,13.7353,5.18358,4.27325,4.92081,7.884273333333333,7.903950000000001,7.908375384615384,2.81468,8.64849,0.002,0.000137,0.0102,0.0102,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0537,1.02e-05
11,yes,yes,0,+wh_gap,Her friend found out,who,,,,,,told,a story,to the guests.,8.64749,9.3440575,6.7726,6.7726,,,,,,,,,,,9.83049,9.83049,5.66259,4.512755,4.92081,7.884273333333333,7.084803333333333,7.877968181818181,9.83049,9.83049,0.002,0.000137,0.00219,0.00219,,,,,,,,,,,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.000347,0.000347
11,yes,no,0,+wh_no_gap,Her friend found out,who,,,,,the visitor,told,a story,to the guests.,8.64749,9.3440575,6.7726,6.7726,,,,,,,,,4.57689,9.303845,13.7353,13.7353,5.18358,4.27325,4.92081,7.884273333333333,8.06778875,8.360856923076923,4.57689,9.303845,0.002,0.000137,0.00219,0.00219,,,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0537,1.02e-05
11,no,yes,1,-wh_gap,Her friend found out,that,my friend believed,,,,,told,a story,to the guests.,8.64749,9.3440575,2.20105,2.20105,11.9773,11.425206666666668,,,,,,,,,14.4578,14.4578,5.18358,4.27325,4.92081,7.884273333333333,7.776186666666667,8.607858571428572,14.4578,14.4578,0.002,0.000137,0.0102,0.0102,0.00372,4.48e-05,,,,,,,,,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.000347,0.000347
11,no,no,1,-wh_no_gap,Her friend found out,that,my friend believed,,,,the visitor,told,a story,to the guests.,8.64749,9.3440575,2.20105,2.20105,11.9773,11.425206666666668,,,,,,,3.87627,8.894784999999999,13.7353,13.7353,5.18358,4.27325,4.92081,7.884273333333333,7.96552375,8.598568125,3.87627,8.894784999999999,0.002,0.000137,0.0102,0.0102,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0537,1.02e-05
11,yes,yes,1,+wh_gap,Her friend found out,who,my friend believed,,,,,told,a story,to the guests.,8.64749,9.3440575,6.7726,6.7726,14.9088,12.343186666666668,,,,,,,,,14.4578,14.4578,5.18358,4.27325,4.92081,7.884273333333333,7.776186666666667,9.131107857142858,14.4578,14.4578,0.002,0.000137,0.00219,0.00219,0.00372,4.48e-05,,,,,,,,,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.000347,0.000347
11,yes,no,1,+wh_no_gap,Her friend found out,who,my friend believed,,,,the visitor,told,a story,to the guests.,8.64749,9.3440575,6.7726,6.7726,14.9088,12.343186666666668,,,,,,,3.87627,8.894784999999999,13.7353,13.7353,5.18358,4.27325,4.92081,7.884273333333333,7.96552375,9.05641125,3.87627,8.894784999999999,0.002,0.000137,0.00219,0.00219,0.00372,4.48e-05,,,,,,,0.0537,1.02e-05,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.0537,1.02e-05
11,no,yes,2,-wh_gap,Her friend found out,that,my friend believed,the professor said,,,,told,a story,to the guests.,8.64749,9.3440575,2.20105,2.20105,11.9773,11.425206666666668,3.87627,10.376256666666666,,,,,,,14.5147,14.5147,5.18358,4.27325,4.92081,7.884273333333333,7.78567,8.923275882352941,14.5147,14.5147,0.002,0.000137,0.0102,0.0102,0.00372,4.48e-05,0.0537,7.36e-05,,,,,,,0.000347,0.000347,0.0229,0.000278,0.0269,2.63e-05,0.000347,0.000347
