sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation
12,yes,no,2,+wh_no_gap,I realized,who,the painter believed,his rival suspected,,,the suffering artist,saw,a painting,at the museum.
12,no,yes,3,-wh_gap,I realized,that,the painter believed,his rival suspected,the man said,,,saw,a painting,at the museum.
12,no,no,3,-wh_no_gap,I realized,that,the painter believed,his rival suspected,the man said,,the suffering artist,saw,a painting,at the museum.
12,yes,yes,3,+wh_gap,I realized,who,the painter believed,his rival suspected,the man said,,,saw,a painting,at the museum.
12,yes,no,3,+wh_no_gap,I realized,who,the painter believed,his rival suspected,the man said,,the suffering artist,saw,a painting,at the museum.
12,no,yes,4,-wh_gap,I realized,that,the painter believed,his rival suspected,the man said,his friend recalls,,saw,a painting,at the museum.
12,no,no,4,-wh_no_gap,I realized,that,the painter believed,his rival suspected,the man said,his friend recalls,the suffering artist,saw,a painting,at the museum.
12,yes,yes,4,+wh_gap,I realized,who,the painter believed,his rival suspected,the man said,his friend recalls,,saw,a painting,at the museum.
12,yes,no,4,+wh_no_gap,I realized,who,the painter believed,his rival suspected,the man said,his friend recalls,the suffering artist,saw,a painting,at the museum.
13,no,yes,0,-wh_gap,The novel revealed,that,,,,,,said,something,to his donors.
13,no,no,0,-wh_no_gap,The novel revealed,that,,,,,the young politician,said,something,to his donors.
13,yes,yes,0,+wh_gap,The novel revealed,who,,,,,,said,something,to his donors.
13,yes,no,0,+wh_no_gap,The novel revealed,who,,,,,the young politician,said,something,to his donors.
13,no,yes,1,-wh_gap,The novel revealed,that,our friend thought,,,,,said,something,to his donors.
13,no,no,1,-wh_no_gap,The novel revealed,that,our friend thought,,,,the young politician,said,something,to his donors.
13,yes,yes,1,+wh_gap,The novel revealed,who,our friend thought,,,,,said,something,to his donors.
13,yes,no,1,+wh_no_gap,The novel revealed,who,our friend thought,,,,the young politician,said,something,to his donors.
13,no,yes,2,-wh_gap,The novel revealed,that,our friend thought,the reporter knows,,,,said,something,to his donors.
13,no,no,2,-wh_no_gap,The novel revealed,that,our friend thought,the reporter knows,,,the young politician,said,something,to his donors.
13,yes,yes,2,+wh_gap,The novel revealed,who,our friend thought,the reporter knows,,,,said,something,to his donors.
13,yes,no,2,+wh_no_gap,The novel revealed,who,our friend thought,the reporter knows,,,the young politician,said,something,to his donors.
13,no,yes,3,-wh_gap,The novel revealed,that,our friend thought,the reporter knows,her contact said,,,said,something,to his donors.
13,no,no,3,-wh_no_gap,The novel revealed,that,our friend thought,the reporter knows,her contact said,,the young politician,said,something,to his donors.
13,yes,yes,3,+wh_gap,The novel revealed,who,our friend thought,the reporter knows,her contact said,,,said,something,to his donors.
13,yes,no,3,+wh_no_gap,The novel revealed,who,our friend thought,the reporter knows,her contact said,,the young politician,said,something,to his donors.
13,no,yes,4,-wh_gap,The novel revealed,that,our friend thought,the reporter knows,her contact said,his friend saw,,said,something,to his donors.
13,no,no,4,-wh_no_gap,The novel revealed,that,our friend thought,the reporter knows,her contact said,his friend saw,the young politician,said,something,to his donors.
13,yes,yes,4,+wh_gap,The novel revealed,who,our friend thought,the reporter knows,her contact said,his friend saw,,said,something,to his donors.
13,yes,no,4,+wh_no_gap,The novel revealed,who,our friend thought,the reporter knows,her contact said,his friend saw,the young politician,said,something,to his donors.
14,no,yes,0,-wh_gap,We all know,that,,,,,,assembled,the bed,for his parents.
14,no,no,0,-wh_no_gap,We all know,that,,,,,the young professional,assembled,the bed,for his parents.
14,yes,yes,0,+wh_gap,We all know,who,,,,,,assembled,the bed,for his parents.
14,yes,no,0,+wh_no_gap,We all know,who,,,,,the young professional,assembled,the bed,for his parents.
14,no,yes,1,-wh_gap,We all know,that,my neighbor said,,,,,assembled,the bed,for his parents.
14,no,no,1,-wh_no_gap,We all know,that,my neighbor said,,,,the young professional,assembled,the bed,for his parents.
14,yes,yes,1,+wh_gap,We all know,who,my neighbor said,,,,,assembled,the bed,for his parents.
14,yes,no,1,+wh_no_gap,We all know,who,my neighbor said,,,,the young professional,assembled,the bed,for his parents.
14,no,yes,2,-wh_gap,We all know,that,my neighbor said,her associate knew,,,,assembled,the bed,for his parents.
14,no,no,2,-wh_no_gap,We all know,that,my neighbor said,her associate knew,,,the young professional,assembled,the bed,for his parents.
14,yes,yes,2,+wh_gap,We all know,who,my neighbor said,her associate knew,,,,assembled,the bed,for his parents.
14,yes,no,2,+wh_no_gap,We all know,who,my neighbor said,her associate knew,,,the young professional,assembled,the bed,for his parents.
14,no,yes,3,-wh_gap,We all know,that,my neighbor said,her associate knew,a friend thinks,,,assembled,the bed,for his parents.
14,no,no,3,-wh_no_gap,We all know,that,my neighbor said,her associate knew,a friend thinks,,the young professional,assembled,the bed,for his parents.
14,yes,yes,3,+wh_gap,We all know,who,my neighbor said,her associate knew,a friend thinks,,,assembled,the bed,for his parents.
14,yes,no,3,+wh_no_gap,We all know,who,my neighbor said,her associate knew,a friend thinks,,the young professional,assembled,the bed,for his parents.
14,no,yes,4,-wh_gap,We all know,that,my neighbor said,her associate knew,a friend thinks,her sister believes,,assembled,the bed,for his parents.
14,no,no,4,-wh_no_gap,We all know,that,my neighbor said,her associate knew,a friend thinks,her sister believes,the young professional,assembled,the bed,for his parents.
14,yes,yes,4,+wh_gap,We all know,who,my neighbor said,her associate knew,a friend thinks,her sister believes,,assembled,the bed,for his parents.
14,yes,no,4,+wh_no_gap,We all know,who,my neighbor said,her associate knew,a friend thinks,her sister believes,the young professional,assembled,the bed,for his parents.
15,no,yes,0,-wh_gap,I know,that,,,,,,found,a quarter,on the bus.
15,no,no,0,-wh_no_gap,I know,that,,,,,the elderly lady,found,a quarter,on the bus.
15,yes,yes,0,+wh_gap,I know,who,,,,,,found,a quarter,on the bus.
15,yes,no,0,+wh_no_gap,I know,who,,,,,the elderly lady,found,a quarter,on the bus.
15,no,yes,1,-wh_gap,I know,that,their friend said,,,,,found,a quarter,on the bus.
15,no,no,1,-wh_no_gap,I know,that,their friend said,,,,the elderly lady,found,a quarter,on the bus.
15,yes,yes,1,+wh_gap,I know,who,their friend said,,,,,found,a quarter,on the bus.
15,yes,no,1,+wh_no_gap,I know,who,their friend said,,,,the elderly lady,found,a quarter,on the bus.
15,no,yes,2,-wh_gap,I know,that,their friend said,the secretary believed,,,,found,a quarter,on the bus.
15,no,no,2,-wh_no_gap,I know,that,their friend said,the secretary believed,,,the elderly lady,found,a quarter,on the bus.
15,yes,yes,2,+wh_gap,I know,who,their friend said,the secretary believed,,,,found,a quarter,on the bus.
15,yes,no,2,+wh_no_gap,I know,who,their friend said,the secretary believed,,,the elderly lady,found,a quarter,on the bus.
15,no,yes,3,-wh_gap,I know,that,their friend said,the secretary believed,the worker thinks,,,found,a quarter,on the bus.
15,no,no,3,-wh_no_gap,I know,that,their friend said,the secretary believed,the worker thinks,,the elderly lady,found,a quarter,on the bus.
15,yes,yes,3,+wh_gap,I know,who,their friend said,the secretary believed,the worker thinks,,,found,a quarter,on the bus.
15,yes,no,3,+wh_no_gap,I know,who,their friend said,the secretary believed,the worker thinks,,the elderly lady,found,a quarter,on the bus.
15,no,yes,4,-wh_gap,I know,that,their friend said,the secretary believed,the worker thinks,his boss reported,,found,a quarter,on the bus.
15,no,no,4,-wh_no_gap,I know,that,their friend said,the secretary believed,the worker thinks,his boss reported,the elderly lady,found,a quarter,on the bus.
15,yes,yes,4,+wh_gap,I know,who,their friend said,the secretary believed,the worker thinks,his boss reported,,found,a quarter,on the bus.
15,yes,no,4,+wh_no_gap,I know,who,their friend said,the secretary believed,the worker thinks,his boss reported,the elderly lady,found,a quarter,on the bus.
16,no,yes,0,-wh_gap,My friends all know,that,,,,,,described,her woes,to her friends.
16,no,no,0,-wh_no_gap,My friends all know,that,,,,,the single mother,described,her woes,to her friends.
16,yes,yes,0,+wh_gap,My friends all know,who,,,,,,described,her woes,to her friends.
16,yes,no,0,+wh_no_gap,My friends all know,who,,,,,the single mother,described,her woes,to her friends.
16,no,yes,1,-wh_gap,My friends all know,that,her friend knew,,,,,described,her woes,to her friends.
16,no,no,1,-wh_no_gap,My friends all know,that,her friend knew,,,,the single mother,described,her woes,to her friends.
16,yes,yes,1,+wh_gap,My friends all know,who,her friend knew,,,,,described,her woes,to her friends.
16,yes,no,1,+wh_no_gap,My friends all know,who,her friend knew,,,,the single mother,described,her woes,to her friends.
16,no,yes,2,-wh_gap,My friends all know,that,her friend knew,the delivery man believed,,,,described,her woes,to her friends.
16,no,no,2,-wh_no_gap,My friends all know,that,her friend knew,the delivery man believed,,,the single mother,described,her woes,to her friends.
16,yes,yes,2,+wh_gap,My friends all know,who,her friend knew,the delivery man believed,,,,described,her woes,to her friends.
16,yes,no,2,+wh_no_gap,My friends all know,who,her friend knew,the delivery man believed,,,the single mother,described,her woes,to her friends.
16,no,yes,3,-wh_gap,My friends all know,that,her friend knew,the delivery man believed,the cop said,,,described,her woes,to her friends.
16,no,no,3,-wh_no_gap,My friends all know,that,her friend knew,the delivery man believed,the cop said,,the single mother,described,her woes,to her friends.
16,yes,yes,3,+wh_gap,My friends all know,who,her friend knew,the delivery man believed,the cop said,,,described,her woes,to her friends.
16,yes,no,3,+wh_no_gap,My friends all know,who,her friend knew,the delivery man believed,the cop said,,the single mother,described,her woes,to her friends.
16,no,yes,4,-wh_gap,My friends all know,that,her friend knew,the delivery man believed,the cop said,his partner recalled,,described,her woes,to her friends.
16,no,no,4,-wh_no_gap,My friends all know,that,her friend knew,the delivery man believed,the cop said,his partner recalled,the single mother,described,her woes,to her friends.
16,yes,yes,4,+wh_gap,My friends all know,who,her friend knew,the delivery man believed,the cop said,his partner recalled,,described,her woes,to her friends.
16,yes,no,4,+wh_no_gap,My friends all know,who,her friend knew,the delivery man believed,the cop said,his partner recalled,the single mother,described,her woes,to her friends.
17,no,yes,0,-wh_gap,The visitor said,that,,,,,,talked with,the new manager,in her office.
17,no,no,0,-wh_no_gap,The visitor said,that,,,,,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,0,+wh_gap,The visitor said,who,,,,,,talked with,the new manager,in her office.
17,yes,no,0,+wh_no_gap,The visitor said,who,,,,,the human resources officer,talked with,the new manager,in her office.
17,no,yes,1,-wh_gap,The visitor said,that,my friend said,,,,,talked with,the new manager,in her office.
17,no,no,1,-wh_no_gap,The visitor said,that,my friend said,,,,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,1,+wh_gap,The visitor said,who,my friend said,,,,,talked with,the new manager,in her office.
17,yes,no,1,+wh_no_gap,The visitor said,who,my friend said,,,,the human resources officer,talked with,the new manager,in her office.
17,no,yes,2,-wh_gap,The visitor said,that,my friend said,her mother knew,,,,talked with,the new manager,in her office.
17,no,no,2,-wh_no_gap,The visitor said,that,my friend said,her mother knew,,,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,2,+wh_gap,The visitor said,who,my friend said,her mother knew,,,,talked with,the new manager,in her office.
17,yes,no,2,+wh_no_gap,The visitor said,who,my friend said,her mother knew,,,the human resources officer,talked with,the new manager,in her office.
17,no,yes,3,-wh_gap,The visitor said,that,my friend said,her mother knew,the clerk stated,,,talked with,the new manager,in her office.
17,no,no,3,-wh_no_gap,The visitor said,that,my friend said,her mother knew,the clerk stated,,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,3,+wh_gap,The visitor said,who,my friend said,her mother knew,the clerk stated,,,talked with,the new manager,in her office.
17,yes,no,3,+wh_no_gap,The visitor said,who,my friend said,her mother knew,the clerk stated,,the human resources officer,talked with,the new manager,in her office.
17,no,yes,4,-wh_gap,The visitor said,that,my friend said,her mother knew,the clerk stated,his friend saw,,talked with,the new manager,in her office.
17,no,no,4,-wh_no_gap,The visitor said,that,my friend said,her mother knew,the clerk stated,his friend saw,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,4,+wh_gap,The visitor said,who,my friend said,her mother knew,the clerk stated,his friend saw,,talked with,the new manager,in her office.
17,yes,no,4,+wh_no_gap,The visitor said,who,my friend said,her mother knew,the clerk stated,his friend saw,the human resources officer,talked with,the new manager,in her office.
18,no,yes,0,-wh_gap,I know,that,,,,,,found,a gun,in the office.
18,no,no,0,-wh_no_gap,I know,that,,,,,the five star general,found,a gun,in the office.
18,yes,yes,0,+wh_gap,I know,who,,,,,,found,a gun,in the office.
18,yes,no,0,+wh_no_gap,I know,who,,,,,the five star general,found,a gun,in the office.
18,no,yes,1,-wh_gap,I know,that,the woman believed,,,,,found,a gun,in the office.
18,no,no,1,-wh_no_gap,I know,that,the woman believed,,,,the five star general,found,a gun,in the office.
18,yes,yes,1,+wh_gap,I know,who,the woman believed,,,,,found,a gun,in the office.
18,yes,no,1,+wh_no_gap,I know,who,the woman believed,,,,the five star general,found,a gun,in the office.
18,no,yes,2,-wh_gap,I know,that,the woman believed,the secretary said,,,,found,a gun,in the office.
18,no,no,2,-wh_no_gap,I know,that,the woman believed,the secretary said,,,the five star general,found,a gun,in the office.
18,yes,yes,2,+wh_gap,I know,who,the woman believed,the secretary said,,,,found,a gun,in the office.
18,yes,no,2,+wh_no_gap,I know,who,the woman believed,the secretary said,,,the five star general,found,a gun,in the office.
18,no,yes,3,-wh_gap,I know,that,the woman believed,the secretary said,her friend recalled,,,found,a gun,in the office.
18,no,no,3,-wh_no_gap,I know,that,the woman believed,the secretary said,her friend recalled,,the five star general,found,a gun,in the office.
18,yes,yes,3,+wh_gap,I know,who,the woman believed,the secretary said,her friend recalled,,,found,a gun,in the office.
18,yes,no,3,+wh_no_gap,I know,who,the woman believed,the secretary said,her friend recalled,,the five star general,found,a gun,in the office.
18,no,yes,4,-wh_gap,I know,that,the woman believed,the secretary said,her friend recalled,a colleague thinks,,found,a gun,in the office.
18,no,no,4,-wh_no_gap,I know,that,the woman believed,the secretary said,her friend recalled,a colleague thinks,the five star general,found,a gun,in the office.
18,yes,yes,4,+wh_gap,I know,who,the woman believed,the secretary said,her friend recalled,a colleague thinks,,found,a gun,in the office.
18,yes,no,4,+wh_no_gap,I know,who,the woman believed,the secretary said,her friend recalled,a colleague thinks,the five star general,found,a gun,in the office.
19,no,yes,0,-wh_gap,The colleagues realized,that,,,,,,discovered,the bribery,two weeks ago.
19,no,no,0,-wh_no_gap,The colleagues realized,that,,,,,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,0,+wh_gap,The colleagues realized,who,,,,,,discovered,the bribery,two weeks ago.
19,yes,no,0,+wh_no_gap,The colleagues realized,who,,,,,the journalist,discovered,the bribery,two weeks ago.
19,no,yes,1,-wh_gap,The colleagues realized,that,her mother stated,,,,,discovered,the bribery,two weeks ago.
19,no,no,1,-wh_no_gap,The colleagues realized,that,her mother stated,,,,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,1,+wh_gap,The colleagues realized,who,her mother stated,,,,,discovered,the bribery,two weeks ago.
19,yes,no,1,+wh_no_gap,The colleagues realized,who,her mother stated,,,,the journalist,discovered,the bribery,two weeks ago.
19,no,yes,2,-wh_gap,The colleagues realized,that,her mother stated,a friend said,,,,discovered,the bribery,two weeks ago.
19,no,no,2,-wh_no_gap,The colleagues realized,that,her mother stated,a friend said,,,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,2,+wh_gap,The colleagues realized,who,her mother stated,a friend said,,,,discovered,the bribery,two weeks ago.
19,yes,no,2,+wh_no_gap,The colleagues realized,who,her mother stated,a friend said,,,the journalist,discovered,the bribery,two weeks ago.
19,no,yes,3,-wh_gap,The colleagues realized,that,her mother stated,a friend said,her husband knew,,,discovered,the bribery,two weeks ago.
19,no,no,3,-wh_no_gap,The colleagues realized,that,her mother stated,a friend said,her husband knew,,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,3,+wh_gap,The colleagues realized,who,her mother stated,a friend said,her husband knew,,,discovered,the bribery,two weeks ago.
19,yes,no,3,+wh_no_gap,The colleagues realized,who,her mother stated,a friend said,her husband knew,,the journalist,discovered,the bribery,two weeks ago.
19,no,yes,4,-wh_gap,The colleagues realized,that,her mother stated,a friend said,her husband knew,his brother said,,discovered,the bribery,two weeks ago.
19,no,no,4,-wh_no_gap,The colleagues realized,that,her mother stated,a friend said,her husband knew,his brother said,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,4,+wh_gap,The colleagues realized,who,her mother stated,a friend said,her husband knew,his brother said,,discovered,the bribery,two weeks ago.
19,yes,no,4,+wh_no_gap,The colleagues realized,who,her mother stated,a friend said,her husband knew,his brother said,the journalist,discovered,the bribery,two weeks ago.
2,no,yes,0,-wh_gap,The accountant knew,that,,,,,,introduced,the new woman,to her friend.
2,no,no,0,-wh_no_gap,The accountant knew,that,,,,,the secretary,introduced,the new woman,to her friend.
2,yes,yes,0,+wh_gap,The accountant knew,who,,,,,,introduced,the new woman,to her friend.
2,yes,no,0,+wh_no_gap,The accountant knew,who,,,,,the secretary,introduced,the new woman,to her friend.
2,no,yes,1,-wh_gap,The accountant knew,that,the security guard believed,,,,,introduced,the new woman,to her friend.
2,no,no,1,-wh_no_gap,The accountant knew,that,the security guard believed,,,,the secretary,introduced,the new woman,to her friend.
2,yes,yes,1,+wh_gap,The accountant knew,who,the security guard believed,,,,,introduced,the new woman,to her friend.
2,yes,no,1,+wh_no_gap,The accountant knew,who,the security guard believed,,,,the secretary,introduced,the new woman,to her friend.
2,no,yes,2,-wh_gap,The accountant knew,that,the security guard believed,his friend knew,,,,introduced,the new woman,to her friend.
2,no,no,2,-wh_no_gap,The accountant knew,that,the security guard believed,his friend knew,,,the secretary,introduced,the new woman,to her friend.
2,yes,yes,2,+wh_gap,The accountant knew,who,the security guard believed,his friend knew,,,,introduced,the new woman,to her friend.
2,yes,no,2,+wh_no_gap,The accountant knew,who,the security guard believed,his friend knew,,,the secretary,introduced,the new woman,to her friend.
2,no,yes,3,-wh_gap,The accountant knew,that,the security guard believed,his friend knew,the assistant reported,,,introduced,the new woman,to her friend.
2,no,no,3,-wh_no_gap,The accountant knew,that,the security guard believed,his friend knew,the assistant reported,,the secretary,introduced,the new woman,to her friend.
2,yes,yes,3,+wh_gap,The accountant knew,who,the security guard believed,his friend knew,the assistant reported,,,introduced,the new woman,to her friend.
2,yes,no,3,+wh_no_gap,The accountant knew,who,the security guard believed,his friend knew,the assistant reported,,the secretary,introduced,the new woman,to her friend.
2,no,yes,4,-wh_gap,The accountant knew,that,the security guard believed,his friend knew,the assistant reported,her colleague suspected,,introduced,the new woman,to her friend.
2,no,no,4,-wh_no_gap,The accountant knew,that,the security guard believed,his friend knew,the assistant reported,her colleague suspected,the secretary,introduced,the new woman,to her friend.
2,yes,yes,4,+wh_gap,The accountant knew,who,the security guard believed,his friend knew,the assistant reported,her colleague suspected,,introduced,the new woman,to her friend.
2,yes,no,4,+wh_no_gap,The accountant knew,who,the security guard believed,his friend knew,the assistant reported,her colleague suspected,the secretary,introduced,the new woman,to her friend.
20,no,yes,0,-wh_gap,She said,that,,,,,,put,the microphone,on the table.
20,no,no,0,-wh_no_gap,She said,that,,,,,the reporter,put,the microphone,on the table.
20,yes,yes,0,+wh_gap,She said,who,,,,,,put,the microphone,on the table.
20,yes,no,0,+wh_no_gap,She said,who,,,,,the reporter,put,the microphone,on the table.
20,no,yes,1,-wh_gap,She said,that,the politician stated,,,,,put,the microphone,on the table.
20,no,no,1,-wh_no_gap,She said,that,the politician stated,,,,the reporter,put,the microphone,on the table.
20,yes,yes,1,+wh_gap,She said,who,the politician stated,,,,,put,the microphone,on the table.
20,yes,no,1,+wh_no_gap,She said,who,the politician stated,,,,the reporter,put,the microphone,on the table.
20,no,yes,2,-wh_gap,She said,that,the politician stated,his press secretary said,,,,put,the microphone,on the table.
20,no,no,2,-wh_no_gap,She said,that,the politician stated,his press secretary said,,,the reporter,put,the microphone,on the table.
20,yes,yes,2,+wh_gap,She said,who,the politician stated,his press secretary said,,,,put,the microphone,on the table.
20,yes,no,2,+wh_no_gap,She said,who,the politician stated,his press secretary said,,,the reporter,put,the microphone,on the table.
