sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,embedding_4,subject,verb,object,continuation
10,yes,no,1,+wh_no_gap,The newspaper reported,what,the investigator thought,,,,the boss,sold,a car,to his friend.
10,no,yes,2,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,the boss,sold,,to his friend.
10,no,no,2,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.
10,yes,yes,2,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,,,the boss,sold,,to his friend.
10,yes,no,2,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,,,the boss,sold,a car,to his friend.
10,no,yes,3,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,the boss,sold,,to his friend.
10,no,no,3,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.
10,yes,yes,3,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,,the boss,sold,,to his friend.
10,yes,no,3,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,,the boss,sold,a car,to his friend.
10,no,yes,4,-wh_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,,to his friend.
10,no,no,4,-wh_no_gap,The newspaper reported,that,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.
10,yes,yes,4,+wh_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,,to his friend.
10,yes,no,4,+wh_no_gap,The newspaper reported,what,the investigator thought,the businessman believed,the banker said,his friend believes,the boss,sold,a car,to his friend.
11,no,yes,0,-wh_gap,Her friend found out,that,,,,,the visitor,told,,to the guests.
11,no,no,0,-wh_no_gap,Her friend found out,that,,,,,the visitor,told,a story,to the guests.
11,yes,yes,0,+wh_gap,Her friend found out,what,,,,,the visitor,told,,to the guests.
11,yes,no,0,+wh_no_gap,Her friend found out,what,,,,,the visitor,told,a story,to the guests.
11,no,yes,1,-wh_gap,Her friend found out,that,my friend believed,,,,the visitor,told,,to the guests.
11,no,no,1,-wh_no_gap,Her friend found out,that,my friend believed,,,,the visitor,told,a story,to the guests.
11,yes,yes,1,+wh_gap,Her friend found out,what,my friend believed,,,,the visitor,told,,to the guests.
11,yes,no,1,+wh_no_gap,Her friend found out,what,my friend believed,,,,the visitor,told,a story,to the guests.
11,no,yes,2,-wh_gap,Her friend found out,that,my friend believed,the professor said,,,the visitor,told,,to the guests.
11,no,no,2,-wh_no_gap,Her friend found out,that,my friend believed,the professor said,,,the visitor,told,a story,to the guests.
11,yes,yes,2,+wh_gap,Her friend found out,what,my friend believed,the professor said,,,the visitor,told,,to the guests.
11,yes,no,2,+wh_no_gap,Her friend found out,what,my friend believed,the professor said,,,the visitor,told,a story,to the guests.
11,no,yes,3,-wh_gap,Her friend found out,that,my friend believed,the professor said,his colleague noticed,,the visitor,told,,to the guests.
11,no,no,3,-wh_no_gap,Her friend found out,that,my friend believed,the professor said,his colleague noticed,,the visitor,told,a story,to the guests.
11,yes,yes,3,+wh_gap,Her friend found out,what,my friend believed,the professor said,his colleague noticed,,the visitor,told,,to the guests.
11,yes,no,3,+wh_no_gap,Her friend found out,what,my friend believed,the professor said,his colleague noticed,,the visitor,told,a story,to the guests.
11,no,yes,4,-wh_gap,Her friend found out,that,my friend believed,the professor said,his colleague noticed,their students recalled,the visitor,told,,to the guests.
11,no,no,4,-wh_no_gap,Her friend found out,that,my friend believed,the professor said,his colleague noticed,their students recalled,the visitor,told,a story,to the guests.
11,yes,yes,4,+wh_gap,Her friend found out,what,my friend believed,the professor said,his colleague noticed,their students recalled,the visitor,told,,to the guests.
11,yes,no,4,+wh_no_gap,Her friend found out,what,my friend believed,the professor said,his colleague noticed,their students recalled,the visitor,told,a story,to the guests.
12,no,yes,0,-wh_gap,I realized,that,,,,,the suffering artist,saw,,at the museum.
12,no,no,0,-wh_no_gap,I realized,that,,,,,the suffering artist,saw,a painting,at the museum.
12,yes,yes,0,+wh_gap,I realized,what,,,,,the suffering artist,saw,,at the museum.
12,yes,no,0,+wh_no_gap,I realized,what,,,,,the suffering artist,saw,a painting,at the museum.
12,no,yes,1,-wh_gap,I realized,that,the painter believed,,,,the suffering artist,saw,,at the museum.
12,no,no,1,-wh_no_gap,I realized,that,the painter believed,,,,the suffering artist,saw,a painting,at the museum.
12,yes,yes,1,+wh_gap,I realized,what,the painter believed,,,,the suffering artist,saw,,at the museum.
12,yes,no,1,+wh_no_gap,I realized,what,the painter believed,,,,the suffering artist,saw,a painting,at the museum.
12,no,yes,2,-wh_gap,I realized,that,the painter believed,his rival suspected,,,the suffering artist,saw,,at the museum.
12,no,no,2,-wh_no_gap,I realized,that,the painter believed,his rival suspected,,,the suffering artist,saw,a painting,at the museum.
12,yes,yes,2,+wh_gap,I realized,what,the painter believed,his rival suspected,,,the suffering artist,saw,,at the museum.
12,yes,no,2,+wh_no_gap,I realized,what,the painter believed,his rival suspected,,,the suffering artist,saw,a painting,at the museum.
12,no,yes,3,-wh_gap,I realized,that,the painter believed,his rival suspected,the man said,,the suffering artist,saw,,at the museum.
12,no,no,3,-wh_no_gap,I realized,that,the painter believed,his rival suspected,the man said,,the suffering artist,saw,a painting,at the museum.
12,yes,yes,3,+wh_gap,I realized,what,the painter believed,his rival suspected,the man said,,the suffering artist,saw,,at the museum.
12,yes,no,3,+wh_no_gap,I realized,what,the painter believed,his rival suspected,the man said,,the suffering artist,saw,a painting,at the museum.
12,no,yes,4,-wh_gap,I realized,that,the painter believed,his rival suspected,the man said,his friend recalls,the suffering artist,saw,,at the museum.
12,no,no,4,-wh_no_gap,I realized,that,the painter believed,his rival suspected,the man said,his friend recalls,the suffering artist,saw,a painting,at the museum.
12,yes,yes,4,+wh_gap,I realized,what,the painter believed,his rival suspected,the man said,his friend recalls,the suffering artist,saw,,at the museum.
12,yes,no,4,+wh_no_gap,I realized,what,the painter believed,his rival suspected,the man said,his friend recalls,the suffering artist,saw,a painting,at the museum.
13,no,yes,0,-wh_gap,The novel revealed,that,,,,,the young politician,said,,to his donors.
13,no,no,0,-wh_no_gap,The novel revealed,that,,,,,the young politician,said,something,to his donors.
13,yes,yes,0,+wh_gap,The novel revealed,what,,,,,the young politician,said,,to his donors.
13,yes,no,0,+wh_no_gap,The novel revealed,what,,,,,the young politician,said,something,to his donors.
13,no,yes,1,-wh_gap,The novel revealed,that,our friend thought,,,,the young politician,said,,to his donors.
13,no,no,1,-wh_no_gap,The novel revealed,that,our friend thought,,,,the young politician,said,something,to his donors.
13,yes,yes,1,+wh_gap,The novel revealed,what,our friend thought,,,,the young politician,said,,to his donors.
13,yes,no,1,+wh_no_gap,The novel revealed,what,our friend thought,,,,the young politician,said,something,to his donors.
13,no,yes,2,-wh_gap,The novel revealed,that,our friend thought,the reporter knows,,,the young politician,said,,to his donors.
13,no,no,2,-wh_no_gap,The novel revealed,that,our friend thought,the reporter knows,,,the young politician,said,something,to his donors.
13,yes,yes,2,+wh_gap,The novel revealed,what,our friend thought,the reporter knows,,,the young politician,said,,to his donors.
13,yes,no,2,+wh_no_gap,The novel revealed,what,our friend thought,the reporter knows,,,the young politician,said,something,to his donors.
13,no,yes,3,-wh_gap,The novel revealed,that,our friend thought,the reporter knows,her contact said,,the young politician,said,,to his donors.
13,no,no,3,-wh_no_gap,The novel revealed,that,our friend thought,the reporter knows,her contact said,,the young politician,said,something,to his donors.
13,yes,yes,3,+wh_gap,The novel revealed,what,our friend thought,the reporter knows,her contact said,,the young politician,said,,to his donors.
13,yes,no,3,+wh_no_gap,The novel revealed,what,our friend thought,the reporter knows,her contact said,,the young politician,said,something,to his donors.
13,no,yes,4,-wh_gap,The novel revealed,that,our friend thought,the reporter knows,her contact said,his friend saw,the young politician,said,,to his donors.
13,no,no,4,-wh_no_gap,The novel revealed,that,our friend thought,the reporter knows,her contact said,his friend saw,the young politician,said,something,to his donors.
13,yes,yes,4,+wh_gap,The novel revealed,what,our friend thought,the reporter knows,her contact said,his friend saw,the young politician,said,,to his donors.
13,yes,no,4,+wh_no_gap,The novel revealed,what,our friend thought,the reporter knows,her contact said,his friend saw,the young politician,said,something,to his donors.
14,no,yes,0,-wh_gap,We all know,that,,,,,the young professional,assembled,,for his parents.
14,no,no,0,-wh_no_gap,We all know,that,,,,,the young professional,assembled,the bed,for his parents.
14,yes,yes,0,+wh_gap,We all know,what,,,,,the young professional,assembled,,for his parents.
14,yes,no,0,+wh_no_gap,We all know,what,,,,,the young professional,assembled,the bed,for his parents.
14,no,yes,1,-wh_gap,We all know,that,my neighbor said,,,,the young professional,assembled,,for his parents.
14,no,no,1,-wh_no_gap,We all know,that,my neighbor said,,,,the young professional,assembled,the bed,for his parents.
14,yes,yes,1,+wh_gap,We all know,what,my neighbor said,,,,the young professional,assembled,,for his parents.
14,yes,no,1,+wh_no_gap,We all know,what,my neighbor said,,,,the young professional,assembled,the bed,for his parents.
14,no,yes,2,-wh_gap,We all know,that,my neighbor said,her associate knew,,,the young professional,assembled,,for his parents.
14,no,no,2,-wh_no_gap,We all know,that,my neighbor said,her associate knew,,,the young professional,assembled,the bed,for his parents.
14,yes,yes,2,+wh_gap,We all know,what,my neighbor said,her associate knew,,,the young professional,assembled,,for his parents.
14,yes,no,2,+wh_no_gap,We all know,what,my neighbor said,her associate knew,,,the young professional,assembled,the bed,for his parents.
14,no,yes,3,-wh_gap,We all know,that,my neighbor said,her associate knew,a friend thinks,,the young professional,assembled,,for his parents.
14,no,no,3,-wh_no_gap,We all know,that,my neighbor said,her associate knew,a friend thinks,,the young professional,assembled,the bed,for his parents.
14,yes,yes,3,+wh_gap,We all know,what,my neighbor said,her associate knew,a friend thinks,,the young professional,assembled,,for his parents.
14,yes,no,3,+wh_no_gap,We all know,what,my neighbor said,her associate knew,a friend thinks,,the young professional,assembled,the bed,for his parents.
14,no,yes,4,-wh_gap,We all know,that,my neighbor said,her associate knew,a friend thinks,her sister believes,the young professional,assembled,,for his parents.
14,no,no,4,-wh_no_gap,We all know,that,my neighbor said,her associate knew,a friend thinks,her sister believes,the young professional,assembled,the bed,for his parents.
14,yes,yes,4,+wh_gap,We all know,what,my neighbor said,her associate knew,a friend thinks,her sister believes,the young professional,assembled,,for his parents.
14,yes,no,4,+wh_no_gap,We all know,what,my neighbor said,her associate knew,a friend thinks,her sister believes,the young professional,assembled,the bed,for his parents.
15,no,yes,0,-wh_gap,I know,that,,,,,the elderly lady,found,,on the bus.
15,no,no,0,-wh_no_gap,I know,that,,,,,the elderly lady,found,a quarter,on the bus.
15,yes,yes,0,+wh_gap,I know,what,,,,,the elderly lady,found,,on the bus.
15,yes,no,0,+wh_no_gap,I know,what,,,,,the elderly lady,found,a quarter,on the bus.
15,no,yes,1,-wh_gap,I know,that,their friend said,,,,the elderly lady,found,,on the bus.
15,no,no,1,-wh_no_gap,I know,that,their friend said,,,,the elderly lady,found,a quarter,on the bus.
15,yes,yes,1,+wh_gap,I know,what,their friend said,,,,the elderly lady,found,,on the bus.
15,yes,no,1,+wh_no_gap,I know,what,their friend said,,,,the elderly lady,found,a quarter,on the bus.
15,no,yes,2,-wh_gap,I know,that,their friend said,the secretary believed,,,the elderly lady,found,,on the bus.
15,no,no,2,-wh_no_gap,I know,that,their friend said,the secretary believed,,,the elderly lady,found,a quarter,on the bus.
15,yes,yes,2,+wh_gap,I know,what,their friend said,the secretary believed,,,the elderly lady,found,,on the bus.
15,yes,no,2,+wh_no_gap,I know,what,their friend said,the secretary believed,,,the elderly lady,found,a quarter,on the bus.
15,no,yes,3,-wh_gap,I know,that,their friend said,the secretary believed,the worker thinks,,the elderly lady,found,,on the bus.
15,no,no,3,-wh_no_gap,I know,that,their friend said,the secretary believed,the worker thinks,,the elderly lady,found,a quarter,on the bus.
15,yes,yes,3,+wh_gap,I know,what,their friend said,the secretary believed,the worker thinks,,the elderly lady,found,,on the bus.
15,yes,no,3,+wh_no_gap,I know,what,their friend said,the secretary believed,the worker thinks,,the elderly lady,found,a quarter,on the bus.
15,no,yes,4,-wh_gap,I know,that,their friend said,the secretary believed,the worker thinks,his boss reported,the elderly lady,found,,on the bus.
15,no,no,4,-wh_no_gap,I know,that,their friend said,the secretary believed,the worker thinks,his boss reported,the elderly lady,found,a quarter,on the bus.
15,yes,yes,4,+wh_gap,I know,what,their friend said,the secretary believed,the worker thinks,his boss reported,the elderly lady,found,,on the bus.
15,yes,no,4,+wh_no_gap,I know,what,their friend said,the secretary believed,the worker thinks,his boss reported,the elderly lady,found,a quarter,on the bus.
16,no,yes,0,-wh_gap,My friends all know,that,,,,,the single mother,described,,to her friends.
16,no,no,0,-wh_no_gap,My friends all know,that,,,,,the single mother,described,her woes,to her friends.
16,yes,yes,0,+wh_gap,My friends all know,what,,,,,the single mother,described,,to her friends.
16,yes,no,0,+wh_no_gap,My friends all know,what,,,,,the single mother,described,her woes,to her friends.
16,no,yes,1,-wh_gap,My friends all know,that,her friend knew,,,,the single mother,described,,to her friends.
16,no,no,1,-wh_no_gap,My friends all know,that,her friend knew,,,,the single mother,described,her woes,to her friends.
16,yes,yes,1,+wh_gap,My friends all know,what,her friend knew,,,,the single mother,described,,to her friends.
16,yes,no,1,+wh_no_gap,My friends all know,what,her friend knew,,,,the single mother,described,her woes,to her friends.
16,no,yes,2,-wh_gap,My friends all know,that,her friend knew,the delivery man believed,,,the single mother,described,,to her friends.
16,no,no,2,-wh_no_gap,My friends all know,that,her friend knew,the delivery man believed,,,the single mother,described,her woes,to her friends.
16,yes,yes,2,+wh_gap,My friends all know,what,her friend knew,the delivery man believed,,,the single mother,described,,to her friends.
16,yes,no,2,+wh_no_gap,My friends all know,what,her friend knew,the delivery man believed,,,the single mother,described,her woes,to her friends.
16,no,yes,3,-wh_gap,My friends all know,that,her friend knew,the delivery man believed,the cop said,,the single mother,described,,to her friends.
16,no,no,3,-wh_no_gap,My friends all know,that,her friend knew,the delivery man believed,the cop said,,the single mother,described,her woes,to her friends.
16,yes,yes,3,+wh_gap,My friends all know,what,her friend knew,the delivery man believed,the cop said,,the single mother,described,,to her friends.
16,yes,no,3,+wh_no_gap,My friends all know,what,her friend knew,the delivery man believed,the cop said,,the single mother,described,her woes,to her friends.
16,no,yes,4,-wh_gap,My friends all know,that,her friend knew,the delivery man believed,the cop said,his partner recalled,the single mother,described,,to her friends.
16,no,no,4,-wh_no_gap,My friends all know,that,her friend knew,the delivery man believed,the cop said,his partner recalled,the single mother,described,her woes,to her friends.
16,yes,yes,4,+wh_gap,My friends all know,what,her friend knew,the delivery man believed,the cop said,his partner recalled,the single mother,described,,to her friends.
16,yes,no,4,+wh_no_gap,My friends all know,what,her friend knew,the delivery man believed,the cop said,his partner recalled,the single mother,described,her woes,to her friends.
17,no,yes,0,-wh_gap,The visitor said,that,,,,,the human resources officer,talked with,,in her office.
17,no,no,0,-wh_no_gap,The visitor said,that,,,,,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,0,+wh_gap,The visitor said,who,,,,,the human resources officer,talked with,,in her office.
17,yes,no,0,+wh_no_gap,The visitor said,who,,,,,the human resources officer,talked with,the new manager,in her office.
17,no,yes,1,-wh_gap,The visitor said,that,my friend said,,,,the human resources officer,talked with,,in her office.
17,no,no,1,-wh_no_gap,The visitor said,that,my friend said,,,,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,1,+wh_gap,The visitor said,who,my friend said,,,,the human resources officer,talked with,,in her office.
17,yes,no,1,+wh_no_gap,The visitor said,who,my friend said,,,,the human resources officer,talked with,the new manager,in her office.
17,no,yes,2,-wh_gap,The visitor said,that,my friend said,her mother knew,,,the human resources officer,talked with,,in her office.
17,no,no,2,-wh_no_gap,The visitor said,that,my friend said,her mother knew,,,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,2,+wh_gap,The visitor said,who,my friend said,her mother knew,,,the human resources officer,talked with,,in her office.
17,yes,no,2,+wh_no_gap,The visitor said,who,my friend said,her mother knew,,,the human resources officer,talked with,the new manager,in her office.
17,no,yes,3,-wh_gap,The visitor said,that,my friend said,her mother knew,the clerk stated,,the human resources officer,talked with,,in her office.
17,no,no,3,-wh_no_gap,The visitor said,that,my friend said,her mother knew,the clerk stated,,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,3,+wh_gap,The visitor said,who,my friend said,her mother knew,the clerk stated,,the human resources officer,talked with,,in her office.
17,yes,no,3,+wh_no_gap,The visitor said,who,my friend said,her mother knew,the clerk stated,,the human resources officer,talked with,the new manager,in her office.
17,no,yes,4,-wh_gap,The visitor said,that,my friend said,her mother knew,the clerk stated,his friend saw,the human resources officer,talked with,,in her office.
17,no,no,4,-wh_no_gap,The visitor said,that,my friend said,her mother knew,the clerk stated,his friend saw,the human resources officer,talked with,the new manager,in her office.
17,yes,yes,4,+wh_gap,The visitor said,who,my friend said,her mother knew,the clerk stated,his friend saw,the human resources officer,talked with,,in her office.
17,yes,no,4,+wh_no_gap,The visitor said,who,my friend said,her mother knew,the clerk stated,his friend saw,the human resources officer,talked with,the new manager,in her office.
18,no,yes,0,-wh_gap,I know,that,,,,,the five star general,found,,in the office.
18,no,no,0,-wh_no_gap,I know,that,,,,,the five star general,found,a gun,in the office.
18,yes,yes,0,+wh_gap,I know,what,,,,,the five star general,found,,in the office.
18,yes,no,0,+wh_no_gap,I know,what,,,,,the five star general,found,a gun,in the office.
18,no,yes,1,-wh_gap,I know,that,the woman believed,,,,the five star general,found,,in the office.
18,no,no,1,-wh_no_gap,I know,that,the woman believed,,,,the five star general,found,a gun,in the office.
18,yes,yes,1,+wh_gap,I know,what,the woman believed,,,,the five star general,found,,in the office.
18,yes,no,1,+wh_no_gap,I know,what,the woman believed,,,,the five star general,found,a gun,in the office.
18,no,yes,2,-wh_gap,I know,that,the woman believed,the secretary said,,,the five star general,found,,in the office.
18,no,no,2,-wh_no_gap,I know,that,the woman believed,the secretary said,,,the five star general,found,a gun,in the office.
18,yes,yes,2,+wh_gap,I know,what,the woman believed,the secretary said,,,the five star general,found,,in the office.
18,yes,no,2,+wh_no_gap,I know,what,the woman believed,the secretary said,,,the five star general,found,a gun,in the office.
18,no,yes,3,-wh_gap,I know,that,the woman believed,the secretary said,her friend recalled,,the five star general,found,,in the office.
18,no,no,3,-wh_no_gap,I know,that,the woman believed,the secretary said,her friend recalled,,the five star general,found,a gun,in the office.
18,yes,yes,3,+wh_gap,I know,what,the woman believed,the secretary said,her friend recalled,,the five star general,found,,in the office.
18,yes,no,3,+wh_no_gap,I know,what,the woman believed,the secretary said,her friend recalled,,the five star general,found,a gun,in the office.
18,no,yes,4,-wh_gap,I know,that,the woman believed,the secretary said,her friend recalled,a colleague thinks,the five star general,found,,in the office.
18,no,no,4,-wh_no_gap,I know,that,the woman believed,the secretary said,her friend recalled,a colleague thinks,the five star general,found,a gun,in the office.
18,yes,yes,4,+wh_gap,I know,what,the woman believed,the secretary said,her friend recalled,a colleague thinks,the five star general,found,,in the office.
18,yes,no,4,+wh_no_gap,I know,what,the woman believed,the secretary said,her friend recalled,a colleague thinks,the five star general,found,a gun,in the office.
19,no,yes,0,-wh_gap,The colleagues realized,that,,,,,the journalist,discovered,,two weeks ago.
19,no,no,0,-wh_no_gap,The colleagues realized,that,,,,,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,0,+wh_gap,The colleagues realized,what,,,,,the journalist,discovered,,two weeks ago.
19,yes,no,0,+wh_no_gap,The colleagues realized,what,,,,,the journalist,discovered,the bribery,two weeks ago.
19,no,yes,1,-wh_gap,The colleagues realized,that,her mother stated,,,,the journalist,discovered,,two weeks ago.
19,no,no,1,-wh_no_gap,The colleagues realized,that,her mother stated,,,,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,1,+wh_gap,The colleagues realized,what,her mother stated,,,,the journalist,discovered,,two weeks ago.
19,yes,no,1,+wh_no_gap,The colleagues realized,what,her mother stated,,,,the journalist,discovered,the bribery,two weeks ago.
19,no,yes,2,-wh_gap,The colleagues realized,that,her mother stated,a friend said,,,the journalist,discovered,,two weeks ago.
19,no,no,2,-wh_no_gap,The colleagues realized,that,her mother stated,a friend said,,,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,2,+wh_gap,The colleagues realized,what,her mother stated,a friend said,,,the journalist,discovered,,two weeks ago.
19,yes,no,2,+wh_no_gap,The colleagues realized,what,her mother stated,a friend said,,,the journalist,discovered,the bribery,two weeks ago.
19,no,yes,3,-wh_gap,The colleagues realized,that,her mother stated,a friend said,her husband knew,,the journalist,discovered,,two weeks ago.
19,no,no,3,-wh_no_gap,The colleagues realized,that,her mother stated,a friend said,her husband knew,,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,3,+wh_gap,The colleagues realized,what,her mother stated,a friend said,her husband knew,,the journalist,discovered,,two weeks ago.
19,yes,no,3,+wh_no_gap,The colleagues realized,what,her mother stated,a friend said,her husband knew,,the journalist,discovered,the bribery,two weeks ago.
19,no,yes,4,-wh_gap,The colleagues realized,that,her mother stated,a friend said,her husband knew,his brother said,the journalist,discovered,,two weeks ago.
19,no,no,4,-wh_no_gap,The colleagues realized,that,her mother stated,a friend said,her husband knew,his brother said,the journalist,discovered,the bribery,two weeks ago.
19,yes,yes,4,+wh_gap,The colleagues realized,what,her mother stated,a friend said,her husband knew,his brother said,the journalist,discovered,,two weeks ago.
19,yes,no,4,+wh_no_gap,The colleagues realized,what,her mother stated,a friend said,her husband knew,his brother said,the journalist,discovered,the bribery,two weeks ago.
2,no,yes,0,-wh_gap,The accountant knew,that,,,,,the secretary,introduced,,to her friend.
2,no,no,0,-wh_no_gap,The accountant knew,that,,,,,the secretary,introduced,the new woman,to her friend.
2,yes,yes,0,+wh_gap,The accountant knew,who,,,,,the secretary,introduced,,to her friend.
2,yes,no,0,+wh_no_gap,The accountant knew,who,,,,,the secretary,introduced,the new woman,to her friend.
2,no,yes,1,-wh_gap,The accountant knew,that,the security guard believed,,,,the secretary,introduced,,to her friend.
2,no,no,1,-wh_no_gap,The accountant knew,that,the security guard believed,,,,the secretary,introduced,the new woman,to her friend.
2,yes,yes,1,+wh_gap,The accountant knew,who,the security guard believed,,,,the secretary,introduced,,to her friend.
2,yes,no,1,+wh_no_gap,The accountant knew,who,the security guard believed,,,,the secretary,introduced,the new woman,to her friend.
2,no,yes,2,-wh_gap,The accountant knew,that,the security guard believed,his friend knew,,,the secretary,introduced,,to her friend.
2,no,no,2,-wh_no_gap,The accountant knew,that,the security guard believed,his friend knew,,,the secretary,introduced,the new woman,to her friend.
2,yes,yes,2,+wh_gap,The accountant knew,who,the security guard believed,his friend knew,,,the secretary,introduced,,to her friend.
2,yes,no,2,+wh_no_gap,The accountant knew,who,the security guard believed,his friend knew,,,the secretary,introduced,the new woman,to her friend.
2,no,yes,3,-wh_gap,The accountant knew,that,the security guard believed,his friend knew,the assistant reported,,the secretary,introduced,,to her friend.
2,no,no,3,-wh_no_gap,The accountant knew,that,the security guard believed,his friend knew,the assistant reported,,the secretary,introduced,the new woman,to her friend.
2,yes,yes,3,+wh_gap,The accountant knew,who,the security guard believed,his friend knew,the assistant reported,,the secretary,introduced,,to her friend.
2,yes,no,3,+wh_no_gap,The accountant knew,who,the security guard believed,his friend knew,the assistant reported,,the secretary,introduced,the new woman,to her friend.
2,no,yes,4,-wh_gap,The accountant knew,that,the security guard believed,his friend knew,the assistant reported,her colleague suspected,the secretary,introduced,,to her friend.
2,no,no,4,-wh_no_gap,The accountant knew,that,the security guard believed,his friend knew,the assistant reported,her colleague suspected,the secretary,introduced,the new woman,to her friend.
2,yes,yes,4,+wh_gap,The accountant knew,who,the security guard believed,his friend knew,the assistant reported,her colleague suspected,the secretary,introduced,,to her friend.
2,yes,no,4,+wh_no_gap,The accountant knew,who,the security guard believed,his friend knew,the assistant reported,her colleague suspected,the secretary,introduced,the new woman,to her friend.
20,no,yes,0,-wh_gap,She said,that,,,,,the reporter,put,,on the table.
20,no,no,0,-wh_no_gap,She said,that,,,,,the reporter,put,the microphone,on the table.
20,yes,yes,0,+wh_gap,She said,what,,,,,the reporter,put,,on the table.
20,yes,no,0,+wh_no_gap,She said,what,,,,,the reporter,put,the microphone,on the table.
20,no,yes,1,-wh_gap,She said,that,the politician stated,,,,the reporter,put,,on the table.
20,no,no,1,-wh_no_gap,She said,that,the politician stated,,,,the reporter,put,the microphone,on the table.
20,yes,yes,1,+wh_gap,She said,what,the politician stated,,,,the reporter,put,,on the table.
20,yes,no,1,+wh_no_gap,She said,what,the politician stated,,,,the reporter,put,the microphone,on the table.
20,no,yes,2,-wh_gap,She said,that,the politician stated,his press secretary said,,,the reporter,put,,on the table.
20,no,no,2,-wh_no_gap,She said,that,the politician stated,his press secretary said,,,the reporter,put,the microphone,on the table.
