,sentence_id,condition,embedding_level,expected,predicted,correct,error
93,1,-wh_no_gap,0,no_gap,gap,False,True
94,1,-wh_no_gap,0,no_gap,gap,False,True
95,1,-wh_no_gap,0,no_gap,gap,False,True
96,1,-wh_no_gap,0,no_gap,gap,False,True
97,1,-wh_no_gap,0,no_gap,gap,False,True
98,1,-wh_no_gap,0,no_gap,gap,False,True
99,1,-wh_no_gap,0,no_gap,no_gap,True,False
100,2,+wh_gap,0,gap,gap,True,False
101,2,+wh_gap,0,gap,gap,True,False
102,2,+wh_gap,0,gap,gap,True,False
103,2,+wh_gap,0,gap,gap,True,False
104,2,+wh_gap,0,gap,gap,True,False
105,2,+wh_gap,0,gap,gap,True,False
106,2,+wh_gap,0,gap,gap,True,False
107,2,+wh_gap,0,gap,gap,True,False
108,2,+wh_gap,0,gap,gap,True,False
109,2,+wh_gap,0,gap,gap,True,False
110,2,+wh_gap,0,gap,gap,True,False
111,2,+wh_gap,0,gap,gap,True,False
112,2,+wh_gap,0,gap,gap,True,False
113,2,+wh_gap,0,gap,gap,True,False
114,2,+wh_gap,0,gap,gap,True,False
115,2,+wh_gap,0,gap,gap,True,False
116,2,+wh_gap,0,gap,gap,True,False
117,2,+wh_gap,0,gap,gap,True,False
118,2,+wh_gap,0,gap,gap,True,False
119,2,+wh_gap,0,gap,gap,True,False
120,2,+wh_gap,0,gap,gap,True,False
121,2,+wh_gap,0,gap,gap,True,False
122,2,+wh_gap,0,gap,gap,True,False
123,2,+wh_gap,0,gap,gap,True,False
124,2,+wh_gap,0,gap,gap,True,False
125,2,+wh_gap,0,gap,gap,True,False
126,2,+wh_gap,0,gap,gap,True,False
127,2,+wh_gap,0,gap,gap,True,False
128,2,+wh_gap,0,gap,gap,True,False
129,2,+wh_gap,0,gap,gap,True,False
130,2,+wh_gap,0,gap,gap,True,False
131,2,+wh_gap,0,gap,gap,True,False
132,2,+wh_gap,0,gap,gap,True,False
133,2,+wh_gap,0,gap,gap,True,False
134,2,+wh_gap,0,gap,gap,True,False
135,2,+wh_gap,0,gap,gap,True,False
136,2,+wh_gap,0,gap,gap,True,False
137,2,+wh_gap,0,gap,gap,True,False
138,2,+wh_gap,0,gap,gap,True,False
139,2,+wh_gap,0,gap,gap,True,False
140,2,+wh_gap,0,gap,gap,True,False
141,2,+wh_gap,0,gap,gap,True,False
142,2,+wh_gap,0,gap,gap,True,False
143,2,+wh_gap,0,gap,gap,True,False
144,2,+wh_gap,0,gap,gap,True,False
145,2,+wh_gap,0,gap,gap,True,False
146,2,+wh_gap,0,gap,gap,True,False
147,2,+wh_gap,0,gap,gap,True,False
148,2,+wh_gap,0,gap,gap,True,False
149,2,+wh_gap,0,gap,gap,True,False
150,2,+wh_gap,0,gap,gap,True,False
151,2,+wh_gap,0,gap,gap,True,False
152,2,+wh_gap,0,gap,gap,True,False
153,2,+wh_gap,0,gap,gap,True,False
154,2,+wh_gap,0,gap,gap,True,False
155,2,+wh_gap,0,gap,gap,True,False
156,2,+wh_gap,0,gap,gap,True,False
157,2,+wh_gap,0,gap,gap,True,False
158,2,+wh_gap,0,gap,gap,True,False
159,2,+wh_gap,0,gap,gap,True,False
160,2,+wh_gap,0,gap,gap,True,False
161,2,+wh_gap,0,gap,gap,True,False
162,2,+wh_gap,0,gap,gap,True,False
163,2,+wh_gap,0,gap,gap,True,False
164,2,+wh_gap,0,gap,gap,True,False
165,2,+wh_gap,0,gap,gap,True,False
166,2,+wh_gap,0,gap,gap,True,False
167,2,+wh_gap,0,gap,gap,True,False
168,2,+wh_gap,0,gap,gap,True,False
169,2,+wh_gap,0,gap,gap,True,False
170,2,+wh_gap,0,gap,gap,True,False
171,2,+wh_gap,0,gap,gap,True,False
172,2,+wh_gap,0,gap,gap,True,False
173,2,+wh_gap,0,gap,gap,True,False
174,2,+wh_gap,0,gap,gap,True,False
175,2,+wh_gap,0,gap,gap,True,False
176,2,+wh_gap,0,gap,gap,True,False
177,2,+wh_gap,0,gap,gap,True,False
178,2,+wh_gap,0,gap,gap,True,False
179,2,+wh_gap,0,gap,gap,True,False
180,2,+wh_gap,0,gap,gap,True,False
181,2,+wh_gap,0,gap,gap,True,False
182,2,+wh_gap,0,gap,gap,True,False
183,2,+wh_gap,0,gap,gap,True,False
184,2,+wh_gap,0,gap,gap,True,False
185,2,+wh_gap,0,gap,gap,True,False
186,2,+wh_gap,0,gap,gap,True,False
187,2,+wh_gap,0,gap,gap,True,False
188,2,+wh_gap,0,gap,gap,True,False
189,2,+wh_gap,0,gap,gap,True,False
190,2,+wh_gap,0,gap,gap,True,False
191,2,+wh_gap,0,gap,gap,True,False
192,2,+wh_gap,0,gap,gap,True,False
193,2,+wh_gap,0,gap,gap,True,False
194,2,+wh_gap,0,gap,gap,True,False
195,2,+wh_gap,0,gap,gap,True,False
196,2,+wh_gap,0,gap,gap,True,False
197,2,+wh_gap,0,gap,gap,True,False
198,2,+wh_gap,0,gap,gap,True,False
199,2,+wh_gap,0,gap,gap,True,False
200,5,-wh_no_gap,1,no_gap,gap,False,True
201,5,-wh_no_gap,1,no_gap,gap,False,True
202,5,-wh_no_gap,1,no_gap,gap,False,True
203,5,-wh_no_gap,1,no_gap,gap,False,True
204,5,-wh_no_gap,1,no_gap,gap,False,True
205,5,-wh_no_gap,1,no_gap,gap,False,True
206,5,-wh_no_gap,1,no_gap,gap,False,True
207,5,-wh_no_gap,1,no_gap,gap,False,True
208,5,-wh_no_gap,1,no_gap,gap,False,True
209,5,-wh_no_gap,1,no_gap,gap,False,True
210,5,-wh_no_gap,1,no_gap,gap,False,True
211,5,-wh_no_gap,1,no_gap,gap,False,True
212,5,-wh_no_gap,1,no_gap,gap,False,True
213,5,-wh_no_gap,1,no_gap,gap,False,True
214,5,-wh_no_gap,1,no_gap,gap,False,True
215,5,-wh_no_gap,1,no_gap,gap,False,True
216,5,-wh_no_gap,1,no_gap,gap,False,True
217,5,-wh_no_gap,1,no_gap,gap,False,True
218,5,-wh_no_gap,1,no_gap,gap,False,True
219,5,-wh_no_gap,1,no_gap,gap,False,True
220,5,-wh_no_gap,1,no_gap,gap,False,True
221,5,-wh_no_gap,1,no_gap,gap,False,True
222,5,-wh_no_gap,1,no_gap,gap,False,True
223,5,-wh_no_gap,1,no_gap,gap,False,True
224,5,-wh_no_gap,1,no_gap,gap,False,True
225,5,-wh_no_gap,1,no_gap,gap,False,True
226,5,-wh_no_gap,1,no_gap,gap,False,True
227,5,-wh_no_gap,1,no_gap,gap,False,True
228,5,-wh_no_gap,1,no_gap,gap,False,True
229,5,-wh_no_gap,1,no_gap,gap,False,True
230,5,-wh_no_gap,1,no_gap,gap,False,True
231,5,-wh_no_gap,1,no_gap,gap,False,True
232,5,-wh_no_gap,1,no_gap,gap,False,True
233,5,-wh_no_gap,1,no_gap,gap,False,True
234,5,-wh_no_gap,1,no_gap,gap,False,True
235,5,-wh_no_gap,1,no_gap,gap,False,True
236,5,-wh_no_gap,1,no_gap,gap,False,True
237,5,-wh_no_gap,1,no_gap,gap,False,True
238,5,-wh_no_gap,1,no_gap,gap,False,True
239,5,-wh_no_gap,1,no_gap,gap,False,True
240,5,-wh_no_gap,1,no_gap,gap,False,True
241,5,-wh_no_gap,1,no_gap,gap,False,True
242,5,-wh_no_gap,1,no_gap,gap,False,True
243,5,-wh_no_gap,1,no_gap,gap,False,True
244,5,-wh_no_gap,1,no_gap,gap,False,True
245,5,-wh_no_gap,1,no_gap,gap,False,True
246,5,-wh_no_gap,1,no_gap,gap,False,True
247,5,-wh_no_gap,1,no_gap,gap,False,True
248,5,-wh_no_gap,1,no_gap,gap,False,True
249,5,-wh_no_gap,1,no_gap,gap,False,True
250,5,-wh_no_gap,1,no_gap,gap,False,True
251,5,-wh_no_gap,1,no_gap,gap,False,True
252,5,-wh_no_gap,1,no_gap,gap,False,True
253,5,-wh_no_gap,1,no_gap,gap,False,True
254,5,-wh_no_gap,1,no_gap,gap,False,True
255,5,-wh_no_gap,1,no_gap,gap,False,True
256,5,-wh_no_gap,1,no_gap,gap,False,True
257,5,-wh_no_gap,1,no_gap,gap,False,True
258,5,-wh_no_gap,1,no_gap,gap,False,True
259,5,-wh_no_gap,1,no_gap,gap,False,True
260,5,-wh_no_gap,1,no_gap,gap,False,True
261,5,-wh_no_gap,1,no_gap,gap,False,True
262,5,-wh_no_gap,1,no_gap,gap,False,True
263,5,-wh_no_gap,1,no_gap,gap,False,True
264,5,-wh_no_gap,1,no_gap,gap,False,True
265,5,-wh_no_gap,1,no_gap,gap,False,True
266,5,-wh_no_gap,1,no_gap,gap,False,True
267,5,-wh_no_gap,1,no_gap,gap,False,True
268,5,-wh_no_gap,1,no_gap,gap,False,True
269,5,-wh_no_gap,1,no_gap,gap,False,True
270,5,-wh_no_gap,1,no_gap,gap,False,True
271,5,-wh_no_gap,1,no_gap,gap,False,True
272,5,-wh_no_gap,1,no_gap,gap,False,True
273,5,-wh_no_gap,1,no_gap,gap,False,True
274,5,-wh_no_gap,1,no_gap,gap,False,True
275,5,-wh_no_gap,1,no_gap,gap,False,True
276,5,-wh_no_gap,1,no_gap,gap,False,True
277,5,-wh_no_gap,1,no_gap,gap,False,True
278,5,-wh_no_gap,1,no_gap,gap,False,True
279,5,-wh_no_gap,1,no_gap,gap,False,True
280,5,-wh_no_gap,1,no_gap,gap,False,True
281,5,-wh_no_gap,1,no_gap,gap,False,True
282,5,-wh_no_gap,1,no_gap,gap,False,True
283,5,-wh_no_gap,1,no_gap,gap,False,True
284,5,-wh_no_gap,1,no_gap,gap,False,True
285,5,-wh_no_gap,1,no_gap,gap,False,True
286,5,-wh_no_gap,1,no_gap,gap,False,True
287,5,-wh_no_gap,1,no_gap,gap,False,True
288,5,-wh_no_gap,1,no_gap,gap,False,True
289,5,-wh_no_gap,1,no_gap,gap,False,True
290,5,-wh_no_gap,1,no_gap,gap,False,True
291,5,-wh_no_gap,1,no_gap,gap,False,True
292,5,-wh_no_gap,1,no_gap,gap,False,True
293,5,-wh_no_gap,1,no_gap,gap,False,True
294,5,-wh_no_gap,1,no_gap,gap,False,True
295,5,-wh_no_gap,1,no_gap,gap,False,True
296,5,-wh_no_gap,1,no_gap,gap,False,True
297,5,-wh_no_gap,1,no_gap,gap,False,True
298,5,-wh_no_gap,1,no_gap,gap,False,True
299,5,-wh_no_gap,1,no_gap,no_gap,True,False
300,6,+wh_gap,1,gap,gap,True,False
301,6,+wh_gap,1,gap,gap,True,False
302,6,+wh_gap,1,gap,gap,True,False
303,6,+wh_gap,1,gap,gap,True,False
304,6,+wh_gap,1,gap,gap,True,False
305,6,+wh_gap,1,gap,gap,True,False
306,6,+wh_gap,1,gap,gap,True,False
307,6,+wh_gap,1,gap,gap,True,False
308,6,+wh_gap,1,gap,gap,True,False
309,6,+wh_gap,1,gap,gap,True,False
310,6,+wh_gap,1,gap,gap,True,False
311,6,+wh_gap,1,gap,gap,True,False
312,6,+wh_gap,1,gap,gap,True,False
313,6,+wh_gap,1,gap,gap,True,False
314,6,+wh_gap,1,gap,gap,True,False
315,6,+wh_gap,1,gap,gap,True,False
316,6,+wh_gap,1,gap,gap,True,False
317,6,+wh_gap,1,gap,gap,True,False
318,6,+wh_gap,1,gap,gap,True,False
319,6,+wh_gap,1,gap,gap,True,False
320,6,+wh_gap,1,gap,gap,True,False
321,6,+wh_gap,1,gap,gap,True,False
322,6,+wh_gap,1,gap,gap,True,False
323,6,+wh_gap,1,gap,gap,True,False
324,6,+wh_gap,1,gap,gap,True,False
325,6,+wh_gap,1,gap,gap,True,False
326,6,+wh_gap,1,gap,gap,True,False
327,6,+wh_gap,1,gap,gap,True,False
328,6,+wh_gap,1,gap,gap,True,False
329,6,+wh_gap,1,gap,gap,True,False
330,6,+wh_gap,1,gap,gap,True,False
331,6,+wh_gap,1,gap,gap,True,False
332,6,+wh_gap,1,gap,gap,True,False
333,6,+wh_gap,1,gap,gap,True,False
334,6,+wh_gap,1,gap,gap,True,False
335,6,+wh_gap,1,gap,gap,True,False
336,6,+wh_gap,1,gap,gap,True,False
337,6,+wh_gap,1,gap,gap,True,False
338,6,+wh_gap,1,gap,gap,True,False
339,6,+wh_gap,1,gap,gap,True,False
340,6,+wh_gap,1,gap,gap,True,False
341,6,+wh_gap,1,gap,gap,True,False
342,6,+wh_gap,1,gap,gap,True,False
343,6,+wh_gap,1,gap,gap,True,False
344,6,+wh_gap,1,gap,gap,True,False
345,6,+wh_gap,1,gap,gap,True,False
346,6,+wh_gap,1,gap,gap,True,False
347,6,+wh_gap,1,gap,gap,True,False
348,6,+wh_gap,1,gap,gap,True,False
349,6,+wh_gap,1,gap,gap,True,False
350,6,+wh_gap,1,gap,gap,True,False
351,6,+wh_gap,1,gap,gap,True,False
352,6,+wh_gap,1,gap,gap,True,False
353,6,+wh_gap,1,gap,gap,True,False
354,6,+wh_gap,1,gap,gap,True,False
355,6,+wh_gap,1,gap,gap,True,False
356,6,+wh_gap,1,gap,gap,True,False
357,6,+wh_gap,1,gap,gap,True,False
358,6,+wh_gap,1,gap,gap,True,False
359,6,+wh_gap,1,gap,gap,True,False
360,6,+wh_gap,1,gap,gap,True,False
361,6,+wh_gap,1,gap,gap,True,False
362,6,+wh_gap,1,gap,gap,True,False
363,6,+wh_gap,1,gap,gap,True,False
364,6,+wh_gap,1,gap,gap,True,False
365,6,+wh_gap,1,gap,gap,True,False
366,6,+wh_gap,1,gap,gap,True,False
367,6,+wh_gap,1,gap,gap,True,False
368,6,+wh_gap,1,gap,gap,True,False
369,6,+wh_gap,1,gap,gap,True,False
370,6,+wh_gap,1,gap,gap,True,False
371,6,+wh_gap,1,gap,gap,True,False
372,6,+wh_gap,1,gap,gap,True,False
373,6,+wh_gap,1,gap,gap,True,False
374,6,+wh_gap,1,gap,gap,True,False
375,6,+wh_gap,1,gap,gap,True,False
376,6,+wh_gap,1,gap,gap,True,False
377,6,+wh_gap,1,gap,gap,True,False
378,6,+wh_gap,1,gap,gap,True,False
379,6,+wh_gap,1,gap,gap,True,False
380,6,+wh_gap,1,gap,gap,True,False
381,6,+wh_gap,1,gap,gap,True,False
382,6,+wh_gap,1,gap,gap,True,False
383,6,+wh_gap,1,gap,gap,True,False
384,6,+wh_gap,1,gap,gap,True,False
385,6,+wh_gap,1,gap,gap,True,False
386,6,+wh_gap,1,gap,gap,True,False
387,6,+wh_gap,1,gap,gap,True,False
388,6,+wh_gap,1,gap,gap,True,False
389,6,+wh_gap,1,gap,gap,True,False
390,6,+wh_gap,1,gap,gap,True,False
391,6,+wh_gap,1,gap,gap,True,False
392,6,+wh_gap,1,gap,gap,True,False
393,6,+wh_gap,1,gap,gap,True,False
394,6,+wh_gap,1,gap,gap,True,False
395,6,+wh_gap,1,gap,gap,True,False
396,6,+wh_gap,1,gap,gap,True,False
397,6,+wh_gap,1,gap,gap,True,False
398,6,+wh_gap,1,gap,gap,True,False
399,6,+wh_gap,1,gap,gap,True,False
400,9,-wh_no_gap,2,no_gap,gap,False,True
401,9,-wh_no_gap,2,no_gap,gap,False,True
402,9,-wh_no_gap,2,no_gap,gap,False,True
403,9,-wh_no_gap,2,no_gap,gap,False,True
404,9,-wh_no_gap,2,no_gap,gap,False,True
405,9,-wh_no_gap,2,no_gap,gap,False,True
406,9,-wh_no_gap,2,no_gap,gap,False,True
407,9,-wh_no_gap,2,no_gap,gap,False,True
408,9,-wh_no_gap,2,no_gap,gap,False,True
409,9,-wh_no_gap,2,no_gap,gap,False,True
410,9,-wh_no_gap,2,no_gap,gap,False,True
411,9,-wh_no_gap,2,no_gap,gap,False,True
412,9,-wh_no_gap,2,no_gap,gap,False,True
413,9,-wh_no_gap,2,no_gap,gap,False,True
414,9,-wh_no_gap,2,no_gap,gap,False,True
415,9,-wh_no_gap,2,no_gap,gap,False,True
416,9,-wh_no_gap,2,no_gap,gap,False,True
417,9,-wh_no_gap,2,no_gap,gap,False,True
418,9,-wh_no_gap,2,no_gap,gap,False,True
419,9,-wh_no_gap,2,no_gap,gap,False,True
420,9,-wh_no_gap,2,no_gap,gap,False,True
421,9,-wh_no_gap,2,no_gap,gap,False,True
422,9,-wh_no_gap,2,no_gap,gap,False,True
423,9,-wh_no_gap,2,no_gap,gap,False,True
424,9,-wh_no_gap,2,no_gap,gap,False,True
425,9,-wh_no_gap,2,no_gap,gap,False,True
426,9,-wh_no_gap,2,no_gap,gap,False,True
427,9,-wh_no_gap,2,no_gap,gap,False,True
428,9,-wh_no_gap,2,no_gap,gap,False,True
429,9,-wh_no_gap,2,no_gap,gap,False,True
430,9,-wh_no_gap,2,no_gap,gap,False,True
431,9,-wh_no_gap,2,no_gap,gap,False,True
432,9,-wh_no_gap,2,no_gap,gap,False,True
433,9,-wh_no_gap,2,no_gap,gap,False,True
434,9,-wh_no_gap,2,no_gap,gap,False,True
435,9,-wh_no_gap,2,no_gap,gap,False,True
436,9,-wh_no_gap,2,no_gap,gap,False,True
437,9,-wh_no_gap,2,no_gap,gap,False,True
438,9,-wh_no_gap,2,no_gap,gap,False,True
439,9,-wh_no_gap,2,no_gap,gap,False,True
440,9,-wh_no_gap,2,no_gap,gap,False,True
441,9,-wh_no_gap,2,no_gap,gap,False,True
442,9,-wh_no_gap,2,no_gap,gap,False,True
443,9,-wh_no_gap,2,no_gap,gap,False,True
444,9,-wh_no_gap,2,no_gap,gap,False,True
445,9,-wh_no_gap,2,no_gap,gap,False,True
446,9,-wh_no_gap,2,no_gap,gap,False,True
447,9,-wh_no_gap,2,no_gap,gap,False,True
448,9,-wh_no_gap,2,no_gap,gap,False,True
449,9,-wh_no_gap,2,no_gap,gap,False,True
450,9,-wh_no_gap,2,no_gap,gap,False,True
451,9,-wh_no_gap,2,no_gap,gap,False,True
452,9,-wh_no_gap,2,no_gap,gap,False,True
453,9,-wh_no_gap,2,no_gap,gap,False,True
454,9,-wh_no_gap,2,no_gap,gap,False,True
455,9,-wh_no_gap,2,no_gap,gap,False,True
456,9,-wh_no_gap,2,no_gap,gap,False,True
457,9,-wh_no_gap,2,no_gap,gap,False,True
458,9,-wh_no_gap,2,no_gap,gap,False,True
459,9,-wh_no_gap,2,no_gap,gap,False,True
460,9,-wh_no_gap,2,no_gap,gap,False,True
461,9,-wh_no_gap,2,no_gap,gap,False,True
462,9,-wh_no_gap,2,no_gap,gap,False,True
463,9,-wh_no_gap,2,no_gap,gap,False,True
464,9,-wh_no_gap,2,no_gap,gap,False,True
465,9,-wh_no_gap,2,no_gap,gap,False,True
466,9,-wh_no_gap,2,no_gap,gap,False,True
467,9,-wh_no_gap,2,no_gap,gap,False,True
468,9,-wh_no_gap,2,no_gap,gap,False,True
469,9,-wh_no_gap,2,no_gap,gap,False,True
470,9,-wh_no_gap,2,no_gap,gap,False,True
471,9,-wh_no_gap,2,no_gap,gap,False,True
472,9,-wh_no_gap,2,no_gap,gap,False,True
473,9,-wh_no_gap,2,no_gap,gap,False,True
474,9,-wh_no_gap,2,no_gap,gap,False,True
475,9,-wh_no_gap,2,no_gap,gap,False,True
476,9,-wh_no_gap,2,no_gap,gap,False,True
477,9,-wh_no_gap,2,no_gap,gap,False,True
478,9,-wh_no_gap,2,no_gap,gap,False,True
479,9,-wh_no_gap,2,no_gap,gap,False,True
480,9,-wh_no_gap,2,no_gap,gap,False,True
481,9,-wh_no_gap,2,no_gap,gap,False,True
482,9,-wh_no_gap,2,no_gap,gap,False,True
483,9,-wh_no_gap,2,no_gap,gap,False,True
484,9,-wh_no_gap,2,no_gap,gap,False,True
485,9,-wh_no_gap,2,no_gap,gap,False,True
486,9,-wh_no_gap,2,no_gap,gap,False,True
487,9,-wh_no_gap,2,no_gap,gap,False,True
488,9,-wh_no_gap,2,no_gap,gap,False,True
489,9,-wh_no_gap,2,no_gap,gap,False,True
490,9,-wh_no_gap,2,no_gap,gap,False,True
491,9,-wh_no_gap,2,no_gap,gap,False,True
492,9,-wh_no_gap,2,no_gap,gap,False,True
493,9,-wh_no_gap,2,no_gap,gap,False,True
494,9,-wh_no_gap,2,no_gap,gap,False,True
495,9,-wh_no_gap,2,no_gap,gap,False,True
496,9,-wh_no_gap,2,no_gap,gap,False,True
497,9,-wh_no_gap,2,no_gap,gap,False,True
498,9,-wh_no_gap,2,no_gap,gap,False,True
499,9,-wh_no_gap,2,no_gap,no_gap,True,False
500,10,+wh_gap,2,gap,gap,True,False
501,10,+wh_gap,2,gap,gap,True,False
502,10,+wh_gap,2,gap,gap,True,False
503,10,+wh_gap,2,gap,gap,True,False
504,10,+wh_gap,2,gap,gap,True,False
505,10,+wh_gap,2,gap,gap,True,False
506,10,+wh_gap,2,gap,gap,True,False
507,10,+wh_gap,2,gap,gap,True,False
508,10,+wh_gap,2,gap,gap,True,False
509,10,+wh_gap,2,gap,gap,True,False
510,10,+wh_gap,2,gap,gap,True,False
511,10,+wh_gap,2,gap,gap,True,False
512,10,+wh_gap,2,gap,gap,True,False
513,10,+wh_gap,2,gap,gap,True,False
514,10,+wh_gap,2,gap,gap,True,False
515,10,+wh_gap,2,gap,gap,True,False
516,10,+wh_gap,2,gap,gap,True,False
517,10,+wh_gap,2,gap,gap,True,False
518,10,+wh_gap,2,gap,gap,True,False
519,10,+wh_gap,2,gap,gap,True,False
520,10,+wh_gap,2,gap,gap,True,False
521,10,+wh_gap,2,gap,gap,True,False
522,10,+wh_gap,2,gap,gap,True,False
523,10,+wh_gap,2,gap,gap,True,False
524,10,+wh_gap,2,gap,gap,True,False
525,10,+wh_gap,2,gap,gap,True,False
526,10,+wh_gap,2,gap,gap,True,False
527,10,+wh_gap,2,gap,gap,True,False
528,10,+wh_gap,2,gap,gap,True,False
529,10,+wh_gap,2,gap,gap,True,False
530,10,+wh_gap,2,gap,gap,True,False
531,10,+wh_gap,2,gap,gap,True,False
532,10,+wh_gap,2,gap,gap,True,False
533,10,+wh_gap,2,gap,gap,True,False
534,10,+wh_gap,2,gap,gap,True,False
535,10,+wh_gap,2,gap,gap,True,False
536,10,+wh_gap,2,gap,gap,True,False
537,10,+wh_gap,2,gap,gap,True,False
538,10,+wh_gap,2,gap,gap,True,False
539,10,+wh_gap,2,gap,gap,True,False
540,10,+wh_gap,2,gap,gap,True,False
541,10,+wh_gap,2,gap,gap,True,False
542,10,+wh_gap,2,gap,gap,True,False
543,10,+wh_gap,2,gap,gap,True,False
544,10,+wh_gap,2,gap,gap,True,False
545,10,+wh_gap,2,gap,gap,True,False
546,10,+wh_gap,2,gap,gap,True,False
547,10,+wh_gap,2,gap,gap,True,False
548,10,+wh_gap,2,gap,gap,True,False
549,10,+wh_gap,2,gap,gap,True,False
550,10,+wh_gap,2,gap,gap,True,False
551,10,+wh_gap,2,gap,gap,True,False
552,10,+wh_gap,2,gap,gap,True,False
