sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean
2,yes,no,1,+wh_no_gap,The teacher reported,who,the other children claimed,,,the student,hit,a classmate,in art class.,2.46696,9.541186666666666,11.6591,11.6591,8.96323,10.7118725,,,,,3.86294,7.95242,14.1389,14.1389,4.71314,9.87167,6.72896,9.737886666666666,9.8750925,10.133180625
2,no,yes,1,-wh_gap,The teacher reported,that,the other children claimed,,,,hit,a classmate,in art class.,2.46696,9.541186666666666,2.72983,2.72983,3.55757,9.1541125,,,,,,,14.5772,14.5772,4.71314,9.87167,6.72896,9.737886666666666,10.589033333333333,9.393145714285714
2,no,no,1,-wh_no_gap,The teacher reported,that,the other children claimed,,,the student,hit,a classmate,in art class.,2.46696,9.541186666666666,2.72983,2.72983,3.55757,9.1541125,,,,,3.86294,7.95242,14.1389,14.1389,4.71314,9.87167,6.72896,9.737886666666666,9.8750925,9.185661249999999
2,yes,yes,2,+wh_gap,The teacher reported,who,the other children claimed,their friends said,,,hit,a classmate,in art class.,2.46696,9.541186666666666,11.6591,11.6591,8.96323,10.7118725,7.65437,9.394526666666668,,,,,14.6356,14.6356,4.71314,9.87167,6.72896,9.737886666666666,10.598766666666666,10.288607647058823
2,yes,no,2,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,,the student,hit,a classmate,in art class.,2.46696,9.541186666666666,11.6591,11.6591,8.96323,10.7118725,7.65437,9.394526666666668,,,4.51102,8.29781,14.1389,14.1389,4.71314,9.87167,6.72896,9.737886666666666,9.96144,10.052907894736842
2,no,yes,2,-wh_gap,The teacher reported,that,the other children claimed,their friends said,,,hit,a classmate,in art class.,2.46696,9.541186666666666,2.72983,2.72983,3.55757,9.1541125,7.65437,9.394526666666668,,,,,14.6356,14.6356,4.71314,9.87167,6.72896,9.737886666666666,10.598766666666666,9.396824705882352
2,no,no,2,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,,the student,hit,a classmate,in art class.,2.46696,9.541186666666666,2.72983,2.72983,3.55757,9.1541125,7.65437,9.394526666666668,,,4.51102,8.29781,14.1389,14.1389,4.71314,9.87167,6.72896,9.737886666666666,9.96144,9.254996842105264
2,yes,yes,3,+wh_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,,hit,a classmate,in art class.,2.46696,9.541186666666666,11.6591,11.6591,8.96323,10.7118725,7.65437,9.394526666666668,4.51102,9.9072225,,,15.446,15.446,4.71314,9.87167,6.72896,9.737886666666666,10.733833333333335,10.254553333333334
2,yes,no,3,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,the student,hit,a classmate,in art class.,2.46696,9.541186666666666,11.6591,11.6591,8.96323,10.7118725,7.65437,9.394526666666668,4.51102,9.9072225,5.24247,8.614085,14.1389,14.1389,4.71314,9.87167,6.72896,9.737886666666666,10.040508749999999,10.055073478260871
2,no,yes,3,-wh_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,,hit,a classmate,in art class.,2.46696,9.541186666666666,2.72983,2.72983,3.55757,9.1541125,7.65437,9.394526666666668,4.51102,9.9072225,,,15.446,15.446,4.71314,9.87167,6.72896,9.737886666666666,10.733833333333335,9.53263380952381
2,no,no,3,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,the student,hit,a classmate,in art class.,2.46696,9.541186666666666,2.72983,2.72983,3.55757,9.1541125,7.65437,9.394526666666668,4.51102,9.9072225,5.24247,8.614085,14.1389,14.1389,4.71314,9.87167,6.72896,9.737886666666666,10.040508749999999,9.395929565217392
3,yes,yes,0,+wh_gap,I know,who,,,,,stole,the jewels,yesterday.,8.92268,7.6410350000000005,6.55265,6.55265,,,,,,,,,11.3965,11.3965,2.13788,8.88694,17.4384,17.4384,11.652194999999999,9.777642857142856
3,yes,no,0,+wh_no_gap,I know,who,,,,the burglar,stole,the jewels,yesterday.,8.92268,7.6410350000000005,6.55265,6.55265,,,,,,,5.15736,10.84368,16.4424,16.4424,3.07283,9.354415,17.4384,17.4384,12.379498333333336,10.679078888888888
3,no,yes,0,-wh_gap,I know,that,,,,,stole,the jewels,yesterday.,8.92268,7.6410350000000005,3.01867,3.01867,,,,,,,,,18.6848,18.6848,3.07283,9.354415,17.4384,17.4384,13.7080075,10.447538571428572
3,no,no,0,-wh_no_gap,I know,that,,,,the burglar,stole,the jewels,yesterday.,8.92268,7.6410350000000005,3.01867,3.01867,,,,,,,4.26664,10.59747,16.4424,16.4424,3.07283,9.354415,17.4384,17.4384,12.297428333333334,10.23170111111111
3,yes,yes,1,+wh_gap,I know,who,my mother thinks,,,,stole,the jewels,yesterday.,8.92268,7.6410350000000005,6.55265,6.55265,15.3251,12.116573333333333,,,,,,,17.1779,17.1779,3.07283,9.354415,17.4384,17.4384,13.3312825,11.150957
3,yes,no,1,+wh_no_gap,I know,who,my mother thinks,,,the burglar,stole,the jewels,yesterday.,8.92268,7.6410350000000005,6.55265,6.55265,15.3251,12.116573333333333,,,,,4.82114,10.47227,16.4424,16.4424,3.07283,9.354415,17.4384,17.4384,12.255695000000001,10.976550833333334
3,no,yes,1,-wh_gap,I know,that,my mother thinks,,,,stole,the jewels,yesterday.,8.92268,7.6410350000000005,3.01867,3.01867,5.98349,8.766836666666666,,,,,,,17.1779,17.1779,3.07283,9.354415,17.4384,17.4384,13.3312825,9.792638
3,no,no,1,-wh_no_gap,I know,that,my mother thinks,,,the burglar,stole,the jewels,yesterday.,8.92268,7.6410350000000005,3.01867,3.01867,5.98349,8.766836666666666,,,,,4.82114,10.47227,16.4424,16.4424,3.07283,9.354415,17.4384,17.4384,12.255695000000001,9.844618333333333
3,yes,yes,2,+wh_gap,I know,who,my mother thinks,the reporter said,,,stole,the jewels,yesterday.,8.92268,7.6410350000000005,6.55265,6.55265,15.3251,12.116573333333333,4.82114,9.318033333333334,,,,,18.0025,18.0025,3.07283,9.354415,17.4384,17.4384,13.537432500000001,10.791405384615384
3,yes,no,2,+wh_no_gap,I know,who,my mother thinks,the reporter said,,the burglar,stole,the jewels,yesterday.,8.92268,7.6410350000000005,6.55265,6.55265,15.3251,12.116573333333333,4.82114,9.318033333333334,,,4.65587,10.642135,16.4424,16.4424,3.07283,9.354415,17.4384,17.4384,12.312316666666668,10.667496
3,no,yes,2,-wh_gap,I know,that,my mother thinks,the reporter said,,,stole,the jewels,yesterday.,8.92268,7.6410350000000005,3.01867,3.01867,5.98349,8.766836666666666,4.82114,9.318033333333334,,,,,18.0025,18.0025,3.07283,9.354415,17.4384,17.4384,13.537432500000001,9.746544615384614
3,no,no,2,-wh_no_gap,I know,that,my mother thinks,the reporter said,,the burglar,stole,the jewels,yesterday.,8.92268,7.6410350000000005,3.01867,3.01867,5.98349,8.766836666666666,4.82114,9.318033333333334,,,4.65587,10.642135,16.4424,16.4424,3.07283,9.354415,17.4384,17.4384,12.312316666666668,9.76195
3,yes,yes,3,+wh_gap,I know,who,my mother thinks,the reporter said,the homeowners claimed,,stole,the jewels,yesterday.,8.92268,7.6410350000000005,6.55265,6.55265,15.3251,12.116573333333333,4.82114,9.318033333333334,4.65587,11.769656666666668,,,17.7993,17.7993,3.07283,9.354415,17.4384,17.4384,13.486632499999999,10.962127500000001
3,yes,no,3,+wh_no_gap,I know,who,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,yesterday.,8.92268,7.6410350000000005,6.55265,6.55265,15.3251,12.116573333333333,4.82114,9.318033333333334,4.65587,11.769656666666668,3.86294,10.22437,16.4424,16.4424,3.07283,9.354415,17.4384,17.4384,12.173061666666667,10.80477111111111
3,no,yes,3,-wh_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,,stole,the jewels,yesterday.,8.92268,7.6410350000000005,3.01867,3.01867,5.98349,8.766836666666666,4.82114,9.318033333333334,4.65587,11.769656666666668,,,17.7993,17.7993,3.07283,9.354415,17.4384,17.4384,13.486632499999999,10.113178125
3,no,no,3,-wh_no_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,yesterday.,8.92268,7.6410350000000005,3.01867,3.01867,5.98349,8.766836666666666,4.82114,9.318033333333334,4.65587,11.769656666666668,3.86294,10.22437,16.4424,16.4424,3.07283,9.354415,17.4384,17.4384,12.173061666666667,10.050149444444443
