sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean
2,yes,no,0,+wh_no_gap,The teacher reported,who,,,,the student,hit,a classmate,in art class.,4.729313,9.030329666666667,12.867662,12.867662,,,,,,,4.384059,3.7835219999999996,10.742556,10.742556,9.102871,7.5494455,3.431941,7.580716666666667,7.018830125,8.009107666666667
2,no,yes,0,-wh_gap,The teacher reported,that,,,,,hit,a classmate,in art class.,4.729313,9.030337000000001,1.940011,1.940011,,,,,,,,,15.905615,15.905615,6.691029,7.0279405,3.211874,7.412928666666666,8.700047,8.1231304
2,no,no,0,-wh_no_gap,The teacher reported,that,,,,the student,hit,a classmate,in art class.,4.729313,9.030329666666667,1.940011,1.940011,,,,,,,2.810861,3.44309,10.002069,10.002069,5.330652,5.88305,2.910031,7.969883666666667,6.5705,6.7995833333333335
2,yes,yes,1,+wh_gap,The teacher reported,who,the other children claimed,,,,hit,a classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,,,,,,,11.061413,11.061413,7.105954,6.981577,3.169995,7.492373333333334,7.9169478333333325,8.286250571428573
2,yes,no,1,+wh_no_gap,The teacher reported,who,the other children claimed,,,the student,hit,a classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,,,,,6.821746,6.34793,9.425905,9.425905,8.663596,6.9763535,3.271036,7.621706333333332,7.367448874999999,7.96533825
2,no,yes,1,-wh_gap,The teacher reported,that,the other children claimed,,,,hit,a classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,,,,,,,16.402405,16.402405,5.842527,6.310166,3.482818,7.646253333333334,8.6602495,7.7504445
2,no,no,1,-wh_no_gap,The teacher reported,that,the other children claimed,,,the student,hit,a classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,,,,,4.481481,5.696740999999999,8.797832,8.797832,6.143517,5.851535,3.148258,7.773088666666666,6.90170625,6.9848985
2,yes,yes,2,+wh_gap,The teacher reported,who,the other children claimed,their friends said,,,hit,a classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,9.138674,8.072294666666666,,,,,10.170604,10.170604,6.485808,6.604965,3.116501,7.336789666666667,7.5651505000000006,8.12432988235294
2,yes,no,2,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,,the student,hit,a classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,9.138674,8.072294666666666,,,6.140024,6.0157575,9.271993,9.271993,8.032138,6.5835799999999995,2.868595,7.683187666666666,7.190028874999999,7.907522947368422
2,no,yes,2,-wh_gap,The teacher reported,that,the other children claimed,their friends said,,,hit,a classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,5.972706,7.131014,,,,,15.629792,15.629792,6.385353,6.517333000000001,3.49844,7.508814666666666,8.531816999999998,7.5958041176470585
2,no,no,2,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,,the student,hit,a classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,5.972706,7.131014,,,4.057027,5.6930890000000005,8.664009,8.664009,6.007292,5.6070045,3.031585,7.810623666666667,6.837008375,6.980728157894737
2,yes,yes,3,+wh_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,,hit,a classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,9.138674,8.072294666666666,6.140024,9.129483500000001,,,14.713892,14.713892,6.120499,6.4462655,2.706361,7.598131666666667,8.400136333333334,8.554355095238094
2,yes,no,3,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,the student,hit,a classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,9.138674,8.072294666666666,6.140024,9.129483500000001,4.788164,5.315112,10.366064,10.366064,5.891411,5.661365999999999,2.670873,7.825247333333333,6.97434525,8.04501743478261
2,no,yes,3,-wh_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,,hit,a classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,5.972706,7.131014,4.057027,8.240373,,,16.982824,16.982824,6.29107,6.490322000000001,3.05637,7.832422333333334,8.910122500000002,7.826666428571427
2,no,no,3,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,the student,hit,a classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,5.972706,7.131014,4.057027,8.240373,4.810955,5.892085,10.853557,10.853557,5.336259,5.456225,2.860026,7.987709,7.189163,7.322285391304348
3,yes,yes,0,+wh_gap,I know,who,,,,,stole,the jewels,yesterday.,5.770367,5.65805,8.366545,8.366545,,,,,,,,,10.924075,10.924075,1.967717,7.8344483333333335,11.020945,11.020945,8.606855,7.730009285714286
3,yes,no,0,+wh_no_gap,I know,who,,,,the burglar,stole,the jewels,yesterday.,5.770367,5.65805,8.366545,8.366545,,,,,,,5.844098,7.414717666666665,9.228027,9.228027,2.885652,7.580302333333333,10.465677,10.465677,7.744726714285713,7.389573200000001
3,no,yes,0,-wh_gap,I know,that,,,,,stole,the jewels,yesterday.,5.770367,5.65805,2.74974,2.74974,,,,,,,,,19.433996,19.433996,3.30964,9.308869666666666,10.240454,10.240454,11.84015125,8.775206428571428
3,no,no,0,-wh_no_gap,I know,that,,,,the burglar,stole,the jewels,yesterday.,5.770367,5.65805,2.74974,2.74974,,,,,,,4.424285,7.799511333333332,9.319393,9.319393,3.408626,7.907122666666666,10.705992,10.705992,8.062756428571427,7.050513499999999
3,yes,yes,1,+wh_gap,I know,who,my mother thinks,,,,stole,the jewels,yesterday.,5.770367,5.65805,8.366545,8.366545,6.617387,7.7198009999999995,,,,,,,15.664339,15.664339,2.762845,7.7500316666666675,11.790701,11.790701,9.7286085,8.175648200000001
3,yes,no,1,+wh_no_gap,I know,who,my mother thinks,,,the burglar,stole,the jewels,yesterday.,5.770362,5.658030500000001,8.36647,8.36647,6.617425,7.719843999999999,,,,,7.578625,7.989905333333333,6.878898,6.878898,4.571821,8.166904666666667,11.798867,11.798867,7.907046857142857,7.553183923076924
3,no,yes,1,-wh_gap,I know,that,my mother thinks,,,,stole,the jewels,yesterday.,5.770367,5.65805,2.74974,2.74974,5.734743,6.883720333333334,,,,,,,22.626134,22.626134,3.593608,8.428942999999999,12.771013,12.771013,11.978240750000001,8.2629964
3,no,no,1,-wh_no_gap,I know,that,my mother thinks,,,the burglar,stole,the jewels,yesterday.,5.770362,5.658030500000001,2.74972,2.74972,5.734787,6.883734666666666,,,,,5.106788,7.5360656666666666,7.221096,7.221096,3.448648,8.144599,12.347521,12.347521,7.751869999999999,6.844621153846154
3,yes,yes,2,+wh_gap,I know,who,my mother thinks,the reporter said,,,stole,the jewels,yesterday.,5.770362,5.658030500000001,8.36647,8.36647,6.617425,7.719843999999999,7.578625,9.767058333333333,,,,,14.962119,14.962119,2.776556,8.407385,12.288983,12.288983,10.0460685,8.640577846153846
3,yes,no,2,+wh_no_gap,I know,who,my mother thinks,the reporter said,,the burglar,stole,the jewels,yesterday.,5.770357,5.658020499999999,8.366485,8.366485,6.617434,7.719849333333333,7.578628,9.767077666666667,,,6.283997,7.864159999999999,5.723589,5.723589,4.161869,8.25323,12.028734,12.028734,7.7251084285714295,7.888691625
3,no,yes,2,-wh_gap,I know,that,my mother thinks,the reporter said,,,stole,the jewels,yesterday.,5.770362,5.658030500000001,2.74972,2.74972,5.734787,6.883734666666666,5.106788,9.505022666666667,,,,,20.521103,20.521103,2.93977,8.694984333333332,12.497478,12.497478,11.651514,8.449085307692307
3,no,no,2,-wh_no_gap,I know,that,my mother thinks,the reporter said,,the burglar,stole,the jewels,yesterday.,5.770357,5.658020499999999,2.749692,2.749692,5.734779,6.883731,5.106794,9.505020666666667,,,4.148107,6.832542333333333,6.254602,6.254602,2.990677,8.138502,12.364475,12.364475,7.309676428571428,7.1499826875
3,yes,yes,3,+wh_gap,I know,who,my mother thinks,the reporter said,the homeowners claimed,,stole,the jewels,yesterday.,5.770357,5.658020499999999,8.366485,8.366485,6.617434,7.719849333333333,7.578628,9.767077666666667,6.283997,12.106082333333333,,,11.650354,11.650354,2.249278,8.166100666666667,12.846668,12.846668,9.037164,9.038138125
3,yes,no,3,+wh_no_gap,I know,who,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,yesterday.,5.770357,5.658020499999999,8.366485,8.366485,6.617434,7.719849333333333,7.578628,9.767077666666667,6.283997,12.106082333333333,5.527408,4.918063666666666,4.148007,4.148007,3.53376,8.475133999999999,12.761051,12.761051,6.332514285714287,8.041534421052633
3,no,yes,3,-wh_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,,stole,the jewels,yesterday.,5.770357,5.658020499999999,2.749692,2.749692,5.734779,6.883731,5.106794,9.505020666666667,4.148107,10.757496333333334,,,16.159392,16.159392,2.134969,8.261896666666667,13.081498,13.081498,10.2362705,8.5280974375
3,no,no,3,-wh_no_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,yesterday.,5.770357,5.658020499999999,2.749692,2.749692,5.734779,6.883731,5.106794,9.505020666666667,4.148107,10.757496333333334,3.012498,4.344505333333333,4.845274,4.845274,2.915688,8.487651999999999,13.174314,13.174314,6.1916780000000005,7.307695947368422
