sentence_group,wh,gap,levels_of_embedding,condition,main_clause,complementiser,embedding_1,embedding_2,embedding_3,subject,verb,object,continuation,main_clause_surprisal,main_clause_surprisal_mean,complementiser_surprisal,complementiser_surprisal_mean,embedding_1_surprisal,embedding_1_surprisal_mean,embedding_2_surprisal,embedding_2_surprisal_mean,embedding_3_surprisal,embedding_3_surprisal_mean,subject_surprisal,subject_surprisal_mean,verb_surprisal,verb_surprisal_mean,object_surprisal,object_surprisal_mean,continuation_surprisal,continuation_surprisal_mean,semi_local_surprisal_mean,global_surprisal_mean
1,no,yes,2,-wh_gap,The assistant knew,that,the security guard said,his manager believed,,the secretary,impressed,,at the meeting.,4.729281,11.913095666666665,3.218776,3.218776,3.439831,6.44130925,6.105785,8.781686333333333,,,2.533421,7.1364495,18.223476,18.223476,,,7.710845,4.555777666666667,4.555777666666667,8.072474529411764
1,no,no,2,-wh_no_gap,The assistant knew,that,the security guard said,his manager believed,,the secretary,impressed,the director,at the meeting.,4.729281,11.913095666666665,3.218776,3.218776,3.439831,6.44130925,6.105785,8.781686333333333,,,2.533421,7.1364495,18.223476,18.223476,3.819975,5.238655,6.107353,4.220519333333333,4.6277736,7.721242210526316
1,yes,yes,3,+wh_gap,The assistant knew,who,the security guard said,his manager believed,the junior associate claimed,the secretary,impressed,,at the meeting.,4.729281,11.913095666666665,6.747629,6.747629,3.798587,6.829399,7.988609,9.068859333333334,7.776745,10.820231249999999,6.729325,9.589218,17.824839,17.824839,,,6.675016,4.742183666666667,4.742183666666667,9.120087666666667
1,yes,no,3,+wh_no_gap,The assistant knew,who,the security guard said,his manager believed,the junior associate claimed,the secretary,impressed,the director,at the meeting.,4.729281,11.913095666666665,6.747629,6.747629,3.798587,6.829399,7.988609,9.068859333333334,7.776745,10.820231249999999,6.729325,9.589218,17.824839,17.824839,5.726982,6.300055499999999,5.742948,4.377717333333334,5.146652599999999,8.827328391304349
1,no,yes,3,-wh_gap,The assistant knew,that,the security guard said,his manager believed,the junior associate claimed,the secretary,impressed,,at the meeting.,4.729281,11.913095666666665,3.218776,3.218776,3.439831,6.44130925,6.105785,8.781686333333333,2.533421,9.631353,4.167671,8.137572500000001,17.521422,17.521422,,,8.130798,5.147232333333333,5.147232333333333,8.51581119047619
1,no,no,3,-wh_no_gap,The assistant knew,that,the security guard said,his manager believed,the junior associate claimed,the secretary,impressed,the director,at the meeting.,4.729281,11.913095666666665,3.218776,3.218776,3.439831,6.44130925,6.105785,8.781686333333333,2.533421,9.631353,4.167671,8.137572500000001,17.521422,17.521422,4.500913,5.667789,6.077594,4.351083666666667,4.877765800000001,8.164311608695652
2,yes,yes,0,+wh_gap,The teacher reported,who,,,,the student,hit,,in art class.,4.729313,9.030337000000001,12.867662,12.867662,,,,,,,4.384059,3.7835324999999997,10.74255,10.74255,,,4.623034,8.325689666666667,8.325689666666667,8.3245357
2,yes,no,0,+wh_no_gap,The teacher reported,who,,,,the student,hit,her classmate,in art class.,4.729313,9.030329666666667,12.867662,12.867662,,,,,,,4.384059,3.7835219999999996,10.742556,10.742556,6.948834,9.785555500000001,3.169133,7.977909999999999,8.700968200000002,8.481091
2,no,yes,0,-wh_gap,The teacher reported,that,,,,the student,hit,,in art class.,4.729313,9.030337000000001,1.940011,1.940011,,,,,,,2.810861,3.44309,10.002047,10.002047,,,7.125513,10.155969333333333,10.155969333333333,7.6387157000000006
2,no,no,0,-wh_no_gap,The teacher reported,that,,,,the student,hit,her classmate,in art class.,4.729313,9.030329666666667,1.940011,1.940011,,,,,,,2.810861,3.44309,10.002069,10.002069,1.44052,6.6979055,2.637684,8.420849,7.731671600000001,7.048133916666667
2,yes,yes,1,+wh_gap,The teacher reported,who,the other children claimed,,,the student,hit,,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,,,,,6.821746,6.34793,9.425905,9.425905,,,4.772396,8.625449333333334,8.625449333333334,8.321709571428572
2,yes,no,1,+wh_no_gap,The teacher reported,who,the other children claimed,,,the student,hit,her classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,,,,,6.821746,6.34793,9.425905,9.425905,2.657785,8.093304999999999,2.808721,8.134454333333332,8.1179946,8.2010974375
2,no,yes,1,-wh_gap,The teacher reported,that,the other children claimed,,,the student,hit,,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,,,,,4.481481,5.696740999999999,8.797832,8.797832,,,9.312918,10.704367333333332,10.704367333333332,7.774938714285715
2,no,no,1,-wh_no_gap,The teacher reported,that,the other children claimed,,,the student,hit,her classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,,,,,4.481481,5.696740999999999,8.797832,8.797832,1.416432,7.063985,2.779472,8.348522333333333,7.834707399999999,7.244348562499999
2,yes,yes,2,+wh_gap,The teacher reported,who,the other children claimed,their friends said,,the student,hit,,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,9.138674,8.072294666666666,,,6.140024,6.0157575,9.271993,9.271993,,,5.094851,8.642665666666668,8.642665666666668,8.232600588235295
2,yes,no,2,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,,the student,hit,her classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,9.138674,8.072294666666666,,,6.140024,6.0157575,9.271993,9.271993,2.740686,7.7145090000000005,2.323179,8.190916666666666,8.0003536,8.106735842105264
2,no,yes,2,-wh_gap,The teacher reported,that,the other children claimed,their friends said,,the student,hit,,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,5.972706,7.131014,,,4.057027,5.6930890000000005,8.664009,8.664009,,,9.664948,10.436744,10.436744,7.605775705882352
2,no,no,2,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,,the student,hit,her classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,5.972706,7.131014,,,4.057027,5.6930890000000005,8.664009,8.664009,2.034521,7.1074295,2.578828,8.390482666666667,7.8772614,7.230224315789473
2,yes,yes,3,+wh_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,the student,hit,,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,9.138674,8.072294666666666,6.140024,9.129483500000001,4.788164,5.315112,10.366064,10.366064,,,8.098722,9.980670000000002,9.980670000000002,8.579949380952382
2,yes,no,3,+wh_no_gap,The teacher reported,who,the other children claimed,their friends said,the teaching assistant stated,the student,hit,her classmate,in art class.,4.729281,9.030319999999998,12.867736,12.867736,4.384098,7.13678125,9.138674,8.072294666666666,6.140024,9.129483500000001,4.788164,5.315112,10.366064,10.366064,1.557437,6.4124765,2.194034,8.309617666666666,7.550761200000001,8.173510130434783
2,no,yes,3,-wh_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,the student,hit,,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,5.972706,7.131014,4.057027,8.240373,4.810955,5.892085,10.853557,10.853557,,,9.801511,10.749315999999999,10.749315999999999,7.894520714285714
2,no,no,3,-wh_no_gap,The teacher reported,that,the other children claimed,their friends said,the teaching assistant stated,the student,hit,her classmate,in art class.,4.729281,9.030319999999998,1.939998,1.939998,2.810862,6.878442,5.972706,7.131014,4.057027,8.240373,4.810955,5.892085,10.853557,10.853557,1.634862,6.586807,2.42689,8.533974333333333,7.7551074,7.491848869565215
3,yes,yes,0,+wh_gap,I know,what,,,,the burglar,stole,,yesterday.,5.770367,5.65805,4.510479,4.510479,,,,,,,6.346878,8.705834000000001,11.004137,9.649716,,,8.295295,8.295295,8.295295,7.655439125
3,yes,no,0,+wh_no_gap,I know,what,,,,the burglar,stole,the jewels,yesterday.,5.770367,5.65805,4.510479,4.510479,,,,,,,6.346878,8.705826333333333,11.004143,11.004143,7.78074,9.036821666666667,10.317821,10.317821,9.036821666666667,8.0058666
3,no,yes,0,-wh_gap,I know,that,,,,the burglar,stole,,yesterday.,5.770367,5.65805,2.74974,2.74974,,,,,,,4.424285,7.799511333333332,9.319384,11.820937,,,14.32249,14.32249,14.32249,7.638281
3,no,no,0,-wh_no_gap,I know,that,,,,the burglar,stole,the jewels,yesterday.,5.770367,5.65805,2.74974,2.74974,,,,,,,4.424285,7.799511333333332,9.319393,9.319393,3.408626,7.907122666666666,10.705992,10.705992,7.907122666666666,7.050513499999999
3,yes,yes,1,+wh_gap,I know,what,my mother thinks,,,the burglar,stole,,yesterday.,5.770367,5.65805,4.510479,4.510479,8.177786,6.181045666666666,,,,,10.087469,9.849165,9.041336,9.134927,,,9.228518,9.228518,9.228518,7.471551363636363
3,yes,no,1,+wh_no_gap,I know,what,my mother thinks,,,the burglar,stole,the jewels,yesterday.,5.770362,5.658030500000001,4.510481,4.510481,8.177812,6.181102,,,,,10.087496,9.849181333333332,9.041325,9.041325,7.359742,8.806105,11.102166,11.102166,8.806105,7.644387076923076
3,no,yes,1,-wh_gap,I know,that,my mother thinks,,,the burglar,stole,,yesterday.,5.770367,5.65805,2.74974,2.74974,5.734743,6.883717,,,,,5.106781,7.536048333333334,7.221165,11.2953275,,,15.36949,15.36949,15.36949,7.26507190909091
3,no,no,1,-wh_no_gap,I know,that,my mother thinks,,,the burglar,stole,the jewels,yesterday.,5.770362,5.658030500000001,2.74972,2.74972,5.734787,6.883734666666666,,,,,5.106788,7.5360656666666666,7.221096,7.221096,3.448648,8.144599,12.347521,12.347521,8.144599,6.844621153846154
3,yes,yes,2,+wh_gap,I know,what,my mother thinks,the reporter said,,the burglar,stole,,yesterday.,5.770357,5.658020499999999,4.510475,4.510475,8.177824,6.181100666666666,10.087462,9.425352333333334,,,9.018994,10.093415,7.650794,9.316861,,,10.982928,10.982928,10.982928,7.968560142857143
3,yes,no,2,+wh_no_gap,I know,what,my mother thinks,the reporter said,,the burglar,stole,the jewels,yesterday.,5.770357,5.658020499999999,4.510475,4.510475,8.177824,6.181100666666666,10.087462,9.425352333333334,,,9.018994,10.093415,7.650794,7.650794,4.877341,8.17593,11.184676,11.184676,8.17593,7.819044
3,no,yes,2,-wh_gap,I know,that,my mother thinks,the reporter said,,the burglar,stole,,yesterday.,5.770357,5.658020499999999,2.749692,2.749692,5.734779,6.883731,5.106794,9.505020666666667,,,4.148107,6.832542333333333,6.254602,11.089033,,,15.923464,15.923464,15.923464,7.564834357142857
3,no,no,2,-wh_no_gap,I know,that,my mother thinks,the reporter said,,the burglar,stole,the jewels,yesterday.,5.770357,5.658020499999999,2.749692,2.749692,5.734779,6.883731,5.106794,9.505020666666667,,,4.148107,6.832542333333333,6.254602,6.254602,2.990677,8.138502,12.364475,12.364475,8.138502,7.1499826875
3,yes,yes,3,+wh_gap,I know,what,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,,yesterday.,5.770357,5.658020499999999,4.510475,4.510475,8.177824,6.181100666666666,10.087462,9.425352333333334,9.018994,13.158749666666665,5.87636,5.207870333333333,4.757385,9.461518,,,14.165651,14.165651,14.165651,8.039339470588235
3,yes,no,3,+wh_no_gap,I know,what,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,yesterday.,5.770357,5.658020499999999,4.510475,4.510475,8.177824,6.181100666666666,10.087462,9.425352333333334,9.018994,13.158749666666665,5.87636,5.207870333333333,4.757385,4.757385,3.574184,8.372154666666667,12.351277,12.351277,8.372154666666667,7.769451789473685
3,no,yes,3,-wh_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,,yesterday.,5.770357,5.658020499999999,2.749692,2.749692,5.734779,6.883731,5.106794,9.505020666666667,4.148107,10.757496333333334,3.012498,4.344505333333333,4.845274,10.9611195,,,17.076965,17.076965,17.076965,7.674131294117647
3,no,no,3,-wh_no_gap,I know,that,my mother thinks,the reporter said,the homeowners claimed,the burglar,stole,the jewels,yesterday.,5.770357,5.658020499999999,2.749692,2.749692,5.734779,6.883731,5.106794,9.505020666666667,4.148107,10.757496333333334,3.012498,4.344505333333333,4.845274,4.845274,2.915688,8.487651999999999,13.174314,13.174314,8.487651999999999,7.307695947368422
