,sentence_start,condition,levels_of_embedding,sentence_id,next_token_POS
77,I know that,-wh_no_gap,0,1,PRON
78,I know that,-wh_no_gap,0,1,PRON
79,I know that,-wh_no_gap,0,1,PRON
80,I know that,-wh_no_gap,0,1,PROPN
81,I know that,-wh_no_gap,0,1,PROPN
82,I know that,-wh_no_gap,0,1,AUX
83,I know that,-wh_no_gap,0,1,NOUN
84,I know that,-wh_no_gap,0,1,ADJ
85,I know that,-wh_no_gap,0,1,ADV
86,I know that,-wh_no_gap,0,1,PRON
87,I know that,-wh_no_gap,0,1,PRON
88,I know that,-wh_no_gap,0,1,PRON
89,I know that,-wh_no_gap,0,1,AUX
90,I know that,-wh_no_gap,0,1,PRON
91,I know that,-wh_no_gap,0,1,NOUN
92,I know that,-wh_no_gap,0,1,PROPN
93,I know that,-wh_no_gap,0,1,PRON
94,I know that,-wh_no_gap,0,1,ADP
95,I know that,-wh_no_gap,0,1,NOUN
96,I know that,-wh_no_gap,0,1,NOUN
97,I know that,-wh_no_gap,0,1,PRON
98,I know that,-wh_no_gap,0,1,PUNCT
99,I know that,-wh_no_gap,0,1,NOUN
100,I know who,+wh_gap,0,2,PRON
101,I know who,+wh_gap,0,2,VERB
102,I know who,+wh_gap,0,2,VERB
103,I know who,+wh_gap,0,2,AUX
104,I know who,+wh_gap,0,2,VERB
105,I know who,+wh_gap,0,2,PRON
106,I know who,+wh_gap,0,2,PRON
107,I know who,+wh_gap,0,2,PRON
108,I know who,+wh_gap,0,2,PRON
109,I know who,+wh_gap,0,2,VERB
110,I know who,+wh_gap,0,2,VERB
111,I know who,+wh_gap,0,2,PRON
112,I know who,+wh_gap,0,2,PRON
113,I know who,+wh_gap,0,2,AUX
114,I know who,+wh_gap,0,2,ADV
115,I know who,+wh_gap,0,2,PRON
116,I know who,+wh_gap,0,2,PRON
117,I know who,+wh_gap,0,2,PRON
118,I know who,+wh_gap,0,2,PRON
119,I know who,+wh_gap,0,2,PROPN
120,I know who,+wh_gap,0,2,AUX
121,I know who,+wh_gap,0,2,VERB
122,I know who,+wh_gap,0,2,VERB
123,I know who,+wh_gap,0,2,PRON
124,I know who,+wh_gap,0,2,PRON
125,I know who,+wh_gap,0,2,PRON
126,I know who,+wh_gap,0,2,PRON
127,I know who,+wh_gap,0,2,VERB
128,I know who,+wh_gap,0,2,PRON
129,I know who,+wh_gap,0,2,PRON
130,I know who,+wh_gap,0,2,PRON
131,I know who,+wh_gap,0,2,ADP
132,I know who,+wh_gap,0,2,PRON
133,I know who,+wh_gap,0,2,PRON
134,I know who,+wh_gap,0,2,PRON
135,I know who,+wh_gap,0,2,PRON
136,I know who,+wh_gap,0,2,PRON
137,I know who,+wh_gap,0,2,VERB
138,I know who,+wh_gap,0,2,VERB
139,I know who,+wh_gap,0,2,VERB
140,I know who,+wh_gap,0,2,PRON
141,I know who,+wh_gap,0,2,VERB
142,I know who,+wh_gap,0,2,PRON
143,I know who,+wh_gap,0,2,VERB
144,I know who,+wh_gap,0,2,VERB
145,I know who,+wh_gap,0,2,VERB
146,I know who,+wh_gap,0,2,VERB
147,I know who,+wh_gap,0,2,AUX
148,I know who,+wh_gap,0,2,AUX
149,I know who,+wh_gap,0,2,PRON
150,I know who,+wh_gap,0,2,VERB
151,I know who,+wh_gap,0,2,PRON
152,I know who,+wh_gap,0,2,VERB
153,I know who,+wh_gap,0,2,PRON
154,I know who,+wh_gap,0,2,PRON
155,I know who,+wh_gap,0,2,PRON
156,I know who,+wh_gap,0,2,VERB
157,I know who,+wh_gap,0,2,CCONJ
158,I know who,+wh_gap,0,2,VERB
159,I know who,+wh_gap,0,2,VERB
160,I know who,+wh_gap,0,2,ADV
161,I know who,+wh_gap,0,2,PRON
162,I know who,+wh_gap,0,2,PRON
163,I know who,+wh_gap,0,2,PRON
164,I know who,+wh_gap,0,2,PART
165,I know who,+wh_gap,0,2,VERB
166,I know who,+wh_gap,0,2,VERB
167,I know who,+wh_gap,0,2,PRON
168,I know who,+wh_gap,0,2,PRON
169,I know who,+wh_gap,0,2,PRON
170,I know who,+wh_gap,0,2,ADP
171,I know who,+wh_gap,0,2,PRON
172,I know who,+wh_gap,0,2,PRON
173,I know who,+wh_gap,0,2,PRON
174,I know who,+wh_gap,0,2,VERB
175,I know who,+wh_gap,0,2,PRON
176,I know who,+wh_gap,0,2,VERB
177,I know who,+wh_gap,0,2,PART
178,I know who,+wh_gap,0,2,VERB
179,I know who,+wh_gap,0,2,VERB
180,I know who,+wh_gap,0,2,VERB
181,I know who,+wh_gap,0,2,VERB
182,I know who,+wh_gap,0,2,PRON
183,I know who,+wh_gap,0,2,PRON
184,I know who,+wh_gap,0,2,VERB
185,I know who,+wh_gap,0,2,PRON
186,I know who,+wh_gap,0,2,PRON
187,I know who,+wh_gap,0,2,AUX
188,I know who,+wh_gap,0,2,VERB
189,I know who,+wh_gap,0,2,PART
190,I know who,+wh_gap,0,2,PRON
191,I know who,+wh_gap,0,2,PRON
192,I know who,+wh_gap,0,2,PRON
193,I know who,+wh_gap,0,2,VERB
194,I know who,+wh_gap,0,2,PRON
195,I know who,+wh_gap,0,2,PRON
196,I know who,+wh_gap,0,2,PRON
197,I know who,+wh_gap,0,2,PRON
198,I know who,+wh_gap,0,2,VERB
199,I know who,+wh_gap,0,2,VERB
200,I know that our mother said,-wh_no_gap,1,5,NOUN
201,I know that our mother said,-wh_no_gap,1,5,PRON
202,I know that our mother said,-wh_no_gap,1,5,SCONJ
203,I know that our mother said,-wh_no_gap,1,5,SCONJ
204,I know that our mother said,-wh_no_gap,1,5,PRON
205,I know that our mother said,-wh_no_gap,1,5,ADP
206,I know that our mother said,-wh_no_gap,1,5,PRON
207,I know that our mother said,-wh_no_gap,1,5,PUNCT
208,I know that our mother said,-wh_no_gap,1,5,ADP
209,I know that our mother said,-wh_no_gap,1,5,PUNCT
210,I know that our mother said,-wh_no_gap,1,5,PUNCT
211,I know that our mother said,-wh_no_gap,1,5,ADP
212,I know that our mother said,-wh_no_gap,1,5,PRON
213,I know that our mother said,-wh_no_gap,1,5,PUNCT
214,I know that our mother said,-wh_no_gap,1,5,PRON
215,I know that our mother said,-wh_no_gap,1,5,SCONJ
216,I know that our mother said,-wh_no_gap,1,5,PRON
217,I know that our mother said,-wh_no_gap,1,5,ADP
218,I know that our mother said,-wh_no_gap,1,5,PUNCT
219,I know that our mother said,-wh_no_gap,1,5,ADV
220,I know that our mother said,-wh_no_gap,1,5,SCONJ
221,I know that our mother said,-wh_no_gap,1,5,PRON
222,I know that our mother said,-wh_no_gap,1,5,NOUN
223,I know that our mother said,-wh_no_gap,1,5,PUNCT
224,I know that our mother said,-wh_no_gap,1,5,SCONJ
225,I know that our mother said,-wh_no_gap,1,5,ADP
226,I know that our mother said,-wh_no_gap,1,5,NOUN
227,I know that our mother said,-wh_no_gap,1,5,ADP
228,I know that our mother said,-wh_no_gap,1,5,VERB
229,I know that our mother said,-wh_no_gap,1,5,NOUN
230,I know that our mother said,-wh_no_gap,1,5,PUNCT
231,I know that our mother said,-wh_no_gap,1,5,PRON
232,I know that our mother said,-wh_no_gap,1,5,SCONJ
233,I know that our mother said,-wh_no_gap,1,5,SCONJ
234,I know that our mother said,-wh_no_gap,1,5,SCONJ
235,I know that our mother said,-wh_no_gap,1,5,ADP
236,I know that our mother said,-wh_no_gap,1,5,VERB
237,I know that our mother said,-wh_no_gap,1,5,ADV
238,I know that our mother said,-wh_no_gap,1,5,PUNCT
239,I know that our mother said,-wh_no_gap,1,5,PRON
240,I know that our mother said,-wh_no_gap,1,5,SCONJ
241,I know that our mother said,-wh_no_gap,1,5,PRON
242,I know that our mother said,-wh_no_gap,1,5,NOUN
243,I know that our mother said,-wh_no_gap,1,5,PRON
244,I know that our mother said,-wh_no_gap,1,5,SCONJ
245,I know that our mother said,-wh_no_gap,1,5,PRON
246,I know that our mother said,-wh_no_gap,1,5,ADV
247,I know that our mother said,-wh_no_gap,1,5,PUNCT
248,I know that our mother said,-wh_no_gap,1,5,ADV
249,I know that our mother said,-wh_no_gap,1,5,PRON
250,I know that our mother said,-wh_no_gap,1,5,SCONJ
251,I know that our mother said,-wh_no_gap,1,5,PRON
252,I know that our mother said,-wh_no_gap,1,5,PRON
253,I know that our mother said,-wh_no_gap,1,5,ADP
254,I know that our mother said,-wh_no_gap,1,5,PRON
255,I know that our mother said,-wh_no_gap,1,5,SCONJ
256,I know that our mother said,-wh_no_gap,1,5,ADP
257,I know that our mother said,-wh_no_gap,1,5,PRON
258,I know that our mother said,-wh_no_gap,1,5,PRON
259,I know that our mother said,-wh_no_gap,1,5,PRON
260,I know that our mother said,-wh_no_gap,1,5,SCONJ
261,I know that our mother said,-wh_no_gap,1,5,PUNCT
262,I know that our mother said,-wh_no_gap,1,5,SCONJ
263,I know that our mother said,-wh_no_gap,1,5,PART
264,I know that our mother said,-wh_no_gap,1,5,SCONJ
265,I know that our mother said,-wh_no_gap,1,5,SCONJ
266,I know that our mother said,-wh_no_gap,1,5,ADP
267,I know that our mother said,-wh_no_gap,1,5,PRON
268,I know that our mother said,-wh_no_gap,1,5,SCONJ
269,I know that our mother said,-wh_no_gap,1,5,SCONJ
270,I know that our mother said,-wh_no_gap,1,5,PRON
271,I know that our mother said,-wh_no_gap,1,5,SCONJ
272,I know that our mother said,-wh_no_gap,1,5,ADP
273,I know that our mother said,-wh_no_gap,1,5,PUNCT
274,I know that our mother said,-wh_no_gap,1,5,PRON
275,I know that our mother said,-wh_no_gap,1,5,PUNCT
276,I know that our mother said,-wh_no_gap,1,5,SCONJ
277,I know that our mother said,-wh_no_gap,1,5,SCONJ
278,I know that our mother said,-wh_no_gap,1,5,ADJ
279,I know that our mother said,-wh_no_gap,1,5,PRON
280,I know that our mother said,-wh_no_gap,1,5,PRON
281,I know that our mother said,-wh_no_gap,1,5,PRON
282,I know that our mother said,-wh_no_gap,1,5,PRON
283,I know that our mother said,-wh_no_gap,1,5,PRON
284,I know that our mother said,-wh_no_gap,1,5,PRON
285,I know that our mother said,-wh_no_gap,1,5,SCONJ
286,I know that our mother said,-wh_no_gap,1,5,ADV
287,I know that our mother said,-wh_no_gap,1,5,PRON
288,I know that our mother said,-wh_no_gap,1,5,PUNCT
289,I know that our mother said,-wh_no_gap,1,5,ADP
290,I know that our mother said,-wh_no_gap,1,5,ADP
291,I know that our mother said,-wh_no_gap,1,5,PRON
292,I know that our mother said,-wh_no_gap,1,5,PRON
293,I know that our mother said,-wh_no_gap,1,5,PRON
294,I know that our mother said,-wh_no_gap,1,5,PRON
295,I know that our mother said,-wh_no_gap,1,5,PRON
296,I know that our mother said,-wh_no_gap,1,5,PRON
297,I know that our mother said,-wh_no_gap,1,5,PUNCT
298,I know that our mother said,-wh_no_gap,1,5,ADV
299,I know that our mother said,-wh_no_gap,1,5,ADP
300,I know who our mother said,+wh_gap,1,6,PRON
301,I know who our mother said,+wh_gap,1,6,ADP
302,I know who our mother said,+wh_gap,1,6,PRON
303,I know who our mother said,+wh_gap,1,6,ADP
304,I know who our mother said,+wh_gap,1,6,ADP
305,I know who our mother said,+wh_gap,1,6,PRON
306,I know who our mother said,+wh_gap,1,6,PRON
307,I know who our mother said,+wh_gap,1,6,PRON
308,I know who our mother said,+wh_gap,1,6,SCONJ
309,I know who our mother said,+wh_gap,1,6,VERB
310,I know who our mother said,+wh_gap,1,6,SCONJ
311,I know who our mother said,+wh_gap,1,6,PUNCT
312,I know who our mother said,+wh_gap,1,6,AUX
313,I know who our mother said,+wh_gap,1,6,PUNCT
314,I know who our mother said,+wh_gap,1,6,PUNCT
315,I know who our mother said,+wh_gap,1,6,AUX
316,I know who our mother said,+wh_gap,1,6,PRON
317,I know who our mother said,+wh_gap,1,6,AUX
318,I know who our mother said,+wh_gap,1,6,PRON
319,I know who our mother said,+wh_gap,1,6,SCONJ
320,I know who our mother said,+wh_gap,1,6,PROPN
321,I know who our mother said,+wh_gap,1,6,PUNCT
322,I know who our mother said,+wh_gap,1,6,PRON
323,I know who our mother said,+wh_gap,1,6,ADP
324,I know who our mother said,+wh_gap,1,6,AUX
325,I know who our mother said,+wh_gap,1,6,ADJ
326,I know who our mother said,+wh_gap,1,6,ADV
327,I know who our mother said,+wh_gap,1,6,PRON
328,I know who our mother said,+wh_gap,1,6,ADP
329,I know who our mother said,+wh_gap,1,6,PRON
330,I know who our mother said,+wh_gap,1,6,AUX
331,I know who our mother said,+wh_gap,1,6,ADP
332,I know who our mother said,+wh_gap,1,6,PUNCT
333,I know who our mother said,+wh_gap,1,6,ADP
334,I know who our mother said,+wh_gap,1,6,PRON
335,I know who our mother said,+wh_gap,1,6,ADP
336,I know who our mother said,+wh_gap,1,6,AUX
337,I know who our mother said,+wh_gap,1,6,PRON
338,I know who our mother said,+wh_gap,1,6,PRON
339,I know who our mother said,+wh_gap,1,6,PRON
340,I know who our mother said,+wh_gap,1,6,PRON
341,I know who our mother said,+wh_gap,1,6,AUX
342,I know who our mother said,+wh_gap,1,6,PRON
343,I know who our mother said,+wh_gap,1,6,PRON
344,I know who our mother said,+wh_gap,1,6,PUNCT
345,I know who our mother said,+wh_gap,1,6,AUX
346,I know who our mother said,+wh_gap,1,6,PRON
347,I know who our mother said,+wh_gap,1,6,AUX
348,I know who our mother said,+wh_gap,1,6,ADP
349,I know who our mother said,+wh_gap,1,6,PUNCT
350,I know who our mother said,+wh_gap,1,6,PRON
351,I know who our mother said,+wh_gap,1,6,PRON
352,I know who our mother said,+wh_gap,1,6,PRON
353,I know who our mother said,+wh_gap,1,6,PRON
354,I know who our mother said,+wh_gap,1,6,PRON
355,I know who our mother said,+wh_gap,1,6,PRON
356,I know who our mother said,+wh_gap,1,6,SCONJ
357,I know who our mother said,+wh_gap,1,6,PRON
358,I know who our mother said,+wh_gap,1,6,PRON
359,I know who our mother said,+wh_gap,1,6,PRON
360,I know who our mother said,+wh_gap,1,6,PRON
361,I know who our mother said,+wh_gap,1,6,ADP
362,I know who our mother said,+wh_gap,1,6,PRON
363,I know who our mother said,+wh_gap,1,6,PRON
364,I know who our mother said,+wh_gap,1,6,PRON
365,I know who our mother said,+wh_gap,1,6,AUX
366,I know who our mother said,+wh_gap,1,6,VERB
367,I know who our mother said,+wh_gap,1,6,PRON
368,I know who our mother said,+wh_gap,1,6,PUNCT
369,I know who our mother said,+wh_gap,1,6,ADP
370,I know who our mother said,+wh_gap,1,6,AUX
371,I know who our mother said,+wh_gap,1,6,SCONJ
372,I know who our mother said,+wh_gap,1,6,AUX
373,I know who our mother said,+wh_gap,1,6,PRON
374,I know who our mother said,+wh_gap,1,6,PRON
375,I know who our mother said,+wh_gap,1,6,ADP
376,I know who our mother said,+wh_gap,1,6,PRON
377,I know who our mother said,+wh_gap,1,6,AUX
378,I know who our mother said,+wh_gap,1,6,ADV
379,I know who our mother said,+wh_gap,1,6,PRON
380,I know who our mother said,+wh_gap,1,6,AUX
381,I know who our mother said,+wh_gap,1,6,SCONJ
382,I know who our mother said,+wh_gap,1,6,PRON
383,I know who our mother said,+wh_gap,1,6,AUX
384,I know who our mother said,+wh_gap,1,6,PRON
385,I know who our mother said,+wh_gap,1,6,PROPN
386,I know who our mother said,+wh_gap,1,6,PRON
387,I know who our mother said,+wh_gap,1,6,ADP
388,I know who our mother said,+wh_gap,1,6,VERB
389,I know who our mother said,+wh_gap,1,6,PRON
390,I know who our mother said,+wh_gap,1,6,PRON
391,I know who our mother said,+wh_gap,1,6,PRON
392,I know who our mother said,+wh_gap,1,6,ADP
393,I know who our mother said,+wh_gap,1,6,ADP
394,I know who our mother said,+wh_gap,1,6,PRON
395,I know who our mother said,+wh_gap,1,6,PUNCT
396,I know who our mother said,+wh_gap,1,6,PRON
397,I know who our mother said,+wh_gap,1,6,ADV
398,I know who our mother said,+wh_gap,1,6,SCONJ
399,I know who our mother said,+wh_gap,1,6,PRON
400,I know that our mother said her friend remarked,-wh_no_gap,2,9,PRON
401,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
402,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
403,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
404,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADJ
405,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
406,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
407,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
408,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
409,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
410,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
411,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
412,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
413,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
414,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
415,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
416,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
417,I know that our mother said her friend remarked,-wh_no_gap,2,9,PRON
418,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
419,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
420,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
421,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
422,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
423,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
424,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
425,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
426,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
427,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
428,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
429,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
430,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
431,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
432,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
433,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
434,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
435,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
436,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
437,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
438,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
439,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
440,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
441,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
442,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
443,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
444,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
445,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
446,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
447,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
448,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
449,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
450,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
451,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
452,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
453,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
454,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
455,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
456,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
457,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
458,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
459,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
460,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
461,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
462,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
463,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
464,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
465,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
466,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
467,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
468,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
469,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
470,I know that our mother said her friend remarked,-wh_no_gap,2,9,PROPN
471,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
472,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
473,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
474,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
475,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
476,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
477,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
478,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADV
479,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
480,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
481,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
482,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
483,I know that our mother said her friend remarked,-wh_no_gap,2,9,PUNCT
484,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
485,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
486,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
487,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
488,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
489,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
490,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
491,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
492,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
493,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
494,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
495,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
496,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
497,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
498,I know that our mother said her friend remarked,-wh_no_gap,2,9,SCONJ
499,I know that our mother said her friend remarked,-wh_no_gap,2,9,ADP
500,I know who our mother said her friend remarked,+wh_gap,2,10,ADJ
501,I know who our mother said her friend remarked,+wh_gap,2,10,SCONJ
502,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
503,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
504,I know who our mother said her friend remarked,+wh_gap,2,10,PUNCT
505,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
506,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
507,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
508,I know who our mother said her friend remarked,+wh_gap,2,10,PRON
509,I know who our mother said her friend remarked,+wh_gap,2,10,PUNCT
510,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
511,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
512,I know who our mother said her friend remarked,+wh_gap,2,10,VERB
513,I know who our mother said her friend remarked,+wh_gap,2,10,SCONJ
514,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
515,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
516,I know who our mother said her friend remarked,+wh_gap,2,10,SCONJ
517,I know who our mother said her friend remarked,+wh_gap,2,10,PUNCT
518,I know who our mother said her friend remarked,+wh_gap,2,10,SCONJ
519,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
520,I know who our mother said her friend remarked,+wh_gap,2,10,PRON
521,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
522,I know who our mother said her friend remarked,+wh_gap,2,10,ADV
523,I know who our mother said her friend remarked,+wh_gap,2,10,ADP
