,sentence_start,condition,levels_of_embedding,sentence_id,next_token_POS
62,I know that your friend threw,-wh_no_gap,0,1,PRON
63,I know that your friend threw,-wh_no_gap,0,1,PRON
64,I know that your friend threw,-wh_no_gap,0,1,ADP
65,I know that your friend threw,-wh_no_gap,0,1,PRON
66,I know that your friend threw,-wh_no_gap,0,1,PRON
67,I know that your friend threw,-wh_no_gap,0,1,PRON
68,I know that your friend threw,-wh_no_gap,0,1,PRON
69,I know that your friend threw,-wh_no_gap,0,1,PRON
70,I know that your friend threw,-wh_no_gap,0,1,ADP
71,I know that your friend threw,-wh_no_gap,0,1,ADP
72,I know that your friend threw,-wh_no_gap,0,1,PRON
73,I know that your friend threw,-wh_no_gap,0,1,ADP
74,I know that your friend threw,-wh_no_gap,0,1,PRON
75,I know that your friend threw,-wh_no_gap,0,1,PRON
76,I know that your friend threw,-wh_no_gap,0,1,ADP
77,I know that your friend threw,-wh_no_gap,0,1,PRON
78,I know that your friend threw,-wh_no_gap,0,1,PRON
79,I know that your friend threw,-wh_no_gap,0,1,PRON
80,I know that your friend threw,-wh_no_gap,0,1,PRON
81,I know that your friend threw,-wh_no_gap,0,1,ADV
82,I know that your friend threw,-wh_no_gap,0,1,PRON
83,I know that your friend threw,-wh_no_gap,0,1,PRON
84,I know that your friend threw,-wh_no_gap,0,1,ADP
85,I know that your friend threw,-wh_no_gap,0,1,PRON
86,I know that your friend threw,-wh_no_gap,0,1,PRON
87,I know that your friend threw,-wh_no_gap,0,1,ADP
88,I know that your friend threw,-wh_no_gap,0,1,NOUN
89,I know that your friend threw,-wh_no_gap,0,1,PRON
90,I know that your friend threw,-wh_no_gap,0,1,NOUN
91,I know that your friend threw,-wh_no_gap,0,1,PRON
92,I know that your friend threw,-wh_no_gap,0,1,PRON
93,I know that your friend threw,-wh_no_gap,0,1,PRON
94,I know that your friend threw,-wh_no_gap,0,1,PRON
95,I know that your friend threw,-wh_no_gap,0,1,ADJ
96,I know that your friend threw,-wh_no_gap,0,1,PRON
97,I know that your friend threw,-wh_no_gap,0,1,PRON
98,I know that your friend threw,-wh_no_gap,0,1,PRON
99,I know that your friend threw,-wh_no_gap,0,1,PRON
100,I know what your friend threw,+wh_gap,0,2,ADP
101,I know what your friend threw,+wh_gap,0,2,ADV
102,I know what your friend threw,+wh_gap,0,2,ADP
103,I know what your friend threw,+wh_gap,0,2,ADP
104,I know what your friend threw,+wh_gap,0,2,ADP
105,I know what your friend threw,+wh_gap,0,2,ADP
106,I know what your friend threw,+wh_gap,0,2,PRON
107,I know what your friend threw,+wh_gap,0,2,ADP
108,I know what your friend threw,+wh_gap,0,2,ADP
109,I know what your friend threw,+wh_gap,0,2,ADP
110,I know what your friend threw,+wh_gap,0,2,ADV
111,I know what your friend threw,+wh_gap,0,2,NOUN
112,I know what your friend threw,+wh_gap,0,2,ADP
113,I know what your friend threw,+wh_gap,0,2,ADP
114,I know what your friend threw,+wh_gap,0,2,ADP
115,I know what your friend threw,+wh_gap,0,2,PRON
116,I know what your friend threw,+wh_gap,0,2,PUNCT
117,I know what your friend threw,+wh_gap,0,2,ADP
118,I know what your friend threw,+wh_gap,0,2,ADP
119,I know what your friend threw,+wh_gap,0,2,ADP
120,I know what your friend threw,+wh_gap,0,2,ADP
121,I know what your friend threw,+wh_gap,0,2,PUNCT
122,I know what your friend threw,+wh_gap,0,2,ADP
123,I know what your friend threw,+wh_gap,0,2,ADP
124,I know what your friend threw,+wh_gap,0,2,ADP
125,I know what your friend threw,+wh_gap,0,2,ADP
126,I know what your friend threw,+wh_gap,0,2,ADP
127,I know what your friend threw,+wh_gap,0,2,ADP
128,I know what your friend threw,+wh_gap,0,2,ADP
129,I know what your friend threw,+wh_gap,0,2,ADP
130,I know what your friend threw,+wh_gap,0,2,ADP
131,I know what your friend threw,+wh_gap,0,2,ADP
132,I know what your friend threw,+wh_gap,0,2,ADP
133,I know what your friend threw,+wh_gap,0,2,PRON
134,I know what your friend threw,+wh_gap,0,2,ADP
135,I know what your friend threw,+wh_gap,0,2,ADP
136,I know what your friend threw,+wh_gap,0,2,ADP
137,I know what your friend threw,+wh_gap,0,2,ADP
138,I know what your friend threw,+wh_gap,0,2,ADP
139,I know what your friend threw,+wh_gap,0,2,CCONJ
140,I know what your friend threw,+wh_gap,0,2,ADP
141,I know what your friend threw,+wh_gap,0,2,ADP
142,I know what your friend threw,+wh_gap,0,2,ADP
143,I know what your friend threw,+wh_gap,0,2,PRON
144,I know what your friend threw,+wh_gap,0,2,ADP
145,I know what your friend threw,+wh_gap,0,2,PUNCT
146,I know what your friend threw,+wh_gap,0,2,ADP
147,I know what your friend threw,+wh_gap,0,2,PRON
148,I know what your friend threw,+wh_gap,0,2,ADP
149,I know what your friend threw,+wh_gap,0,2,ADP
150,I know what your friend threw,+wh_gap,0,2,ADP
151,I know what your friend threw,+wh_gap,0,2,ADP
152,I know what your friend threw,+wh_gap,0,2,ADP
153,I know what your friend threw,+wh_gap,0,2,ADP
154,I know what your friend threw,+wh_gap,0,2,NOUN
155,I know what your friend threw,+wh_gap,0,2,ADV
156,I know what your friend threw,+wh_gap,0,2,PUNCT
157,I know what your friend threw,+wh_gap,0,2,PUNCT
158,I know what your friend threw,+wh_gap,0,2,ADP
159,I know what your friend threw,+wh_gap,0,2,ADP
160,I know what your friend threw,+wh_gap,0,2,ADP
161,I know what your friend threw,+wh_gap,0,2,ADP
162,I know what your friend threw,+wh_gap,0,2,ADP
163,I know what your friend threw,+wh_gap,0,2,ADP
164,I know what your friend threw,+wh_gap,0,2,PUNCT
165,I know what your friend threw,+wh_gap,0,2,ADP
166,I know what your friend threw,+wh_gap,0,2,ADP
167,I know what your friend threw,+wh_gap,0,2,ADP
168,I know what your friend threw,+wh_gap,0,2,ADP
169,I know what your friend threw,+wh_gap,0,2,NOUN
170,I know what your friend threw,+wh_gap,0,2,ADP
171,I know what your friend threw,+wh_gap,0,2,ADP
172,I know what your friend threw,+wh_gap,0,2,ADP
173,I know what your friend threw,+wh_gap,0,2,ADP
174,I know what your friend threw,+wh_gap,0,2,PUNCT
175,I know what your friend threw,+wh_gap,0,2,ADP
176,I know what your friend threw,+wh_gap,0,2,ADP
177,I know what your friend threw,+wh_gap,0,2,ADP
178,I know what your friend threw,+wh_gap,0,2,ADP
179,I know what your friend threw,+wh_gap,0,2,ADP
180,I know what your friend threw,+wh_gap,0,2,NOUN
181,I know what your friend threw,+wh_gap,0,2,ADP
182,I know what your friend threw,+wh_gap,0,2,ADP
183,I know what your friend threw,+wh_gap,0,2,ADP
184,I know what your friend threw,+wh_gap,0,2,ADP
185,I know what your friend threw,+wh_gap,0,2,ADP
186,I know what your friend threw,+wh_gap,0,2,ADP
187,I know what your friend threw,+wh_gap,0,2,ADP
188,I know what your friend threw,+wh_gap,0,2,ADP
189,I know what your friend threw,+wh_gap,0,2,PRON
190,I know what your friend threw,+wh_gap,0,2,ADP
191,I know what your friend threw,+wh_gap,0,2,PUNCT
192,I know what your friend threw,+wh_gap,0,2,ADP
193,I know what your friend threw,+wh_gap,0,2,ADP
194,I know what your friend threw,+wh_gap,0,2,PRON
195,I know what your friend threw,+wh_gap,0,2,ADP
196,I know what your friend threw,+wh_gap,0,2,ADP
197,I know what your friend threw,+wh_gap,0,2,ADP
198,I know what your friend threw,+wh_gap,0,2,ADP
199,I know what your friend threw,+wh_gap,0,2,ADP
200,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
201,I know that our mother said your friend threw,-wh_no_gap,1,5,ADV
202,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
203,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
204,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
205,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
206,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
207,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
208,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
209,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
210,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
211,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
212,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
213,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
214,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
215,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
216,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
217,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
218,I know that our mother said your friend threw,-wh_no_gap,1,5,ADV
219,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
220,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
221,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
222,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
223,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
224,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
225,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
226,I know that our mother said your friend threw,-wh_no_gap,1,5,PUNCT
227,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
228,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
229,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
230,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
231,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
232,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
233,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
234,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
235,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
236,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
237,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
238,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
239,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
240,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
241,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
242,I know that our mother said your friend threw,-wh_no_gap,1,5,INTJ
243,I know that our mother said your friend threw,-wh_no_gap,1,5,DET
244,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
245,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
246,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
247,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
248,I know that our mother said your friend threw,-wh_no_gap,1,5,ADV
249,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
250,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
251,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
252,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
253,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
254,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
255,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
256,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
257,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
258,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
259,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
260,I know that our mother said your friend threw,-wh_no_gap,1,5,ADV
261,I know that our mother said your friend threw,-wh_no_gap,1,5,ADJ
262,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
263,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
264,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
265,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
266,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
267,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
268,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
269,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
270,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
271,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
272,I know that our mother said your friend threw,-wh_no_gap,1,5,PUNCT
273,I know that our mother said your friend threw,-wh_no_gap,1,5,ADV
274,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
275,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
276,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
277,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
278,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
279,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
280,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
281,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
282,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
283,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
284,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
285,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
286,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
287,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
288,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
289,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
290,I know that our mother said your friend threw,-wh_no_gap,1,5,NUM
291,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
292,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
293,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
294,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
295,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
296,I know that our mother said your friend threw,-wh_no_gap,1,5,NOUN
297,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
298,I know that our mother said your friend threw,-wh_no_gap,1,5,ADP
299,I know that our mother said your friend threw,-wh_no_gap,1,5,PRON
300,I know what our mother said your friend threw,+wh_gap,1,6,PROPN
301,I know what our mother said your friend threw,+wh_gap,1,6,ADP
302,I know what our mother said your friend threw,+wh_gap,1,6,PRON
303,I know what our mother said your friend threw,+wh_gap,1,6,PRON
304,I know what our mother said your friend threw,+wh_gap,1,6,PRON
305,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
306,I know what our mother said your friend threw,+wh_gap,1,6,PRON
307,I know what our mother said your friend threw,+wh_gap,1,6,PRON
308,I know what our mother said your friend threw,+wh_gap,1,6,PRON
309,I know what our mother said your friend threw,+wh_gap,1,6,PRON
310,I know what our mother said your friend threw,+wh_gap,1,6,ADP
311,I know what our mother said your friend threw,+wh_gap,1,6,PRON
312,I know what our mother said your friend threw,+wh_gap,1,6,PRON
313,I know what our mother said your friend threw,+wh_gap,1,6,PRON
314,I know what our mother said your friend threw,+wh_gap,1,6,ADP
315,I know what our mother said your friend threw,+wh_gap,1,6,PRON
316,I know what our mother said your friend threw,+wh_gap,1,6,PRON
317,I know what our mother said your friend threw,+wh_gap,1,6,PRON
318,I know what our mother said your friend threw,+wh_gap,1,6,ADP
319,I know what our mother said your friend threw,+wh_gap,1,6,ADP
320,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
321,I know what our mother said your friend threw,+wh_gap,1,6,PRON
322,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
323,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
324,I know what our mother said your friend threw,+wh_gap,1,6,ADP
325,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
326,I know what our mother said your friend threw,+wh_gap,1,6,PRON
327,I know what our mother said your friend threw,+wh_gap,1,6,ADV
328,I know what our mother said your friend threw,+wh_gap,1,6,PROPN
329,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
330,I know what our mother said your friend threw,+wh_gap,1,6,PRON
331,I know what our mother said your friend threw,+wh_gap,1,6,PRON
332,I know what our mother said your friend threw,+wh_gap,1,6,PRON
333,I know what our mother said your friend threw,+wh_gap,1,6,PRON
334,I know what our mother said your friend threw,+wh_gap,1,6,PRON
335,I know what our mother said your friend threw,+wh_gap,1,6,ADP
336,I know what our mother said your friend threw,+wh_gap,1,6,ADP
337,I know what our mother said your friend threw,+wh_gap,1,6,PRON
338,I know what our mother said your friend threw,+wh_gap,1,6,PRON
339,I know what our mother said your friend threw,+wh_gap,1,6,PRON
340,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
341,I know what our mother said your friend threw,+wh_gap,1,6,PUNCT
342,I know what our mother said your friend threw,+wh_gap,1,6,ADP
343,I know what our mother said your friend threw,+wh_gap,1,6,PRON
344,I know what our mother said your friend threw,+wh_gap,1,6,ADP
345,I know what our mother said your friend threw,+wh_gap,1,6,PRON
346,I know what our mother said your friend threw,+wh_gap,1,6,PRON
347,I know what our mother said your friend threw,+wh_gap,1,6,ADP
348,I know what our mother said your friend threw,+wh_gap,1,6,PRON
349,I know what our mother said your friend threw,+wh_gap,1,6,PRON
350,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
351,I know what our mother said your friend threw,+wh_gap,1,6,PRON
352,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
353,I know what our mother said your friend threw,+wh_gap,1,6,PRON
354,I know what our mother said your friend threw,+wh_gap,1,6,PRON
355,I know what our mother said your friend threw,+wh_gap,1,6,PRON
356,I know what our mother said your friend threw,+wh_gap,1,6,PRON
357,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
358,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
359,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
360,I know what our mother said your friend threw,+wh_gap,1,6,PRON
361,I know what our mother said your friend threw,+wh_gap,1,6,PRON
362,I know what our mother said your friend threw,+wh_gap,1,6,PRON
363,I know what our mother said your friend threw,+wh_gap,1,6,CCONJ
364,I know what our mother said your friend threw,+wh_gap,1,6,PRON
365,I know what our mother said your friend threw,+wh_gap,1,6,ADP
366,I know what our mother said your friend threw,+wh_gap,1,6,ADP
367,I know what our mother said your friend threw,+wh_gap,1,6,PRON
368,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
369,I know what our mother said your friend threw,+wh_gap,1,6,PRON
370,I know what our mother said your friend threw,+wh_gap,1,6,PROPN
371,I know what our mother said your friend threw,+wh_gap,1,6,PRON
372,I know what our mother said your friend threw,+wh_gap,1,6,NUM
373,I know what our mother said your friend threw,+wh_gap,1,6,PRON
374,I know what our mother said your friend threw,+wh_gap,1,6,ADP
375,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
376,I know what our mother said your friend threw,+wh_gap,1,6,ADV
377,I know what our mother said your friend threw,+wh_gap,1,6,PRON
378,I know what our mother said your friend threw,+wh_gap,1,6,PRON
379,I know what our mother said your friend threw,+wh_gap,1,6,PRON
380,I know what our mother said your friend threw,+wh_gap,1,6,PRON
381,I know what our mother said your friend threw,+wh_gap,1,6,PRON
382,I know what our mother said your friend threw,+wh_gap,1,6,PRON
383,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
384,I know what our mother said your friend threw,+wh_gap,1,6,ADP
385,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
386,I know what our mother said your friend threw,+wh_gap,1,6,PRON
387,I know what our mother said your friend threw,+wh_gap,1,6,ADP
388,I know what our mother said your friend threw,+wh_gap,1,6,NOUN
389,I know what our mother said your friend threw,+wh_gap,1,6,PRON
390,I know what our mother said your friend threw,+wh_gap,1,6,PRON
391,I know what our mother said your friend threw,+wh_gap,1,6,PRON
392,I know what our mother said your friend threw,+wh_gap,1,6,PRON
393,I know what our mother said your friend threw,+wh_gap,1,6,ADP
394,I know what our mother said your friend threw,+wh_gap,1,6,ADP
395,I know what our mother said your friend threw,+wh_gap,1,6,ADV
396,I know what our mother said your friend threw,+wh_gap,1,6,ADP
397,I know what our mother said your friend threw,+wh_gap,1,6,ADV
398,I know what our mother said your friend threw,+wh_gap,1,6,PRON
399,I know what our mother said your friend threw,+wh_gap,1,6,PRON
400,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
401,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
402,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
403,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
404,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
405,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,ADV
406,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
407,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
408,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,ADP
409,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,NUM
410,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
411,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
412,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
413,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,NOUN
414,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,ADP
415,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
416,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
417,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,ADP
418,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
419,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
420,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PROPN
421,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
422,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,NOUN
423,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,NUM
424,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
425,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
426,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
427,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
428,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
429,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,NOUN
430,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
431,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
432,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,NUM
433,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
434,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,ADP
435,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
436,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
437,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
438,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
439,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
440,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
441,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,NOUN
442,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
443,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
444,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
445,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
446,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
447,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
448,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
449,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
450,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,NUM
451,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
452,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,ADJ
453,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
454,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
455,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,ADP
456,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
457,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
458,I know that our mother said her friend remarked your friend threw,-wh_no_gap,2,9,PRON
